Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
4314,"Hirschler, Anna",Hirschler Anna,Hirschler,Anna,9. Oktober 1889
4315,"Hirschmann, Julie",Hirschmann Julie,Hirschmann,Julie,.
4316,"Hirsekorn, Karl Wilhelm Rudolf",Hirsekorn Karl Wilhelm Rudolf,Hirsekorn,Karl Wilhelm Rudolf,23. Novbr. 1876
4317,"Hirtz, Georg Daniel",Hirtz Georg Daniel,Hirtz,Georg Daniel,2. Febr. 1804
4318,"Hirtz, Georg Daniel",Hirtz Georg Daniel,Hirtz,Georg Daniel,31. Mai 1830
4319,"Hirundo, C",Hirundo C,Hirundo,C,.
4320,"Hittcher, Karl",Hittcher Karl,Hittcher,Karl,.
4321,"Hitz, Luise",Hitz Luise,Hitz,Luise,13. Jan. 1835
4322,"Hjörring, Knut",Hjörring Knut,Hjörring,Knut,.
4323,"Hlatky, Eduard",Hlatky Eduard,Hlatky,Eduard,21. Febr.1834
4324,"Hlawacek, Eduard",Hlawacek Eduard,Hlawacek,Eduard,25. September 1808
4325,"Höarmeckan, F",Höarmeckan F,Höarmeckan,F,.
4326,"Hobe, Marie von",Hobe Marie von,Hobe,Marie von,.
4327,"Hobein, Eduard",Hobein Eduard,Hobein,Eduard,24. März 1817
4328,"Hobrecht, Arthur Heinr. Ludolf Johnson",Hobrecht Arthur Heinr. Ludolf Johnson,Hobrecht,Arthur Heinr. Ludolf Johnson,14. August 1824
4329,"Hobrecht, Max",Hobrecht Max,Hobrecht,Max,13. Dezbr. 1827
4330,"Hoch, Christa",Hoch Christa,Hoch,Christa,.
4331,"Hoch, Marie Konstanze",Hoch Marie Konstanze,Hoch,Marie Konstanze,.
4332,"Hochdorf, Max",Hochdorf Max,Hochdorf,Max,19. März1880
4333,"Hochegger, Franz",Hochegger Franz,Hochegger,Franz,27. Septbr.1875
4334,"Hochfeld, Hans",Hochfeld Hans,Hochfeld,Hans,.
4335,"Hochfeldt, Hans",Hochfeldt Hans,Hochfeldt,Hans,.
4336,"Hochmuth, Franz Joseph Ferdinand",Hochmuth Franz Joseph Ferdinand,Hochmuth,Franz Joseph Ferdinand,18. Februar 1845
4337,"Hochstädt, Max",Hochstädt Max,Hochstädt,Max,.
4338,"Hochstetter, Gustav",Hochstetter Gustav,Hochstetter,Gustav,12.Mai 1873
4339,"Hoechstetter, Sophie",Hoechstetter Sophie,Hoechstetter,Sophie,15. August 1873
4340,"Hochweber, Elise",Hochweber Elise,Hochweber,Elise,12.Jan. 1818
4341,"Hock, Karl Ferdinand Freiherr von",Hock Karl Ferdinand,Hock,Karl Ferdinand,18. März 1808
4342,"Hocker, Nikolaus",Hocker Nikolaus,Hocker,Nikolaus,22.März 1822
4343,"Hocker, Anton Heinrich Wilhelm Andreas",Hocker Anton Heinrich Wilhelm Andreas,Hocker,Anton Heinrich Wilhelm Andreas,28. Dezember 1812
4344,"Höcker, Georg",Höcker Georg,Höcker,Georg,14. Dezbr.1860
4345,"Höcker, Gustav",Höcker Gustav,Höcker,Gustav,28.Septbr. 1832
4346,"Höcker, Karl Rudolf Oskar",Höcker Karl Rudolf Oskar,Höcker,Karl Rudolf Oskar,13. Juni 1840
4347,"Höcker, Paul Oskar",Höcker Paul Oskar,Höcker,Paul Oskar,7. Dezbr. 1865
4348,"Hodann, Valerie",Hodann Valerie,Hodann,Valerie,16.Mai 1866
4349,"Hodel, Robert Julian",Hodel Robert Julian,Hodel,Robert Julian,4. Mai 1881
4350,"Hodermann, Richard",Hodermann Richard,Hodermann,Richard,8. Novbr. 1868
4351,"Hodler, Emma",Hodler Emma,Hodler,Emma,2. Febr. 1892
4352,"Hof, Nanny vom",Hof Nanny,Hof,Nanny,19.Februar 1824
4353,"Hofele, Engelbert",Hofele Engelbert,Hofele,Engelbert,15.Jan. 1836
4354,"Hofer, August",Hofer August,Hofer,August,7. Mai 1845
4355,"Hofer, Fridolin",Hofer Fridolin,Hofer,Fridolin,.
4356,"Hofer, Hans",Hofer Hans,Hofer,Hans,18. August1810
4357,"Hofer-Sternischa, Franz",Hofer-Sternischa Franz,Hofer-Sternischa,Franz,8. Juli 1876
4358,"Hoefer, Edmund",Hoefer Edmund,Hoefer,Edmund,15.Oktbr. 1819
4359,"Höfer, Jrma von",Höfer Jrma,Höfer,Jrma,.
4360,"Höfer, Paul",Höfer Paul,Höfer,Paul,11. März 1845
4361,"Hoff, Karl",Hoff Karl,Hoff,Karl,8. Septbr. 1838
4362,"Hoff, Sophie",Hoff Sophie,Hoff,Sophie,.
4363,"Hoff, Wilhelm",Hoff Wilhelm,Hoff,Wilhelm,.
4364,"Hoffensthal, Hans von",Hoffensthal Hans,Hoffensthal,Hans,16.August 1877
4365,"Höffer, Paul",Höffer Paul,Höffer,Paul,.
4366,"Höffer, W",Höffer W,Höffer,W,.
4367,"Hofferichter, Theodor Alexander Konstantin",Hofferichter Theodor Alexander Konstantin,Hofferichter,Theodor Alexander Konstantin,11. März 1815
4368,"Hofsinger, Josepha Edle v",Hofsinger Josepha Edle v,Hofsinger,Josepha Edle v,8. Novbr. 1820
4369,"Hoffmann, Adalbert",Hoffmann Adalbert,Hoffmann,Adalbert,19.März 1859
4370,"Hoffmann, Agnes",Hoffmann Agnes,Hoffmann,Agnes,5.März 1860
4371,"Hoffmann, Bertha Wilhelmine",Hoffmann Bertha Wilhelmine,Hoffmann,Bertha Wilhelmine,5. Februar 1816
4372,"Hoffmann, Camill",Hoffmann Camill,Hoffmann,Camill,31.Oktbr. 1878
4373,"Hoffmann, Christoph",Hoffmann Christoph,Hoffmann,Christoph,2. Dezbr. 1815
4374,"Hoffmann, K. Emil",Hoffmann K. Emil,Hoffmann,K. Emil,27. Febr. 1874
4375,"Hoffmann, Erich Richard",Hoffmann Erich Richard,Hoffmann,Erich Richard,12. Oktbr. 1878
4376,"Hoffmann, Franz L",Hoffmann Franz L,Hoffmann,Franz L,27. Juni 1851
4377,"Hoffmann, Fridolin",Hoffmann Fridolin,Hoffmann,Fridolin, Juli 1880
4378,"Hoffmann, Karl Georg",Hoffmann Karl Georg,Hoffmann,Karl Georg,21. Juli 1883
4379,"Hoffmann, Gottfried Hermann Ludwig",Hoffmann Gottfried Hermann Ludwig,Hoffmann,Gottfried Hermann Ludwig,3. Juli 1865
4380,"Hoffmann, Gotthelf",Hoffmann Gotthelf,Hoffmann,Gotthelf,11. Novbr. 1844
4381,"Hoffmann, Hans",Hoffmann Hans,Hoffmann,Hans,27. Juli1848
4382,"Hoffmann, Hermann",Hoffmann Hermann,Hoffmann,Hermann,.
4383,"Hoffmann, J",Hoffmann J,Hoffmann,J,.
4384,"Hoffmann, Jakob Daniel",Hoffmann Jakob Daniel,Hoffmann,Jakob Daniel,29. Januar 1885
4385,"Hoffmann, Jmmanuel",Hoffmann Jmmanuel,Hoffmann,Jmmanuel,25. Mai 1850
4386,"Hoffmann, Ludwig",Hoffmann Ludwig,Hoffmann,Ludwig,25.März 1856
4387,"Hoffmann, Karl Heinrich August",Hoffmann Karl Heinrich August,Hoffmann,Karl Heinrich August,2. Juni 1802
4388,"Hoffmann, Karl Otto",Hoffmann Karl Otto,Hoffmann,Karl Otto,15. Februar 1860
4389,"Hoffmann, Marie",Hoffmann Marie,Hoffmann,Marie,15.März 1843
4390,"Hoffmann, Max",Hoffmann Max,Hoffmann,Max,27.Novbr. 1858
4391,"Hoffmann, Minna",Hoffmann Minna,Hoffmann,Minna,3. Nov.1840
4392,"Hoffmann, Oskar",Hoffmann Oskar,Hoffmann,Oskar,29. Oktober 1868
4393,"Hoffmann, R",Hoffmann R,Hoffmann,R,.
4394,"Hoffmann, Theodor",Hoffmann Theodor,Hoffmann,Theodor,16. Februar 1851
4395,"Hoffmann, Valesca",Hoffmann Valesca,Hoffmann,Valesca,21.September 1857
4396,"Hoffmann, Johann Friedr. Wilhelm",Hoffmann Johann Friedr. Wilhelm,Hoffmann,Johann Friedr. Wilhelm,28. Juni 1863
4397,"Hoffmann, Wilhelm Rudolf",Hoffmann Wilhelm Rudolf,Hoffmann,Wilhelm Rudolf,2. Januar 1833
4398,"Hoffmann-Aul, Henriette Katharina",Hoffmann-Aul Henriette Katharina,Hoffmann-Aul,Henriette Katharina,17. Januar 1849
4399,"Hoffmann-Courtier, Willi",Hoffmann-Courtier Willi,Hoffmann-Courtier,Willi,10. Dezbr. 1876
4400,Hoffmann,Hoffmann ,Hoffmann,,Juni 1809
4401,"Hoffmann-Merian, Theodor",Hoffmann-Merian Theodor,Hoffmann-Merian,Theodor,5. März 1819
4402,"Hoffmann(-Nesselbach), Leonhard",Hoffmann Leonhard,Hoffmann,Leonhard,8. Aug. 1845
4403,"Hoffmann-Schaumberg, Georg",Hoffmann-Schaumberg Georg,Hoffmann-Schaumberg,Georg,.
4404,"Hoffmann (v. Wangenheim), Pauline",Hoffmann Pauline,Hoffmann,Pauline,19. Juli 1856
4405,"Hoffmeister, Hermann Wilhelm",Hoffmeister Hermann Wilhelm,Hoffmeister,Hermann Wilhelm,21. Oktbr. 1839
4406,"Hoffmeister, Philipp",Hoffmeister Philipp,Hoffmeister,Philipp,17.April 1804
4407,"Hoffnaaß, Franziska von",Hoffnaaß Franziska,Hoffnaaß,Franziska,.
4408,"Höffner, Johannes",Höffner Johannes,Höffner,Johannes,18.März 1868
4409,"Hoffs, Friedrich van",Hoffs Friedrich,Hoffs,Friedrich,13.Juni 1843
4410,"Hoffschild, Wilhelm Franz",Hoffschild Wilhelm Franz,Hoffschild,Wilhelm Franz,22. Juni 1869
4411,"Höfler, Konstantin Ritter von",Höfler Konstantin,Höfler,Konstantin, März 1811
4412,"Hofmann, Bernhard",Hofmann Bernhard,Hofmann,Bernhard,13. Mai 1834
4413,"Hofmann, Else",Hofmann Else,Hofmann,Else,21. Oktbr. 1862
4414,"Hofmann, Emil",Hofmann Emil,Hofmann,Emil,13. April1864
4415,"Hofmann, Franz",Hofmann Franz,Hofmann,Franz,.
4416,"Hofmann, Friedrich",Hofmann Friedrich,Hofmann,Friedrich,18.April 1813
4417,"Hofmann, Joseph",Hofmann Joseph,Hofmann,Joseph,19. März 1858
4418,"Hofmann, Jda",Hofmann Jda,Hofmann,Jda,14. Juli1854
4419,"Hofmann, Katharina",Hofmann Katharina,Hofmann,Katharina,15. Oktober 1858
4420,"Hofmann von Nauborn, Konrad",Hofmann von Nauborn Konrad,Hofmann von Nauborn,Konrad,21. Juli 1829
4421,"Hofmann, Max",Hofmann Max,Hofmann,Max,27. Juli1861
4422,"Hofmann, Max",Hofmann Max,Hofmann,Max,20. August 1867
4423,"Hofmannsthal, Hugo Hofmann Edler von",Hofmannsthal Hugo Hofmann,Hofmannsthal,Hugo Hofmann,1. Februar1874
4424,"Hofmeister, Georg Xaver Adolf, psd. Wladimir",Hofmeister Georg Xaver Adolf,Hofmeister,Georg Xaver Adolf,9. Juni1818
4425,"Hofstätter, Jakob",Hofstätter Jakob,Hofstätter,Jakob,5.Septbr. 1825
4426,"Hofstetter, Maria",Hofstetter Maria,Hofstetter,Maria,.
4427,"Hoeft, Bernhard",Hoeft Bernhard,Hoeft,Bernhard,29.November 1863
4428,"Högger, Robert",Högger Robert,Högger,Robert,5.Febr. 1869
4429,"Hohenbühel, genannt Heufler zu Rasen und Perdonegg, Ludwig Freiherr von",Hohenbühel Ludwig,Hohenbühel,Ludwig,26. Aug.1817
4430,"Hohenfeld, Hans",Hohenfeld Hans,Hohenfeld,Hans,.
4431,"Hohenfurth, Franz von",Hohenfurth Franz,Hohenfurth,Franz,.
4432,"Hohenhausen, Elise Friederike Felicitas v",Hohenhausen Elise Friederike Felicitas,Hohenhausen,Elise Friederike Felicitas,7. März1812
4433,Hohenmarkt,Hohenmarkt ,Hohenmarkt,,.
4434,"Hohenried, L. St",Hohenried L. St,Hohenried,L. St,.
4435,"Hohenstein, Angelika",Hohenstein Angelika,Hohenstein,Angelika,.
4436,"Hohenstein, K",Hohenstein K,Hohenstein,K,.
4437,"Hohenthal, Waldemar",Hohenthal Waldemar,Hohenthal,Waldemar,.
4438,"Hohenziel, Erich",Hohenziel Erich,Hohenziel,Erich,.
4439,"Höhl, Leopold",Höhl Leopold,Höhl,Leopold,12. Dezbr.1844
4440,"Hohlbaum, Robert",Hohlbaum Robert,Hohlbaum,Robert,28.August 1886
4441,"Höhler, Matthias",Höhler Matthias,Höhler,Matthias, Oktober 1876
4442,"Hohlfeld, Dora",Hohlfeld Dora,Hohlfeld,Dora,21. Februar 1862
4443,"Hohmann, Emilie",Hohmann Emilie,Hohmann,Emilie,22. Januar 1815
4444,"Hohndorf, Luise",Hohndorf Luise,Hohndorf,Luise,.
4445,"Hohnerlein, Max",Hohnerlein Max,Hohnerlein,Max,16.März 1865
4446,"Hohoff, Marie",Hohoff Marie,Hohoff,Marie,13. Juni1855
4447,"Hohrath, Klara",Hohrath Klara,Hohrath,Klara,.
4448,"Hohrath, Ottilie",Hohrath Ottilie,Hohrath,Ottilie,.
4449,"Hoinville, Friedrich Theophil Jean",Hoinville Friedrich Theophil Jean,Hoinville,Friedrich Theophil Jean,19. Juni 1859
4450,"Hölder, Fritz",Hölder Fritz,Hölder,Fritz,.
4451,"Holdschmidt, Adolf",Holdschmidt Adolf,Holdschmidt,Adolf,16.Septbr. 1875
4452,"Holitscher, Arthur",Holitscher Arthur,Holitscher,Arthur,22.August 1869
4453,"Holitscher, Philipp",Holitscher Philipp,Holitscher,Philipp,1. Mai1822
4454,"Holl, Joseph",Holl Joseph,Holl,Joseph,30. August 1856
4455,"Hollander, Karl Wilhelm",Hollander Karl Wilhelm,Hollander,Karl Wilhelm,5. April 1888
4456,"Hollaender, Felix",Hollaender Felix,Hollaender,Felix,1. Novbr. 1867
4457,"Holler, Helmut P",Holler Helmut P,Holler,Helmut P,8. Juni 1871
4458,"Hollmann, Anton",Hollmann Anton,Hollmann,Anton,30. Jan.1832
4459,"Höllrigl, Franz",Höllrigl Franz,Höllrigl,Franz,26. Mai1836
4460,"Hollstein, Georg",Hollstein Georg,Hollstein,Georg,.
4461,"Holly, Franz Jakob",Holly Franz Jakob,Holly,Franz Jakob,26. April 1858
4462,"Holly, Leon",Holly Leon,Holly,Leon,.
4463,"Holm, Adolf",Holm Adolf,Holm,Adolf,21. April1858
4464,"Holm, Engelbert",Holm Engelbert,Holm,Engelbert,.
4465,"Holm, Ernst Ludwig Emil",Holm Ernst Ludwig Emil,Holm,Ernst Ludwig Emil, März 1865
4466,"Holm, Karl Christian Andreas",Holm Karl Christian Andreas,Holm,Karl Christian Andreas,4. Dezbr. 1855
4467,"Holm, Korfiz",Holm Korfiz,Holm,Korfiz, August 1872
4468,"Holm, Kurt",Holm Kurt,Holm,Kurt,.
4469,"Holm, Mia",Holm Mia,Holm,Mia, Septbr. 1845
4470,"Holm, Olga",Holm Olga,Holm,Olga,.
4471,"Holmquist, Mary",Holmquist Mary,Holmquist,Mary,27. August 1874
4472,"Holnstein, Jda Gräfin v",Holnstein Jda,Holnstein,Jda,9. Aug. 1838
4473,"Holst, Adolf",Holst Adolf,Holst,Adolf,7. Jan.1867
4474,"Holst, Johann Gottlieb",Holst Johann Gottlieb,Holst,Johann Gottlieb,20.März 1802
4475,"Holst, Karl",Holst Karl,Holst,Karl,16. August 1836
4476,"Holstein, Franz Friedrich von",Holstein Franz Friedrich,Holstein,Franz Friedrich,16. Febr. 1826
4477,"Holter, Markus",Holter Markus,Holter,Markus,20. Nov.1812
4478,"Hölterhoff, Elise",Hölterhoff Elise,Hölterhoff,Elise,24.August 1819
4479,"Holthausen (Holthusen), Gustav",Holthausen Gustav,Holthausen,Gustav,24. Juni 1848
4480,"Holthausen, Jeannette",Holthausen Jeannette,Holthausen,Jeannette,.März 1812
4481,"Holtschmidt, Friedrich",Holtschmidt Friedrich,Holtschmidt,Friedrich,6. April 1832
4482,"Hölty, Hermann",Hölty Hermann,Hölty,Hermann,4. November 1828
4483,"Holtzendorff, Georg Graf",Holtzendorff Georg,Holtzendorff,Georg,31. Juli 1838
4484,"Holz, Arno",Holz Arno,Holz,Arno,26. April1863
4485,"Holzamer, Wilhelm",Holzamer Wilhelm,Holzamer,Wilhelm,28. März 1870
4486,"Holzer, Rudolf",Holzer Rudolf,Holzer,Rudolf,28. Juli1875
4487,"Holzhausen, Fritz Freiherr",Holzhausen Fritz,Holzhausen,Fritz,12. April 1857
4488,"Holzhey, Georg",Holzhey Georg,Holzhey,Georg,14.Septbr. 1872
4489,"Hölzke, Hermann",Hölzke Hermann,Hölzke,Hermann,14.Novbr. 1873
4490,"Holzmann(-Forrer), Klara",Holzmann Klara,Holzmann,Klara,.
4491,"Holzschuher, Hanns",Holzschuher Hanns,Holzschuher,Hanns,5. April 1874
4492,"Holzwarth, Franz Joseph",Holzwarth Franz Joseph,Holzwarth,Franz Joseph,21. Dezbr. 1826
4493,"Homann, Walter",Homann Walter,Homann,Walter,Januar 1887
4494,"Homberger, H",Homberger H,Homberger,H, Aug. 1890
4495,"Homburg, Martin Anton Hinrich",Homburg Martin Anton Hinrich,Homburg,Martin Anton Hinrich,18. Septbr. 1858
4496,"Homrighausen, Karl Ernst",Homrighausen Karl Ernst,Homrighausen,Karl Ernst,. Septbr. 1858
4497,"Honcamp, Franz",Honcamp Franz,Honcamp,Franz,24.Mai 1805
4498,"Hondrey, Georg",Hondrey Georg,Hondrey,Georg,28.Januar 1871
4499,"Honegger, Johann Jakob",Honegger Johann Jakob,Honegger,Johann Jakob,13. Juli 1825
4500,"Honig, Ernst",Honig Ernst,Honig,Ernst,.
4501,"Hönig, Franz",Hönig Franz,Hönig,Franz,24. Oktbr.1867
4502,"Hönig, Fritz",Hönig Fritz,Hönig,Fritz,3. November 1903
4503,"Honke, Julius",Honke Julius,Honke,Julius,.
4504,"Honoré, Wilhelm",Honoré Wilhelm,Honoré,Wilhelm,24. Mai 1836
4505,"Honthumb, Kaspar Alexander",Honthumb Kaspar Alexander,Honthumb,Kaspar Alexander,12. Juni 1839
4506,"Hood, Fred",Hood Fred,Hood,Fred,.
4507,"Hoos, Ernst",Hoos Ernst,Hoos,Ernst,6. März1873
4508,"Hopf, Albert",Hopf Albert,Hopf,Albert,9. Mai 1829
4509,"Hopf, Dora-Lotti",Hopf Dora-Lotti,Hopf,Dora-Lotti,.
4510,"Hopf, Ludwig",Hopf Ludwig,Hopf,Ludwig,.
4511,"Hopfen, Hans Demetrius Ritter von",Hopfen Hans Demetrius,Hopfen,Hans Demetrius,3. Januar 1835
4512,"Hopfen, Otto Helmut",Hopfen Otto Helmut,Hopfen,Otto Helmut,16. August 1870
4513,"Hopfensack, Johann Christian Wilhelm August",Hopfensack Johann Christian Wilhelm August,Hopfensack,Johann Christian Wilhelm August,1. Oktbr.1801
4514,"Hopfner, P. Jsidor",Hopfner P. Jsidor,Hopfner,P. Jsidor,8.Mai 1858
4515,Hoplit,Hoplit ,Hoplit,,.
4516,"Hopp, Ernst Otto",Hopp Ernst Otto,Hopp,Ernst Otto,19.August 1841
4517,"Hoppe, Hermann",Hoppe Hermann,Hoppe,Hermann,15.Juni 1865
4518,"Hoppensack, Leopold August",Hoppensack Leopold August,Hoppensack,Leopold August,13. Oktober 1820
4519,"Höppl, Christian",Höppl Christian,Höppl,Christian,.
4520,"Höppner, Gustav",Höppner Gustav,Höppner,Gustav,22. Jan.1849
4521,"Hoppstädter, Wilhelm",Hoppstädter Wilhelm,Hoppstädter,Wilhelm,7. Septbr. 1856
4522,"Horak, V. F",Horak V. F,Horak,V. F,11. Dezember1860
4523,"Horath, Robert",Horath Robert,Horath,Robert,31. Oktbr.1869
4524,"Horix, Therese von",Horix Therese,Horix,Therese,.
4525,"Hörmann, Angelika von",Hörmann Angelika,Hörmann,Angelika,28. April 1843
4526,"Hörmann zu Hörbach, Ludwig von",Hörmann zu Hörbach Ludwig,Hörmann zu Hörbach,Ludwig,12. Oktbr. 1837
4527,"Hörmann, Leopold",Hörmann Leopold,Hörmann,Leopold,26.Oktober 1857
4528,"Horn, Gotthard Albert",Horn Gotthard Albert,Horn,Gotthard Albert,6. April 1833
4529,"Horn, Franz",Horn Franz,Horn,Franz,27. Mai1858
4530,"Horn, Georg",Horn Georg,Horn,Georg,28. April1831
4531,"Horn, Hermann",Horn Hermann,Horn,Hermann,26. März1874
4532,"Horn, Johannes Dietrich Heinrich (Hans Dietrich",Horn Johannes Dietrich Heinrich,Horn,Johannes Dietrich Heinrich,.
4533,"Horn, Jürgen Friedrich",Horn Jürgen Friedrich,Horn,Jürgen Friedrich,21. Jan. 1803
4534,"Horn, M. von",Horn M.,Horn,M.,.
4535,"Horn, Heinrich Moritz",Horn Heinrich Moritz,Horn,Heinrich Moritz,14. November 1814
4536,"Horn, Oskar",Horn Oskar,Horn,Oskar,31. Dezbr. 1907
4537,"Horn, Uffo Daniel",Horn Uffo Daniel,Horn,Uffo Daniel,18. Mai 1817
4538,"Horn, Wilhelm",Horn Wilhelm,Horn,Wilhelm,16. Jan.1847
4539,"Hornau, Dora",Hornau Dora,Hornau,Dora,.
4540,"Horner, Heinrich",Horner Heinrich,Horner,Heinrich,.
4541,"Horner, Max",Horner Max,Horner,Max,23.Mai 1881
4542,"Hoernes, Jenny",Hoernes Jenny,Hoernes,Jenny,8. April 1877
4543,"Hoernes, Moritz",Hoernes Moritz,Hoernes,Moritz,29. Jan.1852
4544,"Hornfeck, Friedrich",Hornfeck Friedrich,Hornfeck,Friedrich,8. Mai1822
4545,"Hornig, Heinrich",Hornig Heinrich,Hornig,Heinrich,12.Oktober 1876
4546,"Hornstein (-Hohenstoffeln), Ferdinand Frhr. v",Hornstein (-Hohenstoffeln) Ferdinand,Hornstein (-Hohenstoffeln),Ferdinand,31. Mai 1865
4547,"Hörschelmann, Emilie von",Hörschelmann Emilie,Hörschelmann,Emilie, September1844
4548,"Horschick, Josef Johann",Horschick Josef Johann,Horschick,Josef Johann,16. Februar 1874
4549,"Horst, C. von",Horst C.,Horst,C.,.
4550,"Horst, Erich von",Horst Erich,Horst,Erich,.
4551,"Horst, Moritz",Horst Moritz,Horst,Moritz,.
4552,"Horst, Sophie von der",Horst Sophie,Horst,Sophie,.
4553,"Horst, Waldemar",Horst Waldemar,Horst,Waldemar,.
4554,"Horst, Wilhelm Philipp Alfred Freiherr von der",Horst Wilhelm Philipp Alfred,Horst,Wilhelm Philipp Alfred,26. März1840
4555,"Horsten, Hans",Horsten Hans,Horsten,Hans,.
4556,"Horstenau, E. von",Horstenau E.,Horstenau,E.,.
4557,"Horter, Johann Traugott",Horter Johann Traugott,Horter,Johann Traugott,16. Dezbr. 1857
4558,"Hosäus, Friedrich Wilhelm",Hosäus Friedrich Wilhelm,Hosäus,Friedrich Wilhelm,7. September 1827
4559,"Hoesch, Lucy",Hoesch Lucy,Hoesch,Lucy,1. Oktbr. 1864
4560,"Hoeßlin, Julius Konstantin von",Hoeßlin Julius Konstantin,Hoeßlin,Julius Konstantin,11. Juni 1867
4561,"Hostert, Michael",Hostert Michael,Hostert,Michael,26.Aug. 1835
4562,"Hotho, Heinrich Gustav",Hotho Heinrich Gustav,Hotho,Heinrich Gustav,22.Mai 1802
4563,"Hotop, Luise",Hotop Luise,Hotop,Luise,.
4564,"Hottner-Grefe, Anna",Hottner-Grefe Anna,Hottner-Grefe,Anna,17. März 1867
4565,"Hotzen, Otto",Hotzen Otto,Hotzen,Otto,17. Oktbr.1830
4566,"Hötzl, Joseph",Hötzl Joseph,Hötzl,Joseph,19. Jan.1817
4567,"Houben, Heinr",Houben Heinr,Houben,Heinr,19. Febr.1866
4568,"Houillon, P",Houillon P,Houillon,P,24. Novbr. 1836
4569,"Hoursch, August",Hoursch August,Hoursch,August,28.August 1873
4570,"Houtz, Wilhelm",Houtz Wilhelm,Houtz,Wilhelm,16. Aug.1839
4571,"Howald, Johannes",Howald Johannes,Howald,Johannes,28.Dezbr. 1854
4572,"Howilli, P",Howilli P,Howilli,P,.
4573,"Hoxar, Wilhelm Freiherr",Hoxar Wilhelm,Hoxar,Wilhelm,12. März 1848
4574,"Hoyer, Auguste",Hoyer Auguste,Hoyer,Auguste,26. Febr. 1842
4575,"Hoyer, Elise",Hoyer Elise,Hoyer,Elise,22. Mai 1852
4576,"Hoyer, Niels",Hoyer Niels,Hoyer,Niels,19. März1820
4577,"Hoyer, Renata Amalie Karoline",Hoyer Renata Amalie Karoline,Hoyer,Renata Amalie Karoline,27. Februar 1855
4578,"Hoyningen-Huene, Alfred Freiherr v",Hoyningen-Huene Alfred,Hoyningen-Huene,Alfred,.
4579,"Hoyos, Rudolf Graf v",Hoyos Rudolf,Hoyos,Rudolf,9. Novbr.1821
4580,"Hradisch, Joh. von",Hradisch Joh.,Hradisch,Joh.,.
4581,"Hruschka, Annie",Hruschka Annie,Hruschka,Annie,.
4582,"Hruschka, Ella",Hruschka Ella,Hruschka,Ella,7. Mai 1854
4583,"Hrussoczy, Marie Edle von",Hrussoczy Marie,Hrussoczy,Marie,.Dezbr. 1821
4584,"Hub, Jgnaz",Hub Jgnaz,Hub,Jgnaz,27. März 1880
4585,"Hubatsch, Oskar",Hubatsch Oskar,Hubatsch,Oskar,.
4586,"Hübel, Felix",Hübel Felix,Hübel,Felix,7. Novbr.1874
4587,"Hüben, Viktor von",Hüben Viktor,Hüben,Viktor,.
4588,"Hübener, Fanny",Hübener Fanny,Hübener,Fanny,.
4589,"Hübener, Helene",Hübener Helene,Hübener,Helene,.
4590,"Huber, Else von",Huber Else,Huber,Else,.
4591,"Huber, Joseph",Huber Joseph,Huber,Joseph,10. März1839
4592,"Huber, Karl",Huber Karl,Huber,Karl,27. April 1828
4593,"Huber, Marie",Huber Marie,Huber,Marie, Juli 1896
4594,"Huber(-Cador), Anna",Huber(-Cador) Anna,Huber(-Cador),Anna,.
4595,"Huber, Rudolf Wilhelm",Huber Rudolf Wilhelm,Huber,Rudolf Wilhelm,8. Juli 1868
4596,"Hübner, Arthur",Hübner Arthur,Hübner,Arthur,21.April 1865
4597,"Hübner, Rudolf Julius Benno",Hübner Rudolf Julius Benno,Hübner,Rudolf Julius Benno,27. Januar 1806
4598,"Hübner, Otto R",Hübner Otto R,Hübner,Otto R,28.Dezbr. 1860
4599,"Hübscher, Christian",Hübscher Christian,Hübscher,Christian,12.März 1881
4600,"Huch, Emilie",Huch Emilie,Huch,Emilie,22. Septbr.1852
4601,"Huch, Friedrich",Huch Friedrich,Huch,Friedrich,19. Juni1873
4602,"Huch, Ricarda Octavia",Huch Ricarda Octavia,Huch,Ricarda Octavia, Juli 1864
4603,"Huch, Rudolf",Huch Rudolf,Huch,Rudolf,28. Febr.1862
4604,"Hückinghaus, Karl August",Hückinghaus Karl August,Hückinghaus,Karl August,29. Septbr. 1861
4605,"Hückstädt, Ernst Wilhelm Gustav",Hückstädt Ernst Wilhelm Gustav,Hückstädt,Ernst Wilhelm Gustav,9. Dezbr. 1850
4606,"Hüdiger, Karl",Hüdiger Karl,Hüdiger,Karl,.
4607,"Hüffer, Alfred",Hüffer Alfred,Hüffer,Alfred,23. Aug. 1899
4608,"Hugendubel, Friedrich Ludwig Heinrich",Hugendubel Friedrich Ludwig Heinrich,Hugendubel,Friedrich Ludwig Heinrich,26. April 1841
4609,"Huggenberger, Alfred",Huggenberger Alfred,Huggenberger,Alfred,26. Dezbr. 1867
4610,"Huggenberger, Joseph",Huggenberger Joseph,Huggenberger,Joseph,5. Febr. 1865
4611,"Hugin, F",Hugin F,Hugin,F,.
4612,"Hügli, Emil",Hügli Emil,Hügli,Emil,9. Septbr.1873
4613,"Hugo, Arwed",Hugo Arwed,Hugo,Arwed,.
4614,"Hugo, André",Hugo André,Hugo,André,.
4615,"Hugo, Carl",Hugo Carl,Hugo,Carl,.
4616,"Hugo, Karl",Hugo Karl,Hugo,Karl,.
