Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
4091,"Hering, Alma Rosalie",Hering Alma Rosalie,Hering,Alma Rosalie,10. April 1825
4092,"Hering, Ewald",Hering Ewald,Hering,Ewald,15. Juli 1802
4093,"Hering, Margarete Friederike",Hering Margarete Friederike,Hering,Margarete Friederike,18. Septbr. 1874
4094,"Hering, Karl Friedrich August",Hering Karl Friedrich August,Hering,Karl Friedrich August,2. Febr. 1889
4095,"Herloßsohn, Georg Karl Reginald",Herloßsohn Georg Karl Reginald,Herloßsohn,Georg Karl Reginald,1. Septbr. 1804
4096,"Herm, Friedrich",Herm Friedrich,Herm,Friedrich,.
4097,Hermann,Hermann ,Hermann,,.
4098,"Hermann, A",Hermann A,Hermann,A,.
4099,"Hermann, Anton",Hermann Anton,Hermann,Anton,.
4100,"Hermann, August",Hermann August,Hermann,August,14.September 1835
4101,"Hermann, Ernst",Hermann Ernst,Hermann,Ernst,12. Novbr. 1837
4102,"Hermann, Eugen",Hermann Eugen,Hermann,Eugen,.
4103,"Hermann, Friedrich",Hermann Friedrich,Hermann,Friedrich,.
4104,"Hermann, Friedrich Benjamin",Hermann Friedrich Benjamin,Hermann,Friedrich Benjamin,.
4105,"Hermann, Georg",Hermann Georg,Hermann,Georg,.
4106,"Hermann, Hans",Hermann Hans,Hermann,Hans,.
4107,"Hermann, Hans",Hermann Hans,Hermann,Hans,.
4108,"Hermann, Johann Karl Friedrich",Hermann Johann Karl Friedrich,Hermann,Johann Karl Friedrich,12. Oktbr. 1810
4109,"Hermann, Konrad",Hermann Konrad,Hermann,Konrad,30.Mai 1819
4110,"Hermann, Moritz",Hermann Moritz,Hermann,Moritz,.
4111,"Hermann, Rudolf",Hermann Rudolf,Hermann,Rudolf,.
4112,"Hermann, S",Hermann S,Hermann,S,.
4113,"Hermann, Theodor",Hermann Theodor,Hermann,Theodor,.
4114,"Hermann, Theodor",Hermann Theodor,Hermann,Theodor,14.Febr. 1862
4115,"Hermann, Wilhelm",Hermann Wilhelm,Hermann,Wilhelm,28.Juni 1871
4116,"Hermanns, Wilhelm",Hermanns Wilhelm,Hermanns,Wilhelm,25. August 1885
4117,"Hermes, Anna",Hermes Anna,Hermes,Anna,.
4118,"Hermes, Joseph",Hermes Joseph,Hermes,Joseph,.
4119,"Hermstein, Eugenie Emilie Camilla Gertrud",Hermstein Eugenie Emilie Camilla Gertrud,Hermstein,Eugenie Emilie Camilla Gertrud,Januar 1882
4120,"Herndl, Franz",Herndl Franz,Herndl,Franz,6. Juni1866
4121,"Herold, Franz",Herold Franz,Herold,Franz,15. Februar1854
4122,"Herold, Hedwig",Herold Hedwig,Herold,Hedwig,14. Mai1877
4123,"Herold, Heinrich",Herold Heinrich,Herold,Heinrich,.
4124,"Herold, Joseph",Herold Joseph,Herold,Joseph,15.August 1829
4125,"Herold, Karl Erdmann",Herold Karl Erdmann,Herold,Karl Erdmann,14. Januar 1856
4126,"Herold, Theodor",Herold Theodor,Herold,Theodor,30.Dezbr. 1871
4127,"Herrig, Hans",Herrig Hans,Herrig,Hans,4. Mai 1892
4128,"Herrigau, Wilibert von",Herrigau Wilibert,Herrigau,Wilibert,.
4129,"Herrigel, Johann Gottlob",Herrigel Johann Gottlob,Herrigel,Johann Gottlob,29. Novbr. 1850
4130,"Herrlinger-Ludwig, Lina",Herrlinger-Ludwig Lina,Herrlinger-Ludwig,Lina,16. April 1849
4131,"Herrmann, Adalbert",Herrmann Adalbert,Herrmann,Adalbert,27. April1802
4132,"Herrmann, Anton",Herrmann Anton,Herrmann,Anton,.
4133,"Herrmann, Bernhard Anton",Herrmann Bernhard Anton,Herrmann,Bernhard Anton,18. Oktbr. 1806
4134,"Herrmann, Christine",Herrmann Christine,Herrmann,Christine,8. Februar 1888
4135,"Herrmann, Georg",Herrmann Georg,Herrmann,Georg,.
4136,"Herrmann, Gustav",Herrmann Gustav,Herrmann,Gustav,.
4137,"Herrmann, Gustav Konrad Edmund",Herrmann Gustav Konrad Edmund,Herrmann,Gustav Konrad Edmund,3. April 1871
4138,"Herrmann, Julius",Herrmann Julius,Herrmann,Julius,.
4139,"Herrmann, Konrad",Herrmann Konrad,Herrmann,Konrad,18. Juli 1817
4140,"Herrmann, Louis",Herrmann Louis,Herrmann,Louis,3.Novbr. 1836
4141,"Herrmann, Otto",Herrmann Otto,Herrmann,Otto,.
4142,"Herrmann, Paul",Herrmann Paul,Herrmann,Paul, Januar1891
4143,"Herrmann, Reinhold",Herrmann Reinhold,Herrmann,Reinhold,31. März 1862
4144,"Herrmann, Theodor Alwin",Herrmann Theodor Alwin,Herrmann,Theodor Alwin,6. Mai 1848
4145,"Herrmann, Therese",Herrmann Therese,Herrmann,Therese,.Dezbr. 1880
4146,"Hersch, Hermann",Hersch Hermann,Hersch,Hermann,27. Juli 1870
4147,"Herse, Albert",Herse Albert,Herse,Albert,31. Mai1846
4148,"Hertel, Betty",Hertel Betty,Hertel,Betty,.
4149,"Hertel, Eugen",Hertel Eugen,Hertel,Eugen,20. März1853
4150,"Herten, Waldemar",Herten Waldemar,Herten,Waldemar,.
4151,"Herter, Ferdinand",Herter Ferdinand,Herter,Ferdinand,23.Septbr. 1840
4152,"Herting, Marie",Herting Marie,Herting,Marie,6. Dezbr. 1910
4153,"Hertwig, Paul",Hertwig Paul,Hertwig,Paul,28. Febr.1862
4154,"Hertwig, Wilhelm Robert",Hertwig Wilhelm Robert,Hertwig,Wilhelm Robert,11. Jan. 1846
4155,"Hertz, Alice",Hertz Alice,Hertz,Alice,30. Juni 1878
4156,"Hertz, Wilhelm",Hertz Wilhelm,Hertz,Wilhelm, August 1858
4157,"Hertzka, Friederike",Hertzka Friederike,Hertzka,Friederike,.
4158,"Hertzka, Oskar",Hertzka Oskar,Hertzka,Oskar,27. Septbr. 1858
4159,"Hertzka, Theodor",Hertzka Theodor,Hertzka,Theodor,13. Juli1845
4160,"Hertzsch, Robert Hugo",Hertzsch Robert Hugo,Hertzsch,Robert Hugo,10. Novbr. 1852
4161,"Herwegh, Georg Friedrich Rudolf Theodor Andreas",Herwegh Georg Friedrich Rudolf Theodor Andreas,Herwegh,Georg Friedrich Rudolf Theodor Andreas,31.Mai 1817
4162,"Herwi, B",Herwi B,Herwi,B,.
4163,"Herz, Henriette",Herz Henriette,Herz,Henriette,.
4164,"Herz, Manfred",Herz Manfred,Herz,Manfred,.
4165,"Herz, Roderich",Herz Roderich,Herz,Roderich,.
4166,"Herzberg-Fränkel, Leo",Herzberg-Fränkel Leo,Herzberg-Fränkel,Leo,19. Septbr. 1827
4167,"Herzberg, Wilhelm",Herzberg Wilhelm,Herzberg,Wilhelm,30.Jan. 1827
4168,"Herzberger, F. W",Herzberger F. W,Herzberger,F. W,.
4169,"Herzenskron, Viktor",Herzenskron Viktor,Herzenskron,Viktor,23. März 1820
4170,"Herzer, Jakob",Herzer Jakob,Herzer,Jakob,11. April1853
4171,"Herzfeld, Franz",Herzfeld Franz,Herzfeld,Franz,10. Septbr. 1876
4172,"Herzfelder, J",Herzfelder J,Herzfelder,J,31. Mai1836
4173,"Herzfried, Oskar",Herzfried Oskar,Herzfried,Oskar,.
4174,"Herzl, Sigmund",Herzl Sigmund,Herzl,Sigmund,Oktbr. 1845
4175,"Herzl, Theodor",Herzl Theodor,Herzl,Theodor,2. Mai1860
4176,"Herzog, Adelaide",Herzog Adelaide,Herzog,Adelaide,30. Dezbr. 1887
4177,"Herzog, Albert",Herzog Albert,Herzog,Albert,26. März1867
4178,"Herzog, Jakob",Herzog Jakob,Herzog,Jakob,17.Juni 1842
4179,"Herzog, L",Herzog L,Herzog,L,.
4180,"Herzog, Rudolf",Herzog Rudolf,Herzog,Rudolf,6. Dezember 1869
4181,"Herzog, Xaver",Herzog Xaver,Herzog,Xaver,25. Januar1810
4182,"Hesdin, Heinz",Hesdin Heinz,Hesdin,Heinz,.
4183,"Hesekiel, George Ludwig",Hesekiel George Ludwig,Hesekiel,George Ludwig,12.August 1819
4184,"Hesekiel, Ludovika Karoline",Hesekiel Ludovika Karoline,Hesekiel,Ludovika Karoline,3. Juli 1847
4185,Heski,Heski ,Heski,,.
4186,"Heß, Bernhard",Heß Bernhard,Heß,Bernhard,.
4187,"Heß, Eduard",Heß Eduard,Heß,Eduard,30. Oktbr.1868
4188,"Heß, Georg",Heß Georg,Heß,Georg,.
4189,"Heß, Heinrich",Heß Heinrich,Heß,Heinrich,11. Juni 1837
4190,"Heß, Matthias",Heß Matthias,Heß,Matthias,.
4191,"Heß von Wichdorff, Ernst Wolfgang",Heß von Wichdorff Ernst Wolfgang,Heß von Wichdorff,Ernst Wolfgang,30. Mai 1860
4192,"Hesse, Alice",Hesse Alice,Hesse,Alice,27. Febr.1906
4193,"Hesse, August Wilhelm",Hesse August Wilhelm,Hesse,August Wilhelm,3. Novbr. 1805
4194,"Hesse, Hermann",Hesse Hermann,Hesse,Hermann,.
4195,"Hesse(-Risch), Marie Luise",Hesse(-Risch) Marie Luise,Hesse(-Risch),Marie Luise,.
4196,"Hessel, Franz",Hessel Franz,Hessel,Franz,21. Novbr.1880
4197,"Hessel, Karl",Hessel Karl,Hessel,Karl,25. August1844
4198,"Hessemer, Friedrich Maximilian",Hessemer Friedrich Maximilian,Hessemer,Friedrich Maximilian,24. Febr. 1800
4199,"Heßlein, Bernhard",Heßlein Bernhard,Heßlein,Bernhard,30. Mai1818
4200,"Heßler, Friedrich Alexander",Heßler Friedrich Alexander,Heßler,Friedrich Alexander,16. Juli 1833
4201,"Heßling, Max August Quirinus",Heßling Max August Quirinus,Heßling,Max August Quirinus,9. Oktober 1820
4202,"Hetz, Hans Erich Freiherr von",Hetz Hans Erich,Hetz,Hans Erich,.
4203,"Hetzel-Hetzel, Elise",Hetzel-Hetzel Elise,Hetzel-Hetzel,Elise,15. Dezember 1835
4204,"Heubner, Gustav",Heubner Gustav,Heubner,Gustav, März 1851
4205,"Heubner, Hermann",Heubner Hermann,Heubner,Hermann,18. Dezember 1879
4206,"Heubner, Otto Leonhard",Heubner Otto Leonhard,Heubner,Otto Leonhard,17. Januar 1812
4207,"Heubner, Rudolf Leonhard",Heubner Rudolf Leonhard,Heubner,Rudolf Leonhard,12. Dezbr. 1867
4208,"Heugel, Karl von",Heugel Karl,Heugel,Karl,5. Juli1869
4209,"Heumann, Karl",Heumann Karl,Heumann,Karl,5. August 1894
4210,"Heumann, Sarah",Heumann Sarah,Heumann,Sarah,27.März 1860
4211,"Heusenstamm zu Heißenstein und Gräfenhausen, Theodor Graf von",Heusenstamm zu Heißenstein und Gräfenhausen Theodor,Heusenstamm zu Heißenstein und Gräfenhausen,Theodor, März 1801
4212,"Heuser, Olga",Heuser Olga,Heuser,Olga,.
4213,"Hevesi, Ludwig",Hevesi Ludwig,Hevesi,Ludwig,20. Dezbr. 1843
4214,"Hey, Gertrud",Hey Gertrud,Hey,Gertrud,.
4215,"Hey, Wilhelm",Hey Wilhelm,Hey,Wilhelm,15. April1848
4216,"Heydemann, E",Heydemann E,Heydemann,E,.
4217,"Heyden, August von",Heyden August von,Heyden,August von,13. Juni 1827
4218,"Heydrich, Gustav Moritz",Heydrich Gustav Moritz,Heydrich,Gustav Moritz,13. März 1820
4219,"Heydt, Karl von der",Heydt Karl von der,Heydt,Karl von der,.
4220,"Heydtmann, Johannes",Heydtmann Johannes,Heydtmann,Johannes,7. Dezember 1856
4221,"Heyer, Franz",Heyer Franz,Heyer,Franz, August 1867
4222,"Heyking, Elisabeth Freifrau von",Heyking Elisabeth,Heyking,Elisabeth,10. Dezbr. 1861
4223,"Hey’l, Ferdinand",Hey’l Ferdinand,Hey’l,Ferdinand,1. März 1895
4224,"Heyl, Johann Adolf",Heyl Johann Adolf,Heyl,Johann Adolf,11. Februar 1849
4225,"Heymann, Johann Richard",Heymann Johann Richard,Heymann,Johann Richard,13. Febr. 1850
4226,"Heymann, auch HeymannDvorák, Robert",Heymann Robert,Heymann,Robert,.
4227,"Heymann, Walther",Heymann Walther,Heymann,Walther,19. Mai 1882
4228,"Heymel, Alfred Walter von",Heymel Alfred Walter,Heymel,Alfred Walter,6. März 1878
4229,"Heymer, Ludmilla",Heymer Ludmilla,Heymer,Ludmilla, Febr. 1875
4230,"Heyse, Paul Johann Ludwig",Heyse Paul Johann Ludwig,Heyse,Paul Johann Ludwig,15. März 1830
4231,"Heyse, Wilhelm",Heyse Wilhelm,Heyse,Wilhelm,19.November 1825
4232,Heyßler Max,Heyßler Max ,Heyßler Max,, November 1888
4233,"Hibeau, Adriana",Hibeau Adriana,Hibeau,Adriana, Juni1898
4234,"Hibeau, (ursprüngl. Hibo), Karl Wilhelm Ludwig",Hibeau Karl Wilhelm Ludwig,Hibeau,Karl Wilhelm Ludwig,5. Februar 1876
4235,"Hick, Johann Georg Christoph Konrad",Hick Johann Georg Christoph Konrad,Hick,Johann Georg Christoph Konrad,14. Juli 1829
4236,"Hickel, J. Karl",Hickel J. Karl,Hickel,J. Karl,11. Septbr.1811
4237,"Hielscher(-Panten), Elsa",Hielscher Elsa,Hielscher,Elsa,.
4238,"Hierl, Johann Georg",Hierl Johann Georg,Hierl,Johann Georg,6. August 1873
4239,"Hieronymus, Karl Ernst Wilhelm",Hieronymus Karl Ernst Wilhelm,Hieronymus,Karl Ernst Wilhelm,19. Septbr. 1856
4240,"Hilarius, Ferdinand",Hilarius Ferdinand,Hilarius,Ferdinand,.
4241,"Hilarius, Frater",Hilarius Frater,Hilarius,Frater,.
4242,"Hilarius, Frater",Hilarius Frater,Hilarius,Frater,.
4243,"Hildebrand, Eduard",Hildebrand Eduard,Hildebrand,Eduard,.
4244,"Hildebrand, Emil",Hildebrand Emil,Hildebrand,Emil,.
4245,"Hildebrand(-von Renauld), Liana oder Maximiliana",Hildebrand Liana,Hildebrand,Liana,1.Januar 1894
4246,"Hildebrandt, Karl Gotthold",Hildebrandt Karl Gotthold,Hildebrandt,Karl Gotthold,. Novbr. 1852
4247,"Hildebrandt, Hans",Hildebrandt Hans,Hildebrandt,Hans,.
4248,"Hildebrandt, Paul",Hildebrandt Paul,Hildebrandt,Paul,15.Dezbr. 1862
4249,"Hildebrandt, Alfred Walter",Hildebrandt Alfred Walter,Hildebrandt,Alfred Walter,29. Januar 1862
4250,"Hildebrandt-Strehlen, Karl Theodor Heinrich",Hildebrandt-Strehlen Karl Theodor Heinrich,Hildebrandt-Strehlen,Karl Theodor Heinrich,18.Juni 1815
4251,"Hildeck, Leo",Hildeck Leo,Hildeck,Leo,.
4252,"Hildenbrand, Theodor",Hildenbrand Theodor,Hildenbrand,Theodor,21. April 1852
4253,"Hilder, Gustav Oskar",Hilder Gustav Oskar,Hilder,Gustav Oskar,1. April 1836
4254,"Hilger, Joseph",Hilger Joseph,Hilger,Joseph,23. März 1857
4255,"Hilgert, Anton",Hilgert Anton,Hilgert,Anton,.
4256,"Hill, Anna",Hill Anna,Hill,Anna,21. Nov. 1860
4257,"Hill, Karl Heinz",Hill Karl Heinz,Hill,Karl Heinz,1. April 1907
4258,"Hill, Rudolf Alexander",Hill Rudolf Alexander,Hill,Rudolf Alexander,28. Juni 1825
4259,"Hille, Peter",Hille Peter,Hille,Peter,3. Mai 1904
4260,"Hille, Wilhelm",Hille Wilhelm,Hille,Wilhelm,19. Juli1871
4261,"Hillebrand, Julius",Hillebrand Julius,Hillebrand,Julius,6. Oktober 1895
4262,"Hiller, Eduard",Hiller Eduard,Hiller,Eduard,18. November 1902
4263,"Hiller, Olga",Hiller Olga,Hiller,Olga,.
4264,"Hillermann, Johann Wilhelm",Hillermann Johann Wilhelm,Hillermann,Johann Wilhelm,17. Oktober 1841
4265,"Hillern, Hermine v",Hillern Hermine,Hillern,Hermine,.
4266,"Hillern, Wilhelmine von",Hillern Wilhelmine,Hillern,Wilhelmine,11. März 1836
4267,"Hillisch, Joseph Hermann",Hillisch Joseph Hermann,Hillisch,Joseph Hermann,24. April 1897
4268,"Hillmann, Franz",Hillmann Franz,Hillmann,Franz,.
4269,"Hillmann, Robert",Hillmann Robert,Hillmann,Robert,23.Septbr. 1870
4270,"Hilm, Karl",Hilm Karl,Hilm,Karl,.
4271,"Hilmar, J",Hilmar J,Hilmar,J,.
4272,"Hilscher, Joseph Emanuel",Hilscher Joseph Emanuel,Hilscher,Joseph Emanuel,22. Januar 1806
4273,"Hilsenberg, Ludwig",Hilsenberg Ludwig,Hilsenberg,Ludwig,31. Mai 1843
4274,"Hiltl, Johann George",Hiltl Johann George,Hiltl,Johann George,16. Juli 1826
4275,"Hilz, Wolfgang",Hilz Wolfgang,Hilz,Wolfgang, Juni 1869
4276,"Himmelbauer, Franz",Himmelbauer Franz,Himmelbauer,Franz,30.Juni 1871
4277,"Himmelstein, Wilhelm August",Himmelstein Wilhelm August,Himmelstein,Wilhelm August,13. April 1868
4278,"Hinckeldeyn, Anna",Hinckeldeyn Anna,Hinckeldeyn,Anna,16.März 1862
4279,"Hindermann, Adele",Hindermann Adele,Hindermann,Adele,.
4280,"Hindersin, Friedrich Wilhelm",Hindersin Friedrich Wilhelm,Hindersin,Friedrich Wilhelm,29. Oktober 1858
4281,"Hindes, J",Hindes J,Hindes,J,.
4282,"Hingenau, Otto Bernhard Gottlieb Freiherr von",Hingenau Otto Bernhard Gottlieb,Hingenau,Otto Bernhard Gottlieb, August 1843
4283,"Hinnerk, Otto",Hinnerk Otto,Hinnerk,Otto,.
4284,"Hinnius, Anna",Hinnius Anna,Hinnius,Anna, Dezbr.1904
4285,"Hinrichs, August",Hinrichs August,Hinrichs,August,18.April 1879
4286,"Hinrichs, Georg Wilhelm Theodor",Hinrichs Georg Wilhelm Theodor,Hinrichs,Georg Wilhelm Theodor,7. März 1847
4287,"Hinrichsen, Adolf",Hinrichsen Adolf,Hinrichsen,Adolf,15.Januar 1859
4288,"Hinrichsen, Otto",Hinrichsen Otto,Hinrichsen,Otto, Novbr. 1906
4289,"Hinsmann, Friedrich",Hinsmann Friedrich,Hinsmann,Friedrich,7. Jan. 1876
4290,"Hinterding, Ludwig",Hinterding Ludwig,Hinterding,Ludwig,8.Oktbr. 1838
4291,"Hinüber, August",Hinüber August,Hinüber,August,17. Juli1852
4292,"Hinze, Johann Friedrich Heimbertsohn",Hinze Johann Friedrich Heimbertsohn,Hinze,Johann Friedrich Heimbertsohn,7. Novbr. 1804
4293,"Hippel, Hildegard von",Hippel Hildegard,Hippel,Hildegard,.
4294,"Hirsch, Anton",Hirsch Anton,Hirsch,Anton,22. März1868
4295,"Hirsch, Franz Arnold",Hirsch Franz Arnold,Hirsch,Franz Arnold, Juni 1815
4296,"Hirsch, Franz Wilhelm",Hirsch Franz Wilhelm,Hirsch,Franz Wilhelm,2.Mai 1844
4297,"Hirsch, Gustav",Hirsch Gustav,Hirsch,Gustav,20. Septbr. 1901
4298,"Hirsch, Helene",Hirsch Helene,Hirsch,Helene,27. Novbr.1863
4299,"Hirsch, Jenny",Hirsch Jenny,Hirsch,Jenny, April 1864
4300,"Hirsch, Jsaak",Hirsch Jsaak,Hirsch,Jsaak,14. April1836
4301,"Hirsch, Marie",Hirsch Marie,Hirsch,Marie,12. März 1848
4302,"Hirsch, Mendel",Hirsch Mendel,Hirsch,Mendel,3. März1833
4303,"Hirsch, Rudolf",Hirsch Rudolf,Hirsch,Rudolf, Juni 1852
4304,"Hirschberg, Klara",Hirschberg Klara,Hirschberg,Klara,.
4305,"Hirschberg, Herbert",Hirschberg Herbert,Hirschberg,Herbert,19.Januar 1881
4306,"Hirschberg, Karl Rudolf",Hirschberg Karl Rudolf,Hirschberg,Karl Rudolf,.Dezbr. 1867
4307,"Hirschel, Hermann",Hirschel Hermann,Hirschel,Hermann,20.März 1848
4308,"Hirschfeld, Franz",Hirschfeld Franz,Hirschfeld,Franz,15.Mai 1868
4309,"Hirschfeld, Georg",Hirschfeld Georg,Hirschfeld,Georg,.
4310,"Hirschfeld, Hermann",Hirschfeld Hermann,Hirschfeld,Hermann,27.Novbr. 1842
4311,"Hirschfeld, Leo",Hirschfeld Leo,Hirschfeld,Leo,.
4312,"Hirschfeld, Ludwig",Hirschfeld Ludwig,Hirschfeld,Ludwig,21.Mai 1882
4313,"Hirschfeld, Max",Hirschfeld Max,Hirschfeld,Max,13. Aug.1860
