Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
7126,"Münch-Bellinghausen, Elegius Franz Joseph Freiherr von",Münch-Bellinghausen Elegius Franz Joseph,Münch-Bellinghausen,Elegius Franz Joseph,2. April 1806
7127,"Münchberg, Fr. von",Münchberg Fr.,Münchberg,Fr.,.
7128,"Münchershof, E. von",Münchershof E.,Münchershof,E.,.
7129,"Münchgesang, Robert",Münchgesang Robert,Münchgesang,Robert,14. Juli 1855
7130,"Münchhausen, Börries Freiherr von",Münchhausen Börries,Münchhausen,Börries,20. März 1874
7131,"Münchhausen, Max Frhr. von",Münchhausen Max,Münchhausen,Max,1. April 1868
7132,"Mund, E. D",Mund E. D,Mund,E. D,.
7133,"Mund, Ed",Mund Ed,Mund,Ed,.
7134,"Mund, Karl",Mund Karl,Mund,Karl,18. April1833
7135,"Mundt, Klara",Mundt Klara,Mundt,Klara,2. Jan. 1814
7136,"Mundt, Theodor",Mundt Theodor,Mundt,Theodor,30. Novbr.1861
7137,"Münich, Walther von",Münich Walther,Münich,Walther,.
7138,"Münkel, Louis",Münkel Louis,Münkel,Louis,1. Dezbr.1810
7139,"Münnich, Hans Adolf",Münnich Hans Adolf,Münnich,Hans Adolf,27. Februar 1836
7140,"Münsterberg, Hugo",Münsterberg Hugo,Münsterberg,Hugo,.
7141,"Münsterberg, Margarete",Münsterberg Margarete,Münsterberg,Margarete,1. März 1872
7142,"Münter, Camilla",Münter Camilla,Münter,Camilla, August 1906
7143,"Münter, Ferdinand",Münter Ferdinand,Münter,Ferdinand,12. November 1877
7144,"Münter, Karl",Münter Karl,Münter,Karl,.
7145,"Müntzer, Maria August Désiré",Müntzer Maria August Désiré,Müntzer,Maria August Désiré,25. Februar 1888
7146,"Munz, Emilie",Munz Emilie,Munz,Emilie,10. Juni1860
7147,"Münz, Sigmund",Münz Sigmund,Münz,Sigmund,7. Mai1859
7148,"Münz, Wilhelm",Münz Wilhelm,Münz,Wilhelm,.
7149,"Munzel, C",Munzel C,Munzel,C,28. Febr.1859
7150,"Münzer, Georg",Münzer Georg,Münzer,Georg,23. April1908
7151,"Münzer, Kurt",Münzer Kurt,Münzer,Kurt,18. Juni1879
7152,"Münzer, Richard",Münzer Richard,Münzer,Richard,29.Juli 1864
7153,Murad Efendi,Murad Efendi ,Murad Efendi,,30. Mai 1836
7154,"Muralt, Lily von",Muralt Lily,Muralt,Lily,.
7155,"Muschi, Jean Bernard",Muschi Jean Bernard,Muschi,Jean Bernard,.Januar 1847
7156,"Muschner, Georg",Muschner Georg,Muschner,Georg,25.Oktbr. 1875
7157,"Mushacke, Bernhard Hermann",Mushacke Bernhard Hermann,Mushacke,Bernhard Hermann,13. Mai 1839
7158,"Müsken, Emmy",Müsken Emmy,Müsken,Emmy,3. Nov.1867
7159,"Muth, Franz Alfred",Muth Franz Alfred,Muth,Franz Alfred,13. Juni 1839
7160,"Muth(-Klingenbrunn), Karl",Muth Karl,Muth,Karl,11. Septbr. 1881
7161,"Muth, Richard von",Muth Richard,Muth,Richard,.
7162,"Mutterstadt, Fritz von",Mutterstadt Fritz,Mutterstadt,Fritz,.
7163,"Mützelburg, Adolf",Mützelburg Adolf,Mützelburg,Adolf,3. Jan. 1831
7164,"Mylius, Otfried",Mylius Otfried,Mylius,Otfried,.
7165,"Mysing, Oskar",Mysing Oskar,Mysing,Oskar,1. Novbr. 1867
7166,"Mystifizinsky, Deutobald Symbolizetti Allegoriewitsch",Mystifizinsky Deutobald Symbolizetti Allegoriewitsch,Mystifizinsky,Deutobald Symbolizetti Allegoriewitsch,.
7167,"Naaff, Anton F. August",Naaff Anton F. August,Naaff,Anton F. August,28. Novbr. 1850
7168,"Nabor, Felix",Nabor Felix,Nabor,Felix,.
7169,"Nachtsheim, Maria",Nachtsheim Maria,Nachtsheim,Maria,31.Juli 1872
7170,"Nachtweih, Albertine",Nachtweih Albertine,Nachtweih,Albertine,23. April 1869
7171,"Nacken, Ernst",Nacken Ernst,Nacken,Ernst,10. April1871
7172,"Nadler, Gustav Adolf",Nadler Gustav Adolf,Nadler,Gustav Adolf,22. März 1834
7173,"Nadler, Karl Christian Gottfried",Nadler Karl Christian Gottfried,Nadler,Karl Christian Gottfried,19. August 1809
7174,"Näf, Heinrich",Näf Heinrich,Näf,Heinrich,5. März1826
7175,"Nagel, Leo",Nagel Leo,Nagel,Leo,15. März1835
7176,"Nagel, Siegfried Robert",Nagel Siegfried Robert,Nagel,Siegfried Robert,28. Septbr. 1875
7177,"Nagel, Vally",Nagel Vally,Nagel,Vally,9. Juni1880
7178,"Nagel, Karl August Wilhelm",Nagel Karl August Wilhelm,Nagel,Karl August Wilhelm,14. Dezbr. 1805
7179,"Nagel von Brawe, Hans",Nagel von Brawe Hans,Nagel von Brawe,Hans,.
7180,"Naegeli, Otto",Naegeli Otto,Naegeli,Otto,.
7181,"Nagler, Franz L",Nagler Franz L,Nagler,Franz L,20.Dezbr. 1849
7182,"Nahmer, Johanna von der",Nahmer Johanna,Nahmer,Johanna,.
7183,"Najmájer, Marie von",Najmájer Marie,Najmájer,Marie,3. Februar 1844
7184,"Nalli, Agathe",Nalli Agathe,Nalli,Agathe,.
7185,"Nann, Josefa",Nann Josefa,Nann,Josefa,.
7186,"Naerger, Jda",Naerger Jda,Naerger,Jda,.
7187,"Naschér, Eduard",Naschér Eduard,Naschér,Eduard,13Mai 1853
7188,"Nassauer, Max",Nassauer Max,Nassauer,Max,.
7189,"Nast, Klara",Nast Klara,Nast,Klara,30. April 1866
7190,"Nathan, Albert",Nathan Albert,Nathan,Albert,.
7191,"Nathan, Sally",Nathan Sally,Nathan,Sally,.
7192,"Nathusius, Annemarie von",Nathusius Annemarie,Nathusius,Annemarie,29. August 1875
7193,"Nathusius, Marie",Nathusius Marie,Nathusius,Marie,10.März 1817
7194,"Nathusius, Philipp Engelhard von",Nathusius Philipp Engelhard,Nathusius,Philipp Engelhard,5.Novbr. 1815
7195,"Natorp, Gottfried Bernhard Adelbert",Natorp Gottfried Bernhard Adelbert,Natorp,Gottfried Bernhard Adelbert,1. April 1826
7196,"Natorp, Gottfried Andreas",Natorp Gottfried Andreas,Natorp,Gottfried Andreas,30.November 1860
7197,"Natorp, Emmy",Natorp Emmy,Natorp,Emmy,.
7198,"Natter, Heinrich",Natter Heinrich,Natter,Heinrich,16. März 1844
7199,"Natzmer, Anna v",Natzmer Anna,Natzmer,Anna,15.Dezbr. 1835
7200,Natzohme,Natzohme ,Natzohme,,.
7201,"Nauheim, Julius",Nauheim Julius,Nauheim,Julius,.
7202,"Naumann, Dora",Naumann Dora,Naumann,Dora,.
7203,"Naumann, Christian Ferdinand",Naumann Christian Ferdinand,Naumann,Christian Ferdinand,26. Novbr. 1819
7204,"Naumann, Friedrich",Naumann Friedrich,Naumann,Friedrich,12. Februar 1863
7205,"Naumann, Heinrich",Naumann Heinrich,Naumann,Heinrich,20.November 1856
7206,"Naumann, Josephine",Naumann Josephine,Naumann,Josephine,19. März 1832
7207,"Naumann, Viktor",Naumann Viktor,Naumann,Viktor,8. Mai1865
7208,"Naundorff, A. Julius",Naundorff A. Julius,Naundorff,A. Julius,.
7209,Nautilus,Nautilus ,Nautilus,,.
7210,"Nawrocki, Rudolf",Nawrocki Rudolf,Nawrocki,Rudolf,.
7211,"Neal, Max",Neal Max,Neal,Max,.
7212,"Neander, Theodor",Neander Theodor,Neander,Theodor,.
7213,"Neander, Wolfgang",Neander Wolfgang,Neander,Wolfgang,6.März 1863
7214,"Nebe, Klara",Nebe Klara,Nebe,Klara,25. Novbr. 1840
7215,"Nebinger, J. H",Nebinger J. H,Nebinger,J. H,.
7216,"Neckarsulmer, Ernst",Neckarsulmer Ernst,Neckarsulmer,Ernst,18.Oktbr. 1877
7217,"Necker, Gotthilf",Necker Gotthilf,Necker,Gotthilf,Dezbr. 1908
7218,"Necker, Nanny",Necker Nanny,Necker,Nanny,.
7219,"Neeff, Gotthold August",Neeff Gotthold August,Neeff,Gotthold August,10. August 1869
7220,"Negro, C. del",Negro C. del,Negro,C. del,.
7221,"Nehls, Hans",Nehls Hans,Nehls,Hans,15. Dezbr.1882
7222,"Neidegg, L. von",Neidegg L.,Neidegg,L.,.
7223,"Neidhardt, Felix",Neidhardt Felix,Neidhardt,Felix,10. August 1892
7224,"Neidhardt von Gneisenau, Marie Gräfin",Neidhardt von Gneisenau Marie,Neidhardt von Gneisenau,Marie,11. Oktbr.1873
7225,"Nell, Otto",Nell Otto,Nell,Otto,.
7226,"Nelten, Ludwig",Nelten Ludwig,Nelten,Ludwig,.
7227,"Nemmersdorf, Franz v",Nemmersdorf Franz,Nemmersdorf,Franz,.
7228,Nemo,Nemo ,Nemo,,.
7229,"Nemo, J",Nemo J,Nemo,J,.
7230,"Nennewitz, Oskar",Nennewitz Oskar,Nennewitz,Oskar,.
7231,"Nentwig, Gustav",Nentwig Gustav,Nentwig,Gustav,3. Aug.1840
7232,"Nerese(-Wietholz), M",Nerese(-Wietholz) M,Nerese(-Wietholz),M,.
7233,"Nesbeda, Joseph",Nesbeda Joseph,Nesbeda,Joseph,16. Januar 1861
7234,"Nesmüller, Joseph Ferdinand",Nesmüller Joseph Ferdinand,Nesmüller,Joseph Ferdinand,9. März 1818
7235,"Nesper, Eugen",Nesper Eugen,Nesper,Eugen,29. Januar 1887
7236,"Nespital, Robert",Nespital Robert,Nespital,Robert,13.Januar 1881
7237,"Nessel, Gottfried",Nessel Gottfried,Nessel,Gottfried,.
7238,"Nesselmann, Roderich",Nesselmann Roderich,Nesselmann,Roderich,27. April 1815
7239,"Neßl, Erik",Neßl Erik,Neßl,Erik,.
7240,"Neßler, Friedrich",Neßler Friedrich,Neßler,Friedrich,26. Juli 1806
7241,"Nestler, Friedrich",Nestler Friedrich,Nestler,Friedrich,.
7242,"Nestroy, Johann Nepomuk Eduard Ambrosius",Nestroy Johann Nepomuk Eduard Ambrosius,Nestroy,Johann Nepomuk Eduard Ambrosius,Oktober 1825
7243,"Netz, Karl Ludwig",Netz Karl Ludwig,Netz,Karl Ludwig,1. Oktbr. 1819
7244,"Netz, Paul",Netz Paul,Netz,Paul,.
7245,"Neubauer, Karl",Neubauer Karl,Neubauer,Karl,30. Juli1877
7246,"Neubauer, Ernst Rudolf",Neubauer Ernst Rudolf,Neubauer,Ernst Rudolf,14. April 1828
7247,"Neubaur, Franz",Neubaur Franz,Neubaur,Franz,4. Jan.1876
7248,"Neubert-Drobisch, Walther",Neubert-Drobisch Walther,Neubert-Drobisch,Walther, Juni 1891
7249,"Neubürger, Emil",Neubürger Emil,Neubürger,Emil,17. März1826
7250,"Neubürgen, Ferdinand Ludwig",Neubürgen Ferdinand Ludwig,Neubürgen,Ferdinand Ludwig,28. Septbr. 1836
7251,"Neubürger, Ferdinand",Neubürger Ferdinand,Neubürger,Ferdinand,10.Mai 1835
7252,"Neuda, Fanni",Neuda Fanni,Neuda,Fanni,17. April 1894
7253,"Neudeck, Georg",Neudeck Georg,Neudeck,Georg, August1892
7254,"Neuert, Hans",Neuert Hans,Neuert,Hans,16. Mai 1838
7255,Neuhain,Neuhain ,Neuhain,,.
7256,"Neuhaus, Gustav Reinhard",Neuhaus Gustav Reinhard,Neuhaus,Gustav Reinhard,12. Jan. 1892
7257,"Neuhaus, Thusnelda",Neuhaus Thusnelda,Neuhaus,Thusnelda,25. Aug. 1830
7258,"Neuhof, Lebrecht",Neuhof Lebrecht,Neuhof,Lebrecht,.
7259,"Neukirch, Franz Xaver",Neukirch Franz Xaver,Neukirch,Franz Xaver,3. April 1874
7260,"Neumann, A",Neumann A,Neumann,A,.
7261,"Neumann, Aline",Neumann Aline,Neumann,Aline,.
7262,"Neumann, Arthur",Neumann Arthur,Neumann,Arthur,26.Dezbr. 1870
7263,"Neumann, Bertha",Neumann Bertha,Neumann,Bertha,.
7264,"Neumann, Johann Friedrich Ernst",Neumann Johann Friedrich Ernst,Neumann,Johann Friedrich Ernst,2. Juli 1853
7265,"Neumann, Hermann, Fritz",Neumann Hermann Fritz,Neumann,Hermann Fritz,8. Juni 1858
7266,"Neumann, Hermann Kunibert",Neumann Hermann Kunibert,Neumann,Hermann Kunibert,12. Novbr. 1808
7267,"Neumann, Hugo",Neumann Hugo,Neumann,Hugo,Novbr. 1867
7268,"Neumann, Jenny",Neumann Jenny,Neumann,Jenny,.
7269,"Neumann, Johannes Walter",Neumann Johannes Walter,Neumann,Johannes Walter,17. Jan. 1875
7270,"Neumann, Johann Kaspar",Neumann Johann Kaspar,Neumann,Johann Kaspar,10. Oktober 1800
7271,"Neumann, Johanna",Neumann Johanna,Neumann,Johanna,7. Juli 1899
7272,"Neumann, Eduard Julius Sigismund",Neumann Eduard Julius Sigismund,Neumann,Eduard Julius Sigismund,31. Juli 1825
7273,"Neumann, Karl Waldemar",Neumann Karl Waldemar,Neumann,Karl Waldemar,9. Septbr. 1830
7274,"Neumann, Ludwig Gottfried",Neumann Ludwig Gottfried,Neumann,Ludwig Gottfried,24. Juni 1813
7275,"Neumann, Magnus",Neumann Magnus,Neumann,Magnus,2. Januar 1866
7276,"Neumann-Hofer, Annie",Neumann-Hofer Annie,Neumann-Hofer,Annie, März 1867
7277,"Neumann-Jödemann, Ernst",Neumann-Jödemann Ernst,Neumann-Jödemann,Ernst,9. Febr. 1863
7278,"Neumann-Strela, Karl",Neumann-Strela Karl,Neumann-Strela,Karl,.
7279,"Neumeister, Georg",Neumeister Georg,Neumeister,Georg,10. Januar 1872
7280,"Neumeister, Rudolf Albrecht Julius Emil",Neumeister Rudolf Albrecht Julius Emil,Neumeister,Rudolf Albrecht Julius Emil,10. Mai 1822
7281,"Neun, Wilfried von der",Neun Wilfried,Neun,Wilfried,.
7282,"Neunert, Hans",Neunert Hans,Neunert,Hans,29.Januar 1875
7283,"Neurath, Anna",Neurath Anna,Neurath,Anna,.
7284,"Neurath, Karl August Emil Maximilian",Neurath Karl August Emil Maximilian,Neurath,Karl August Emil Maximilian,11. April 1883
7285,"Neurode, Kurt",Neurode Kurt,Neurode,Kurt,.
7286,"Neuse, Günther Friedrich Adolf",Neuse Günther Friedrich Adolf,Neuse,Günther Friedrich Adolf,6. Nov. 1829
7287,"Ney, Friedrich Christian",Ney Friedrich Christian,Ney,Friedrich Christian,27. Februar 1823
7288,"Ney, Johann Heinrich",Ney Johann Heinrich,Ney,Johann Heinrich,1. Juni 1803
7289,"Ney, Karl Eduard",Ney Karl Eduard,Ney,Karl Eduard,4. Juli1841
7290,"Niborn, Robert",Niborn Robert,Niborn,Robert,.
7291,Nicki,Nicki ,Nicki,,.
7292,"Nicol, Karl Wilhelm Günther",Nicol Karl Wilhelm Günther,Nicol,Karl Wilhelm Günther,14. Juli 1806
7293,"Nicolai, Adolf",Nicolai Adolf,Nicolai,Adolf,26. März1805
7294,"Nicolai, K. Elias",Nicolai K. Elias,Nicolai,K. Elias,6. Mai1852
7295,"Niderberger, Leonz",Niderberger Leonz,Niderberger,Leonz,24. Jan.1860
7296,"Niebelschütz, Sophie von",Niebelschütz Sophie,Niebelschütz,Sophie,30. August 1911
7297,"Nieberg(-Wagner), Mathilde",Nieberg Mathilde,Nieberg,Mathilde,4. Januar 1839
7298,"Niebergall, Ernst Elias",Niebergall Ernst Elias,Niebergall,Ernst Elias,19. April1843
7299,"Nieborowski, Paul",Nieborowski Paul,Nieborowski,Paul,9.Febr. 1873
7300,"Niebuhr, Karl",Niebuhr Karl,Niebuhr,Karl,.
7301,"Niedenführ, Georg",Niedenführ Georg,Niedenführ,Georg,.
7302,"Niederführ, Hans",Niederführ Hans,Niederführ,Hans,4.Febr. 1872
7303,"Niedermann, Alfred",Niedermann Alfred,Niedermann,Alfred,12. Januar 1843
7304,"Niedermann, Wilhelm Fürchtegott",Niedermann Wilhelm Fürchtegott,Niedermann,Wilhelm Fürchtegott,26. Jan.1906
7305,"Niedlich, Traugott Karl Joachim Kurd",Niedlich Traugott Karl Joachim Kurd,Niedlich,Traugott Karl Joachim Kurd, Juli1907
7306,"Niedmann, Karl Christian Friedrich",Niedmann Karl Christian Friedrich,Niedmann,Karl Christian Friedrich,6. Mai 1830
7307,"Niedner, Heinrich",Niedner Heinrich,Niedner,Heinrich,.
7308,"Nielk, Otto",Nielk Otto,Nielk,Otto,.
7309,"Niemann, Wilhelm Otto August",Niemann Wilhelm Otto August,Niemann,Wilhelm Otto August,27. Juni 1839
7310,"Niemann, Johanna",Niemann Johanna,Niemann,Johanna,18. April 1844
