Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
7311,"Niemann, Karl",Niemann Karl,Niemann,Karl,15. Mai1854
7312,"Niembsch Edler von Strehlenau, Nicolaus Franz",Niembsch Nicolaus Franz,Niembsch,Nicolaus Franz,.August 1802
7313,"Niemeyer, Ernesto",Niemeyer Ernesto,Niemeyer,Ernesto,4. Februar 1863
7314,"Niendorf, Marc Anton",Niendorf Marc Anton,Niendorf,Marc Anton,24. Dezember 1826
7315,"Niendorf, Emma",Niendorf Emma,Niendorf,Emma,.
7316,"Nier, Anna Frieda",Nier Anna Frieda,Nier,Anna Frieda,10. Mai 1871
7317,"Nies, Konrad",Nies Konrad,Nies,Konrad, Dezember 1893
7318,"Niese, Charlotte",Niese Charlotte,Niese,Charlotte,.
7319,"Niesel-Lessenthin, Christa",Niesel-Lessenthin Christa,Niesel-Lessenthin,Christa,28. Dezbr. 1879
7320,"Nießen, Paul von",Nießen Paul,Nießen,Paul,11.Septbr. 1857
7321,"Nießen-Deiters, Leonore",Nießen-Deiters Leonore,Nießen-Deiters,Leonore,20. Novbr. 1879
7322,"Nietschmann, Hermann",Nietschmann Hermann,Nietschmann,Hermann,1. Oktober 1907
7323,"Nietzsche, Friedrich Wilhelm",Nietzsche Friedrich Wilhelm,Nietzsche,Friedrich Wilhelm,15. Oktbr. 1844
7324,"Nievert, Helene",Nievert Helene,Nievert,Helene,10. Juli1854
7325,"Nigg, Marianne",Nigg Marianne,Nigg,Marianne,5. Juni 1843
7326,"Niggeler, Rudolf",Niggeler Rudolf,Niggeler,Rudolf,1.Dezbr. 1845
7327,"Nilas, E",Nilas E,Nilas,E,.
7328,"Nippold, Wilhelm Karl Alexander",Nippold Wilhelm Karl Alexander,Nippold,Wilhelm Karl Alexander,22. Juni 1874
7329,"Nissel, Franz",Nissel Franz,Nissel,Franz,14. März1831
7330,"Nissel, Karl",Nissel Karl,Nissel,Karl,25. Nov. 1817
7331,"Nithack-Stahn, Walther",Nithack-Stahn Walther,Nithack-Stahn,Walther,.Oktbr. 1866
7332,"Nitsch, Harry",Nitsch Harry,Nitsch,Harry,.
7333,"Nitschke, Anna",Nitschke Anna,Nitschke,Anna,31.Jan. 1858
7334,"Nitschke, Julius Ernst August v",Nitschke Julius Ernst August,Nitschke,Julius Ernst August, Mai1878
7335,"Nitschmann, Heinrich",Nitschmann Heinrich,Nitschmann,Heinrich,26. April1826
7336,"Nitschner, Jakob",Nitschner Jakob,Nitschner,Jakob,14. April 1849
7337,"Nittel, Anton",Nittel Anton,Nittel,Anton,25. März1826
7338,"Nitzsche, Robert",Nitzsche Robert,Nitzsche,Robert,5. Febr.1825
7339,"Nivardus, Frater",Nivardus Frater,Nivardus,Frater,.
7340,"Noack, Ludwig Ferdinand",Noack Ludwig Ferdinand,Noack,Ludwig Ferdinand,18. Juni 1815
7341,"Nobiling, Anna",Nobiling Anna,Nobiling,Anna,23. März 1857
7342,"Nobiling, Friedrich Alfred Max",Nobiling Friedrich Alfred Max,Nobiling,Friedrich Alfred Max,10. Juni 1849
7343,"Noder, A. A",Noder A. A,Noder,A. A,29. Juli 1864
7344,"Nodnagel, August",Nodnagel August,Nodnagel,August,17. Mai 1803
7345,"Noé, Heinrich August",Noé Heinrich August,Noé,Heinrich August,16.Juli 1835
7346,"Noël, A",Noël A,Noël,A,16. Oktbr.1860
7347,"Nolde, Ferdinand Gerhard Michael Baron von",Nolde Ferdinand Gerhard Michael,Nolde,Ferdinand Gerhard Michael, Januar 1890
7348,"Noeldechen, Julius Wilhel Bernhard",Noeldechen Julius Wilhel Bernhard,Noeldechen,Julius Wilhel Bernhard,11. Mai 1839
7349,"Noller, Gustav Adolf",Noller Gustav Adolf,Noller,Gustav Adolf,.
7350,"Noltenius, Asta",Noltenius Asta,Noltenius,Asta,.
7351,"Nölting, Bertha",Nölting Bertha,Nölting,Bertha,.
7352,"Noelting, Johannes",Noelting Johannes,Noelting,Johannes,11. Februar 1862
7353,"Noltsch, Wenzel Ottokar",Noltsch Wenzel Ottokar,Noltsch,Wenzel Ottokar,28. Februar 1835
7354,"Nömaier, Joseph",Nömaier Joseph,Nömaier,Joseph,6August 1831
7355,"Nonne, Ludwig",Nonne Ludwig,Nonne,Ludwig,3.März 1831
7356,"Nonnemann, Friedrich",Nonnemann Friedrich,Nonnemann,Friedrich,26. Jan. 1857
7357,"Nonnenholz, A. H",Nonnenholz A. H,Nonnenholz,A. H,.
7358,"Noorden, Elly von",Noorden Elly,Noorden,Elly,2. Febr. 1874
7359,"Norberg, Leon",Norberg Leon,Norberg,Leon,.
7360,"Norbert, Bruder",Norbert Bruder,Norbert,Bruder,.
7361,"Nord, Paul",Nord Paul,Nord,Paul,.
7362,"Nordau, Max Simon",Nordau Max Simon,Nordau,Max Simon,29. Juli 1849
7363,"Nordeck, Erich von",Nordeck Erich,Nordeck,Erich,.
7364,"Norden, A",Norden A,Norden,A,.
7365,"Norden, Erich",Norden Erich,Norden,Erich,.
7366,"Norden, Ernst",Norden Ernst,Norden,Ernst,.
7367,"Norden, Jul",Norden Jul,Norden,Jul,.
7368,"Norden, Karl",Norden Karl,Norden,Karl,.
7369,"Norden, Marie",Norden Marie,Norden,Marie,.
7370,"Norden, Ottokar von",Norden Ottokar,Norden,Ottokar,.
7371,"Nordermann, Hermann",Nordermann Hermann,Nordermann,Hermann,.
7372,"Nordhausen, Richard",Nordhausen Richard,Nordhausen,Richard,31. Januar 1868
7373,"Nordheim, H",Nordheim H,Nordheim,H,.
7374,"Nordheim, Josias",Nordheim Josias,Nordheim,Josias,.
7375,"Nordmann, Friederike Auguste Wilhelmine",Nordmann Friederike Auguste Wilhelmine,Nordmann,Friederike Auguste Wilhelmine,23. August 1825
7376,"Nordmann, Johannes",Nordmann Johannes,Nordmann,Johannes,März 1820
7377,"Nordmann, Richard",Nordmann Richard,Nordmann,Richard,.
7378,"Nordryck, Karl Heinrich",Nordryck Karl Heinrich,Nordryck,Karl Heinrich,.
7379,"Nörenberg, Marie",Nörenberg Marie,Nörenberg,Marie,.
7380,"Noris, Ferdinand von",Noris Ferdinand,Noris,Ferdinand,.
7381,"Nork, Friedrich",Nork Friedrich,Nork,Friedrich,.
7382,"Normann, Hanns",Normann Hanns,Normann,Hanns,.
7383,"Normann, Luise Baronin von",Normann Luise,Normann,Luise,25. September 1885
7384,"Normann, Helmut Theodor Wilhelm von",Normann Helmut Theodor Wilhelm,Normann,Helmut Theodor Wilhelm,8. März1802
7385,"Norrenberg, Peter Franz Xavier",Norrenberg Peter Franz Xavier,Norrenberg,Peter Franz Xavier,1. Dezbr. 1847
7386,"Norrmann, Tagetis",Norrmann Tagetis,Norrmann,Tagetis,.
7387,"Nostitz und Jänckendorf, Klothilde Septima von",Nostitz und Jänckendorf Klothilde Septima,Nostitz und Jänckendorf,Klothilde Septima,27. Januar 1801
7388,"Nötel, C. Friedrich H",Nötel C. Friedrich H,Nötel,C. Friedrich H,13. Oktober 1830
7389,"Nötel, Louis",Nötel Louis,Nötel,Louis,25. Januar1837
7390,"Nöthig, Theobald",Nöthig Theobald,Nöthig,Theobald,25. Juni 1841
7391,"Notter, Friedrich",Notter Friedrich,Notter,Friedrich,23.April 1801
7392,"Nötzlt, Jean",Nötzlt Jean,Nötzlt,Jean,22. April1844
7393,"Nötzold, Gustav",Nötzold Gustav,Nötzold,Gustav,.
7394,"Nover, Jakob",Nover Jakob,Nover,Jakob,22. Mai1845
7395,"Nowack, Alexander",Nowack Alexander,Nowack,Alexander,24.Febr. 1841
7396,"Nowak, Edmund",Nowak Edmund,Nowak,Edmund,31.August 1868
7397,"Nowotny, Jsabella",Nowotny Jsabella,Nowotny,Jsabella,9. Mai1899
7398,"Nüdling, Ludwig",Nüdling Ludwig,Nüdling,Ludwig,26.Februar 1874
7399,"Nuhn, Kurt",Nuhn Kurt,Nuhn,Kurt,28. Septbr.1848
7400,"Nümärker, de olle",Nümärker de olle,Nümärker,de olle,.
7401,Nüms von Nahrends,Nüms von Nahrends ,Nüms von Nahrends,,.
7402,"Nürnberger, Woldemar",Nürnberger Woldemar,Nürnberger,Woldemar,1.Oktbr. 1818
7403,"Nusko, Marusa",Nusko Marusa,Nusko,Marusa,.
7404,"Nußbaum, Oswald Jsidor",Nußbaum Oswald Jsidor,Nußbaum,Oswald Jsidor,.
7405,"Nüsseler, Albertine",Nüsseler Albertine,Nüsseler,Albertine,12. Januar 1855
7406,"Nütten, Anna",Nütten Anna,Nütten,Anna,.
7407,"Nydegger, Hans",Nydegger Hans,Nydegger,Hans,13.März 1848
7408,"O., M. von",O. M.,O.,M.,.
7409,"Oben, J. von",Oben J.,Oben,J.,.
7410,"Oberbreyer, Max",Oberbreyer Max,Oberbreyer,Max,24.Juni 1851
7411,"Oberdieck, Marie",Oberdieck Marie,Oberdieck,Marie,7.Dezbr. 1867
7412,"Oberdieck, Wilhelm",Oberdieck Wilhelm,Oberdieck,Wilhelm,6. Februar 1825
7413,"Oberkamp, Olga von",Oberkamp Olga,Oberkamp,Olga,.
7414,"Oberkofler, Anton",Oberkofler Anton,Oberkofler,Anton,14. Juni 1828
7415,Oberländer,Oberländer ,Oberländer,,.
7416,"Oberländer, Heinrich",Oberländer Heinrich,Oberländer,Heinrich,22. April 1834
7417,"Oberlaender, Leopold Gustav",Oberlaender Leopold Gustav,Oberlaender,Leopold Gustav,4. Juli 1874
7418,"Oberlein, Albert",Oberlein Albert,Oberlein,Albert,11.März 1843
7419,"Oberleitner, Karl",Oberleitner Karl,Oberleitner,Karl,2. Mai 1821
7420,"Oberndorff, Karl Graf von",Oberndorff Karl,Oberndorff,Karl,10. März 1876
7421,"Oberndorff, Maria Theresia Katharina Leopoldine Clotilde Fortunata Gräfin von",Oberndorff Maria Theresia Katharina Leopoldine Clotilde Fortunata,Oberndorff,Maria Theresia Katharina Leopoldine Clotilde Fortunata,31. Aug.1867
7422,"Oberparleiter, Jgnaz",Oberparleiter Jgnaz,Oberparleiter,Jgnaz,3. April 1846
7423,"Qberstädter, Hans",Qberstädter Hans,Qberstädter,Hans,.
7424,"Oberton, Hortens Richard",Oberton Hortens Richard,Oberton,Hortens Richard,1. Februar1827
7425,"Obes, K",Obes K,Obes,K,.
7426,"Obrist, Johann Georg",Obrist Johann Georg,Obrist,Johann Georg,26. Mai 1843
7427,"Obsieger, Andreas",Obsieger Andreas,Obsieger,Andreas,26. Jan.1824
7428,"Obst, Arthur",Obst Arthur,Obst,Arthur,26. Septbr.1866
7429,Obstalden,Obstalden ,Obstalden,,.
7430,"Ochsenbein, Gottlieb Friedrich",Ochsenbein Gottlieb Friedrich,Ochsenbein,Gottlieb Friedrich,14. Nov. 1828
7431,"Oechsler, Franz Philipp Robert",Oechsler Franz Philipp Robert,Oechsler,Franz Philipp Robert,29. April 1851
7432,Oculeus,Oculeus ,Oculeus,,.
7433,"Odendahl, Clementine",Odendahl Clementine,Odendahl,Clementine,11. Novbr. 1855
7434,"Odermatt, Franz",Odermatt Franz,Odermatt,Franz,6.April 1867
7435,"Oderwald, Hermann",Oderwald Hermann,Oderwald,Hermann,.
7436,Odoardo,Odoardo ,Odoardo,,.
7437,"O’Donell, Hanna Gräfin",O’Donell Hanna,O’Donell,Hanna,.
7438,"Offen, Hans",Offen Hans,Offen,Hans,.
7439,"Offermann, Alfred Freiherr von",Offermann Alfred,Offermann,Alfred,15. Juli 1852
7440,"Offner, Franz Xaver",Offner Franz Xaver,Offner,Franz Xaver,23. Juli 1868
7441,"Ohagen, Alfred",Ohagen Alfred,Ohagen,Alfred,27.Dezbr. 1860
7442,"Oehl, Wilhelm",Oehl Wilhelm,Oehl,Wilhelm,.
7443,"Oehl, Wilhelm",Oehl Wilhelm,Oehl,Wilhelm, Novbr.1905
7444,"Ohle, Fritz",Ohle Fritz,Ohle,Fritz,15. Septbr.1864
7445,"Ohler, Konrad Philipp",Ohler Konrad Philipp,Ohler,Konrad Philipp,6. Mai 1867
7446,"Öhler, Hugo",Öhler Hugo,Öhler,Hugo,13. Juni1877
7447,"Oehler, Richard",Oehler Richard,Oehler,Richard,27.Februar 1878
7448,"Ohlert, Arnold",Ohlert Arnold,Ohlert,Arnold,1. Oktbr. 1884
7449,"Oehlmann, Karl",Oehlmann Karl,Oehlmann,Karl,6. Dezbr.1860
7450,"Ohlrich, Hans",Ohlrich Hans,Ohlrich,Hans,16. März1864
7451,"Ohlsen, Jörg",Ohlsen Jörg,Ohlsen,Jörg,.
7452,"Ohly, Christian Adolf",Ohly Christian Adolf,Ohly,Christian Adolf,16. Juni 1874
7453,"Ohly, Emil",Ohly Emil,Ohly,Emil,6. August1821
7454,"Ohm-Januschowsky, Alexander Ritter v",Ohm-Januschowsky Alexander,Ohm-Januschowsky,Alexander,23. Aug. 1855
7455,"Oehmke, Henny",Oehmke Henny,Oehmke,Henny,.
7456,"Ohnesorge, Friedrich",Ohnesorge Friedrich,Ohnesorge,Friedrich,13. Septbr. 1834
7457,"Ohorn, Anton Joseph",Ohorn Anton Joseph,Ohorn,Anton Joseph,22. Juli 1846
7458,"Öhquist, Johannes",Öhquist Johannes,Öhquist,Johannes,6.Dezember 1861
7459,"Ohrem-Bonn, Hermann Joseph",Ohrem-Bonn Hermann Joseph,Ohrem-Bonn,Hermann Joseph,28. August 1863
7460,"Ohrenberg, Bernhard",Ohrenberg Bernhard,Ohrenberg,Bernhard,19. Novbr. 1836
7461,"Ohrt, Wilhelm",Ohrt Wilhelm,Ohrt,Wilhelm,6. Juni1865
7462,Oekander,Oekander ,Oekander,,.
7463,"Oeke, Franz Wilhelm",Oeke Franz Wilhelm,Oeke,Franz Wilhelm,5. April 1864
7464,"Okonkowski, Georg",Okonkowski Georg,Okonkowski,Georg,11. März 1863
7465,"Olaß, Edmund",Olaß Edmund,Olaß,Edmund,.
7466,"Oelbermann, Hugo",Oelbermann Hugo,Oelbermann,Hugo,.
7467,"Oelckers, Theodor Hermann",Oelckers Theodor Hermann,Oelckers,Theodor Hermann,21. Juni 1816
7468,"Olden, Balder",Olden Balder,Olden,Balder,26. März1882
7469,"Olden, Hans",Olden Hans,Olden,Hans,5. Juni 1859
7470,"Olden, Julian",Olden Julian,Olden,Julian,7. Septbr. 1838
7471,"Oldenburg, Ludwig",Oldenburg Ludwig,Oldenburg,Ludwig,25.April 1844
7472,"Oldofredi-Haager, Julia Gräfin",Oldofredi-Haager Julia,Oldofredi-Haager,Julia,8. Febr. 1813
7473,"Olfer, August",Olfer August,Olfer,August,.
7474,"Olfers, Hedwig von",Olfers Hedwig,Olfers,Hedwig,11. Mai 1800
7475,"Olfers, Marie v",Olfers Marie,Olfers,Marie,27. Oktbr. 1826
7476,"Olfsen, Peter Eduard",Olfsen Peter Eduard,Olfsen,Peter Eduard,3.Mai 1803
7477,"Olinda, Alexander",Olinda Alexander,Olinda,Alexander,.
7478,"Olivar, M",Olivar M,Olivar,M,.
7479,"Oliven, Fritz",Oliven Fritz,Oliven,Fritz,.
7480,"Oelkers, Else",Oelkers Else,Oelkers,Else,.
7481,"Oels, Friedrich",Oels Friedrich,Oels,Friedrich,20. April 1864
7482,"Olsa, Eduard August von der",Olsa Eduard August,Olsa,Eduard August,.
7483,"Oelschläger, Hermann",Oelschläger Hermann,Oelschläger,Hermann,19. Nov. 1839
7484,"Oelsner, Theodor",Oelsner Theodor,Oelsner,Theodor,5.Aug. 1822
7485,"Oelwein, Arthur",Oelwein Arthur,Oelwein,Arthur,20. März 1868
7486,"Oemisch, Paul Walter",Oemisch Paul Walter,Oemisch,Paul Walter,10. Juni 1878
7487,"Ommerborn, Christian",Ommerborn Christian,Ommerborn,Christian,28. April 1863
7488,"Ommerborn, Karl",Ommerborn Karl,Ommerborn,Karl,.
7489,"Ompteda, Georg Freiherr von",Ompteda Georg,Ompteda,Georg,29. März 1863
7490,"Ompteda, Ludwig Freiherr v",Ompteda Ludwig,Ompteda,Ludwig,18. Mai 1828
7491,"Onno(-Eisenbart), Karl",Onno Karl,Onno,Karl,5. Juli 1885
7492,"Opel, Wilhelm",Opel Wilhelm,Opel,Wilhelm,20.März 1895
7493,"Opfermann, Ernst",Opfermann Ernst,Opfermann,Ernst,7. Juli1842
7494,"Oppel, Karl",Oppel Karl,Oppel,Karl,9. Aug. 1816
7495,Oppeln-Bronikowski,Oppeln-Bronikowski ,Oppeln-Bronikowski,,7. April 1873
7496,"Oppen, J",Oppen J,Oppen,J,.
7497,"Oppenheim, Jda",Oppenheim Jda,Oppenheim,Jda,.
7498,"Oppenheimer, Franz",Oppenheimer Franz,Oppenheimer,Franz,.März 1864
7499,"Oppermann, Gustav",Oppermann Gustav,Oppermann,Gustav,5. Mai1830
7500,"Oppermann, Heinrich Albert",Oppermann Heinrich Albert,Oppermann,Heinrich Albert,22. Juli 1812
7501,"Oppermann, Karl F. W",Oppermann Karl F. W,Oppermann,Karl F. W,4. Januar 1881
7502,"Oppermann, Otto",Oppermann Otto,Oppermann,Otto,10.Juni 1873
7503,"Oer, Maximilian Freiherr von",Oer Maximilian,Oer,Maximilian,30. Septbr. 1806
7504,"Orel, Joseph",Orel Joseph,Orel,Joseph,16. März1868
7505,"Orendi(-Hommenau), Viktor",Orendi Viktor,Orendi,Viktor,13. Juni 1870
7506,Orgies,Orgies ,Orgies,, Mai 1802
7507,"Oribarius, Dr",Oribarius Dr,Oribarius,Dr,.
7508,"Oeribauer, Matthias",Oeribauer Matthias,Oeribauer,Matthias,14. Febr. 1839
7509,"Orliezek, Alois Rüdiger",Orliezek Alois Rüdiger,Orliezek,Alois Rüdiger,.Juni 1870
7510,"Orlopp, Rudolf",Orlopp Rudolf,Orlopp,Rudolf,.
7511,"Ornshagen, Johannes von",Ornshagen Johannes,Ornshagen,Johannes,.
7512,"Orny, T",Orny T,Orny,T,.
7513,"Orsbach, Joseph von",Orsbach Joseph von,Orsbach,Joseph von,27.Novbr. 1803
7514,"Orsini und Rosenberg, Lothar Graf von",Orsini und Rosenberg Lothar,Orsini und Rosenberg,Lothar,8. Oktbr. 1853
7515,"Oertel, Franziska Adelaide Christine von",Oertel Franziska Adelaide Christine,Oertel,Franziska Adelaide Christine,23. Febr.1786
7516,"Oertel, Georg",Oertel Georg,Oertel,Georg,27. März1856
7517,"Oertel, Karl Otto",Oertel Karl Otto,Oertel,Karl Otto,.
7518,"Oertel, Oskar Heinrich",Oertel Oskar Heinrich,Oertel,Oskar Heinrich,21. Dezbr. 1821
7519,"Ortenburg, Julie Gräsin zu",Ortenburg Julie,Ortenburg,Julie,13. Jan. 1883
7520,"Orth, Otto",Orth Otto,Orth,Otto,29. August1867
7521,"Ortlepp, Ernst",Ortlepp Ernst,Ortlepp,Ernst,1. Aug.1800
7522,"Ortmann, Reinhold",Ortmann Reinhold,Ortmann,Reinhold, Juni 1859
7523,"Oertzen, Dietrich von",Oertzen Dietrich,Oertzen,Dietrich,25. Juli 1849
7524,"Oertzen, auch: Oertzen-Dorow, Elisabeth von",Oertzen Elisabeth,Oertzen,Elisabeth,19.Juli 1860
7525,"Oertzen, Karl Friedrich Theodor Ludwig Georg Baron von",Oertzen Karl Friedrich Theodor Ludwig Georg,Oertzen,Karl Friedrich Theodor Ludwig Georg,2. Februar 1829
7526,"Oertzen, Margarete Marie von",Oertzen Margarete Marie,Oertzen,Margarete Marie,.
7527,"Oertzen, Margarete von",Oertzen Margarete,Oertzen,Margarete,14. Oktbr. 1854
7528,"Orzolkowsky, Helene",Orzolkowsky Helene,Orzolkowsky,Helene,.
7529,"Osberg, Otto",Osberg Otto,Osberg,Otto,.
7530,"Oschmann, Friedrich",Oschmann Friedrich,Oschmann,Friedrich,28. Juni 1816
7531,"Oschwald-Ringier, Fanny",Oschwald-Ringier Fanny,Oschwald-Ringier,Fanny, November1840
7532,"Oser, Friedrich Heinrich",Oser Friedrich Heinrich,Oser,Friedrich Heinrich,29. Febr. 1820
7533,"Oeser, August",Oeser August,Oeser,August,.
7534,"Oeser, Hermann",Oeser Hermann,Oeser,Hermann,27. Novbr.1849
7535,"Oeser, Rudolf Ludwig",Oeser Rudolf Ludwig,Oeser,Rudolf Ludwig, Oktober 1807
7536,"Oeser, Therese",Oeser Therese,Oeser,Therese,.
7537,"Ossen, Heinz",Ossen Heinz,Ossen,Heinz,.
7538,"Ossen, H. Fr. von",Ossen H. Fr.,Ossen,H. Fr.,.
7539,"Osten, Herbert von",Osten Herbert,Osten,Herbert,.
7540,"Osten, Ludwig von",Osten Ludwig,Osten,Ludwig,.
7541,"Osterberg-Verakoff, Max",Osterberg-Verakoff Max,Osterberg-Verakoff,Max,Juni 1865
7542,"Oestéren, Friedrich Werner van",Oestéren Friedrich Werner,Oestéren,Friedrich Werner,18. September 1874
7543,"Oesterhaus, Wilhelm",Oesterhaus Wilhelm,Oesterhaus,Wilhelm,9. März 1840
7544,"Oesterheld, Erich",Oesterheld Erich,Oesterheld,Erich,6.Januar 1883
7545,"Oesterheld, Therese Jda",Oesterheld Therese Jda,Oesterheld,Therese Jda,.
7546,"Oesterlein, Nikolaus",Oesterlein Nikolaus,Oesterlein,Nikolaus,1. November 1804
7547,"Oesterlen, Karl",Oesterlen Karl,Oesterlen,Karl,11. April1856
7548,"Osterloh, Adele",Osterloh Adele,Osterloh,Adele,.
7549,"Ostermann, Georg",Ostermann Georg,Ostermann,Georg,2. April 1835
7550,"Oesterreich, Ludwig",Oesterreich Ludwig,Oesterreich,Ludwig,28.Oktbr. 1872
7551,"Osterwald, Karl Wilhelm",Osterwald Karl Wilhelm,Osterwald,Karl Wilhelm,23. Februar 1820
7552,"Osthaus, Karl Ernst",Osthaus Karl Ernst,Osthaus,Karl Ernst,15. April 1874
7553,"Ostini, Fritz Freiherr von",Ostini Fritz,Ostini,Fritz,27. Juli 1861
7554,"Ostland, J. P",Ostland J. P,Ostland,J. P,.
7555,"Ostwald, Hans",Ostwald Hans,Ostwald,Hans,31. Juli1873
7556,"Oswald, E",Oswald E,Oswald,E,.
7557,"Oswald, Hugo",Oswald Hugo,Oswald,Hugo,.
7558,"Oswald, Joseph Gottfried",Oswald Joseph Gottfried,Oswald,Joseph Gottfried,1. Juli 1859
7559,"Oswalt, Curt",Oswalt Curt,Oswalt,Curt,.
7560,"Othen, Franz",Othen Franz,Othen,Franz,.
7561,"Othmar, Priester",Othmar Priester,Othmar,Priester,.
7562,"Oetker, Friedrich",Oetker Friedrich,Oetker,Friedrich,9.April 1808
7563,"Ott, Adolf",Ott Adolf,Ott,Adolf,10. März1842
7564,"Ott, Arnold",Ott Arnold,Ott,Arnold,30. September 1910
7565,"Ott, Hans Christian",Ott Hans Christian,Ott,Hans Christian,11. Novbr. 1818
7566,"Otte, Friedrich",Otte Friedrich,Otte,Friedrich,.
7567,"Ottenheimer, Henriette",Ottenheimer Henriette,Ottenheimer,Henriette, März1883
7568,"Ottersbach, Martha",Ottersbach Martha,Ottersbach,Martha,17. November 1871
7569,"Ottesen, Mary",Ottesen Mary,Ottesen,Mary,.
7570,"Ottiker, Johann Wilpert",Ottiker Johann Wilpert,Ottiker,Johann Wilpert,10. Novbr. 1875
7571,Ottilie,Ottilie ,Ottilie,,.
7572,"Oettingen-Spielberg, Emil Prinz zu",Oettingen-Spielberg Emil,Oettingen-Spielberg,Emil,31. Mai 1850
7573,"Oettinger, Eduard Maria",Oettinger Eduard Maria,Oettinger,Eduard Maria,19.November 1808
7574,"Ottmann, Viktor",Ottmann Viktor,Ottmann,Viktor,17. April1869
7575,"Ottmar, F. H",Ottmar F. H,Ottmar,F. H,.
7576,"Ottmar, Willi",Ottmar Willi,Ottmar,Willi,.
7577,"Ottmer, F",Ottmer F,Ottmer,F,.
7578,"Otto, Felix",Otto Felix,Otto,Felix,.
7579,"Otto, Hermann Waldemar",Otto Hermann Waldemar,Otto,Hermann Waldemar,14. April 1863
7580,"Otto, Johannes",Otto Johannes,Otto,Johannes,.
7581,"Otto, Karl",Otto Karl,Otto,Karl,.
7582,"Otto (oder: Otto-Peters), Luise",Otto (oder: Otto-Peters) Luise,Otto (oder: Otto-Peters),Luise,26. März 1819
7583,"Otto, Nikolaus Johannes",Otto Nikolaus Johannes,Otto,Nikolaus Johannes,.
7584,"Otto, Wilhelm",Otto Wilhelm,Otto,Wilhelm,.
7585,"Ouckama, Gerhard",Ouckama Gerhard,Ouckama,Gerhard,.
7586,"Oulot, B",Oulot B,Oulot,B,.
7587,"Overbeck, Alfred Freiherr von",Overbeck Alfred,Overbeck,Alfred,18. April 1877
7588,"Overbeck, Johannes Adolf",Overbeck Johannes Adolf,Overbeck,Johannes Adolf,27. März 1826
7589,"Overbeck, Julius Otto",Overbeck Julius Otto,Overbeck,Julius Otto,.
7590,"Overhage, Heinrich",Overhage Heinrich,Overhage,Heinrich,24. Septbr. 1831
7591,"Overhof, Otto",Overhof Otto,Overhof,Otto,.
7592,"Overweg, Robert",Overweg Robert,Overweg,Robert,18.Nov. 1877
7593,"Owlglaß, Dr",Owlglaß Dr,Owlglaß,Dr,.
7594,"P., M",P. M,P.,M,.
7595,"Paar, Elisabeth",Paar Elisabeth,Paar,Elisabeth,15.Dezbr. 1901
7596,"Paar, Mathilde",Paar Mathilde,Paar,Mathilde,23. Juni 1899
7597,"Paasch, Richard",Paasch Richard,Paasch,Richard,.
7598,"Pabst, Christian Eduard",Pabst Christian Eduard,Pabst,Christian Eduard,16. Septbr. 1815
7599,"Pabst, Helene",Pabst Helene,Pabst,Helene,.
7600,"Pabst, Julius",Pabst Julius,Pabst,Julius,1. Jan. 1856
7601,"Pach, Oskar",Pach Oskar,Pach,Oskar,.
7602,"Pachler, Faustus",Pachler Faustus,Pachler,Faustus,18. Dezbr. 1819
7603,"Paganetti-Hummler, Gustav",Paganetti-Hummler Gustav,Paganetti-Hummler,Gustav,.
7604,"Pahlen, Gustav Alexander",Pahlen Gustav Alexander,Pahlen,Gustav Alexander,1. Januar 1872
7605,"Paiersbach, Fritz von",Paiersbach Fritz von,Paiersbach,Fritz von,.
7606,"Pailler, Wilhelm",Pailler Wilhelm,Pailler,Wilhelm,23.März 1838
7607,"Pajeken, Friedrich J",Pajeken Friedrich J,Pajeken,Friedrich J,25März 1855
7608,"Pal, Friedrich",Pal Friedrich,Pal,Friedrich,.
7609,"Pal, Siddy",Pal Siddy,Pal,Siddy,1. Dezbr. 1864
7610,"Palleske, Emil",Palleske Emil,Palleske,Emil,5. Jan. 1823
7611,"Palleske, Emmy",Palleske Emmy,Palleske,Emmy,.
7612,"Palleske, Oswald",Palleske Oswald,Palleske,Oswald,13.Oktbr. 1830
7613,"Palm, Adolf",Palm Adolf,Palm,Adolf,.
7614,"Palmé-Paysen, Hilda",Palmé-Paysen Hilda,Palmé-Paysen,Hilda,.
7615,"Palmer, Albert",Palmer Albert,Palmer,Albert,.
7616,"Palmer, J",Palmer J,Palmer,J,.
7617,"Palmer, Ludwig",Palmer Ludwig,Palmer,Ludwig,.
7618,"Palmié, Friedrich Paul Karl",Palmié Friedrich Paul Karl,Palmié,Friedrich Paul Karl,10. Oktbr. 1848
7619,"Palten, Hugo von der",Palten Hugo,Palten,Hugo,.
7620,"Palten, Robert",Palten Robert,Palten,Robert,.
7621,"Pangkofer, Joseph",Pangkofer Joseph,Pangkofer,Joseph,21.Juli 1804
7622,"Panhuys, Anny Freifrau von",Panhuys Anny,Panhuys,Anny,27. März 1879
7623,"Panitza, M. von",Panitza M. von,Panitza,M. von,.
7624,"Panizza, Oskar",Panizza Oskar,Panizza,Oskar,12. Nov.1853
7625,"Pannewitz, Emmy von",Pannewitz Emmy,Pannewitz,Emmy,23. März 1865
7626,"Pannwitz, Rudolf",Pannwitz Rudolf,Pannwitz,Rudolf,27.Mai 1881
7627,"Panske, Johann Leopold",Panske Johann Leopold,Panske,Johann Leopold,. Novbr. 1854
