Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
2310,"Erfurt, Ludwig von",Erfurt Ludwig,Erfurt,Ludwig,.
2311,"Erfurth, Erdmann Richard",Erfurth Erdmann Richard,Erfurth,Erdmann Richard,.
2312,"Erhard, Anna",Erhard Anna,Erhard,Anna,14. Jan. 1869
2313,"Erhard, Emilie",Erhard Emilie,Erhard,Emilie,.
2314,"Erhardt, F",Erhardt F,Erhardt,F,.
2315,"Erich, Adolf",Erich Adolf,Erich,Adolf,.
2316,"Erich, Julius",Erich Julius,Erich,Julius,29. Septbr.1835
2317,"Erichson, Erich",Erichson Erich,Erichson,Erich,.
2318,"Erichson, Heinrich",Erichson Heinrich,Erichson,Heinrich,.
2319,Erika,Erika ,Erika,,18.März 1852
2320,"Erlburg, L",Erlburg L,Erlburg,L,.
2321,"Erler, Joseph",Erler Joseph,Erler,Joseph,.
2322,"Erler, Otto Max",Erler Otto Max,Erler,Otto Max,9. Aug. 1857
2323,"Erley, Otto",Erley Otto,Erley,Otto,4.August 1872
2324,"Erlin-Schmeckebier, Hedwig",Erlin-Schmeckebier Hedwig,Erlin-Schmeckebier,Hedwig,20. Juli 1859
2325,"Ermatinger, Emil",Ermatinger Emil,Ermatinger,Emil,.
2326,"Ernest, Marie von",Ernest Marie,Ernest,Marie,21.Mai 1873
2327,"Ernesti, Luise",Ernesti Luise,Ernesti,Luise,.
2328,"Ernoth, Ernst",Ernoth Ernst,Ernoth,Ernst,.
2329,Ernst,Ernst ,Ernst,,.
2330,Ernst,Ernst ,Ernst,,.
2331,Ernst,Ernst ,Ernst,,.
2332,"Ernst, Adolf",Ernst Adolf,Ernst,Adolf,.
2333,"Ernst II., Herzog von SachsenKoburg und Gotha",Ernst II. ,Ernst II.,,.
2334,"Ernst, Adolf Wilhelm",Ernst Adolf Wilhelm,Ernst,Adolf Wilhelm,21. Juni 1818
2335,"Ernst, Charlotte",Ernst Charlotte,Ernst,Charlotte,10. Febr. 1866
2336,"Ernst, Eugen",Ernst Eugen,Ernst,Eugen,.
2337,"Ernst, Friedrich",Ernst Friedrich,Ernst,Friedrich,.
2338,"Ernst, Jacques",Ernst Jacques,Ernst,Jacques,15. Febr.1821
2339,"Ernst, Johann Friedrich",Ernst Johann Friedrich,Ernst,Johann Friedrich,7. Juli1823
2340,"Ernst, Justus",Ernst Justus,Ernst,Justus,.
2341,"Ernst, Karl",Ernst Karl,Ernst,Karl,.
2342,"Ernst, K",Ernst K,Ernst,K,.
2343,"Ernst, Otto",Ernst Otto,Ernst,Otto,.
2344,"Ernst, O",Ernst O,Ernst,O,.
2345,"Ernst, Paul",Ernst Paul,Ernst,Paul,.
2346,"Ernst, Wenzel Karl",Ernst Wenzel Karl,Ernst,Wenzel Karl,.
2347,"Ernst, Wilhelm Eberhard",Ernst Wilhelm Eberhard,Ernst,Wilhelm Eberhard,26. März 1830
2348,"Ernst(-Müncheberg), Johann Friedrich",Ernst Johann Friedrich,Ernst,Johann Friedrich,7. März 1878
2349,"Erstenberg zum Freyenthurm, Eduard Baron von",Erstenberg zum Freyenthurm Eduard,Erstenberg zum Freyenthurm,Eduard,.
2350,"Ertl, Emil",Ertl Emil,Ertl,Emil,.
2351,"Ertlmayer, Erhard",Ertlmayer Erhard,Ertlmayer,Erhard,11. März 1860
2352,"Erwin, F. Th",Erwin F. Th,Erwin,F. Th,6. Jan.1813
2353,"Erwin, William",Erwin William,Erwin,William,.
2354,"Eryc, A",Eryc A,Eryc,A,3. Febr.1838
2355,"Esbach, Friedrich-Karl",Esbach Friedrich-Karl,Esbach,Friedrich-Karl,.
2356,"Eschelbach, Hans",Eschelbach Hans,Eschelbach,Hans,31. Juli 1870
2357,"Eschen, Mathilde von",Eschen Mathilde,Eschen,Mathilde,16.Febr. 1868
2358,"Escher, Dorothea von",Escher Dorothea,Escher,Dorothea,.
2359,"Escher, Nanny von",Escher Nanny,Escher,Nanny,.
2360,"Escherich, Emilie",Escherich Emilie,Escherich,Emilie,4. Mai 1855
2361,"Eschke, Karl Eduard",Eschke Karl Eduard,Eschke,Karl Eduard,11. März1856
2362,"Eschner, Heinrich Friedrich Max",Eschner Heinrich Friedrich Max,Eschner,Heinrich Friedrich Max,15. März 1805
2363,"Eschricht, E., s. Emmy Türk",Eschricht E.,Eschricht,E.,9. Dezbr. 1864
2364,"Eschstruth, Mathilde von",Eschstruth Mathilde,Eschstruth,Mathilde,.
2365,"Eschstruth, Nataly von",Eschstruth Nataly,Eschstruth,Nataly,.
2366,"Esmarch, Karl Bernhard Hieronymus",Esmarch Karl Bernhard Hieronymus,Esmarch,Karl Bernhard Hieronymus,.
2367,"Esselborn, Karl",Esselborn Karl,Esselborn,Karl,3. Dezbr. 1824
2368,"Esselen, Christian",Esselen Christian,Esselen,Christian,31. Mai1852
2369,"Essen, Max von",Essen Max,Essen,Max,Mai 1859
2370,"Essenther, Franziska",Essenther Franziska,Essenther,Franziska,.
2371,"Esser, Anna",Esser Anna,Esser,Anna,.
2372,"Esser, Friedrich Karl Engelbert Hermann",Esser Friedrich Karl Engelbert Hermann,Esser,Friedrich Karl Engelbert Hermann,6. August 1850
2373,"Essig, Hermann",Essig Hermann,Essig,Hermann,1. Septbr. 1854
2374,"Eßwein, Hermann Heinrich Edmund August",Eßwein Hermann Heinrich Edmund August,Eßwein,Hermann Heinrich Edmund August,28. Aug.1878
2375,"Este, Robert",Este Robert,Este,Robert,13. Mai1877
2376,"Eta, P. O",Eta P. O,Eta,P. O,.
2377,"Ethé, Hermann",Ethé Hermann,Ethé,Hermann,.
2378,"Etschwin, Hans",Etschwin Hans,Etschwin,Hans,13. Febr. 1844
2379,"Ettel, Konrad",Ettel Konrad,Ettel,Konrad,.
2380,"Ettenburg, Alexander",Ettenburg Alexander,Ettenburg,Alexander,17. Januar1847
2381,"Ettig, Johann Franz",Ettig Johann Franz,Ettig,Johann Franz,.
2382,"Ettinger, Paul",Ettinger Paul,Ettinger,Paul,20.Dezember 1830
2383,"Ettlinger, Joseph",Ettlinger Joseph,Ettlinger,Joseph,März 1857
2384,"Ettlinger, Karl",Ettlinger Karl,Ettlinger,Karl,Oktbr. 1869
2385,"Ettmayer, Ritter von Adelsburg, Karl",Ettmayer Karl,Ettmayer,Karl,.
2386,"Ettmüller, Ernst Moritz Ludwig",Ettmüller Ernst Moritz Ludwig,Ettmüller,Ernst Moritz Ludwig,17. Juli 1874
2387,"Etzel, Melanie von",Etzel Melanie,Etzel,Melanie,5. Oktober 1802
2388,"Etzel, Theodor",Etzel Theodor,Etzel,Theodor,.
2389,"Eugen, Franz",Eugen Franz,Eugen,Franz,.
2390,"Eule, Robert",Eule Robert,Eule,Robert,.
2391,"Eulenberg, Herbert",Eulenberg Herbert,Eulenberg,Herbert, Febr. 1892
2392,"Eulenburg, Philipp Fürst zu",Eulenburg Philipp,Eulenburg,Philipp,25. Jan. 1876
2393,"Eusebius, Stefanie",Eusebius Stefanie,Eusebius,Stefanie,12.Febr. 1847
2394,"Evels, Friedrich",Evels Friedrich,Evels,Friedrich,.
2395,"Evers, Ernst Eduard",Evers Ernst Eduard,Evers,Ernst Eduard,7. August 1821
2396,"Evers, Franz",Evers Franz,Evers,Franz,15.Aug. 1844
2397,"Evers, Georg",Evers Georg,Evers,Georg,10. Juli 1871
2398,"Evers, J. K. F. Matthias",Evers J. K. F. Matthias,Evers,J. K. F. Matthias,26. Aug.1837
2399,"Evers, Heinz",Evers Heinz,Evers,Heinz,21. Aug. 1845
2400,"Evers, Ludwig",Evers Ludwig,Evers,Ludwig,.
2401,"Everth, Gottlieb Walter",Everth Gottlieb Walter,Everth,Gottlieb Walter,29.Novbr. 1827
2402,"Ewald, Pseudonym für Ewald",Ewald ,Ewald,,3. März 1861
2403,"Ewald, Adolf",Ewald Adolf,Ewald,Adolf,.
2404,"Ewarth, H",Ewarth H,Ewarth,H,24. Jan. 1824
2405,"Ewers, Hanns Heinz",Ewers Hanns Heinz,Ewers,Hanns Heinz,.
2406,"Ewers, Ludwig",Ewers Ludwig,Ewers,Ludwig,3. Novbr. 1871
2407,"Ewert, Ernst",Ewert Ernst,Ewert,Ernst, Juni 1895
2408,"Ey, Julius Adolf",Ey Julius Adolf,Ey,Julius Adolf,20. März 1872
2409,"Eye, Johann Ludolf August v",Eye Johann Ludolf August,Eye,Johann Ludolf August,18. Jan.1844
2410,"Eynatten (auch: EynattenDirking), Marie Carola Freiin von",Eynatten Marie Carola,Eynatten,Marie Carola,24. Mai 1825
2411,"Eysell-Kilburger, Klara",Eysell-Kilburger Klara,Eysell-Kilburger,Klara,31. Dezbr. 1857
2412,"Eysler, Robert",Eysler Robert,Eysler,Robert,.
2413,"Eytel, Friedrich Hermann",Eytel Friedrich Hermann,Eytel,Friedrich Hermann,2. Febr.1874
2414,"Eyth, Eduard",Eyth Eduard,Eyth,Eduard,11. Febr. 1819
2415,"Eyth, Max",Eyth Max,Eyth,Max,2. Juli1809
2416,"Faber, Ernst",Faber Ernst,Faber,Ernst,6. Mai 1836
2417,"Faber, Hermann",Faber Hermann,Faber,Hermann,.
2418,"Faber, Karl Wilhelm",Faber Karl Wilhelm,Faber,Karl Wilhelm,.
2419,"Fabri de Fabris, R",Fabri de Fabris R,Fabri de Fabris,R, März 1872
2420,"Fabricius, Otto von",Fabricius Otto,Fabricius,Otto,.
2421,"Fack, Lina",Fack Lina,Fack,Lina,8. Mai 1867
2422,"Fahlweid, Aline",Fahlweid Aline,Fahlweid,Aline,19. Septbr.1846
2423,"Fahrig, Klara",Fahrig Klara,Fahrig,Klara,.
2424,"Fahrow, E",Fahrow E,Fahrow,E,21. Aug. 1848
2425,"Fajkmajer, Elise",Fajkmajer Elise,Fajkmajer,Elise,.
2426,"Faktor, Emil",Faktor Emil,Faktor,Emil,.
2427,"Falckenberg, Otto",Falckenberg Otto,Falckenberg,Otto,31. August1876
2428,"Falckenheiner, Wilhelm",Falckenheiner Wilhelm,Falckenheiner,Wilhelm,.
2429,"Falk, C",Falk C,Falk,C,3. November 1821
2430,"Falk, Felix",Falk Felix,Falk,Felix,.
2431,"Falk, Norbert",Falk Norbert,Falk,Norbert,16. Novbr.1879
2432,"Falke, Gustav",Falke Gustav,Falke,Gustav,5. Novbr.1871
2433,"Falke, Konrad",Falke Konrad,Falke,Konrad,11. Januar1853
2434,"Falke, Robert",Falke Robert,Falke,Robert,.
2435,"Falke, Freiin von Lilienstein",Falke ,Falke,,12.März 1864
2436,"Falke, Freiherr von Lilienstein",Falke ,Falke,,18. Aug. 1871
2437,"Falkenau, Kurt",Falkenau Kurt,Falkenau,Kurt,24. September 1862
2438,"Falkenberg, Albert",Falkenberg Albert,Falkenberg,Albert,.
2439,"Falkenburg, C",Falkenburg C,Falkenburg,C,3.Mai 1871
2440,"Falkenhorst, C",Falkenhorst C,Falkenhorst,C,.
2441,"Falkenried, Gerhard von",Falkenried Gerhard,Falkenried,Gerhard,.
2442,"Falkland, Heinrich",Falkland Heinrich,Falkland,Heinrich,.
2443,"Falkner, Dr",Falkner Dr,Falkner,Dr, Novbr. 1897
2444,"Falkson, Ferdinand",Falkson Ferdinand,Falkson,Ferdinand,.
2445,"Faller, Julius Emil",Faller Julius Emil,Faller,Julius Emil,20.August 1820
2446,"Fallot, Eugen",Fallot Eugen,Fallot,Eugen,21.Dezbr. 1836
2447,"Falstein, A",Falstein A,Falstein,A,.
2448,"Falzari, Felix",Falzari Felix,Falzari,Felix,.
2449,"Famler, Gustav Adolf",Famler Gustav Adolf,Famler,Gustav Adolf,.
2450,"Färber, Karl",Färber Karl,Färber,Karl,22. April 1851
2451,"Färber, Wilhelm Friedrich",Färber Wilhelm Friedrich,Färber,Wilhelm Friedrich,11. Februar1841
2452,"Farner, Ulrich",Farner Ulrich,Farner,Ulrich,16. Juli 1841
2453,"Fasser, Karoline",Fasser Karoline,Fasser,Karoline,28. Juli1855
2454,"Fastenrath, Johannes",Fastenrath Johannes,Fastenrath,Johannes,.
2455,"Fastenrath, Rudolf",Fastenrath Rudolf,Fastenrath,Rudolf,3. Mai 1839
2456,"Faust, Joseph",Faust Joseph,Faust,Joseph,12. März 1856
2457,"Fauth, Adolf",Fauth Adolf,Fauth,Adolf,8. Septbr.1856
2458,"Feaux, Emmy du",Feaux Emmy,Feaux,Emmy,15. Febr.1836
2459,"Fechner, Gustav Theodor",Fechner Gustav Theodor,Fechner,Gustav Theodor,.
2460,"Feddersen, Daniel",Feddersen Daniel,Feddersen,Daniel,18. Novbr. 1887
2461,"Feddersen, Friedrich August",Feddersen Friedrich August,Feddersen,Friedrich August,3. Nov.1836
2462,"Federn, Karl",Federn Karl,Federn,Karl,26. Mai 1838
2463,"Feesche, Marie",Feesche Marie,Feesche,Marie,2. Februar1868
2464,"Fehrs, Johann Hinrich",Fehrs Johann Hinrich,Fehrs,Johann Hinrich,14. Nov.1871
2465,"Feichtlbauer, Martin",Feichtlbauer Martin,Feichtlbauer,Martin,10. April 1838
2466,"Feierabend, Maurus August",Feierabend Maurus August,Feierabend,Maurus August,6. Novbr. 1872
2467,"Feiertag, Andreas",Feiertag Andreas,Feiertag,Andreas,16. Aug.1812
2468,"Feigl, Leo",Feigl Leo,Feigl,Leo,.
2469,"Feilmann, Johanna",Feilmann Johanna,Feilmann,Johanna,15. Juni 1878
2470,"Felber, Aline",Felber Aline,Felber,Aline,21. April 1839
2471,"Feld, Laura",Feld Laura,Feld,Laura,.
2472,"Feld, Leo",Feld Leo,Feld,Leo,.
2473,"Feldegg, Ferdinand Fellner",Feldegg Ferdinand Fellner,Feldegg,Ferdinand Fellner,.
2474,"Feldegg, Marie Fellner von",Feldegg Marie Fellner,Feldegg,Marie Fellner,10. März 1855
2475,"Feldegg, Viktor",Feldegg Viktor,Feldegg,Viktor,. Mai 1860
2476,"Felden, Edwin",Felden Edwin,Felden,Edwin,.
2477,"Felden, Emil",Felden Emil,Felden,Emil,.
2478,"Felden, Karl",Felden Karl,Felden,Karl,7. Mai1874
2479,"Felder, Erich",Felder Erich,Felder,Erich,.
2480,"Felder, Franz Michael",Felder Franz Michael,Felder,Franz Michael,.
2481,"Feldhoff, Friedrich August",Feldhoff Friedrich August,Feldhoff,Friedrich August,13. Mai 1839
2482,"Feldhuß, Friedrich",Feldhuß Friedrich,Feldhuß,Friedrich,19. Novbr. 1800
2483,"Feldigl, Ferdinand",Feldigl Ferdinand,Feldigl,Ferdinand,.
2484,"Feldkircher, Johann",Feldkircher Johann,Feldkircher,Johann,5. April 1861
2485,"Feldmann, Karl Anton Matthias",Feldmann Karl Anton Matthias,Feldmann,Karl Anton Matthias,3.März 1812
2486,"Feldmann, Joseph",Feldmann Joseph,Feldmann,Joseph,1. Aug. 1822
2487,"Feldmann, Leopold",Feldmann Leopold,Feldmann,Leopold,23.Juni 1858
2488,"Feldt, Auguste",Feldt Auguste,Feldt,Auguste,22. März 1802
2489,"Felgel, Viktor",Felgel Viktor,Felgel,Viktor,18. März1831
2490,"Felician, Bruder",Felician Bruder,Felician,Bruder,30. Dezember 1874
2491,Felix,Felix ,Felix,,.
2492,"Felix, Ernst",Felix Ernst,Felix,Ernst,.
2493,"Feller, Joseph",Feller Joseph,Feller,Joseph,.
2494,"Fellinger, Richard",Fellinger Richard,Fellinger,Richard,15.Jan. 1839
2495,"Felner(-Kmosko), Karl (von",Felner Karl,Felner,Karl,26. März 1872
2496,"Fels, Egon",Fels Egon,Fels,Egon,.
2497,"Fels, Erich",Fels Erich,Fels,Erich,.
2498,"Fels, Guido von",Fels Guido,Fels,Guido,.
2499,"Fels, Roderich",Fels Roderich,Fels,Roderich,.
2500,"Fels, Rosa von",Fels Rosa,Fels,Rosa,.
2501,"Felsberg, Paul",Felsberg Paul,Felsberg,Paul,.
2502,"Felsberg, Otto",Felsberg Otto,Felsberg,Otto,.
2503,"Felseneck, Marie von",Felseneck Marie,Felseneck,Marie,16. Mai1860
2504,"Felsing, Helene",Felsing Helene,Felsing,Helene,.
2505,"Felsing, Otto",Felsing Otto,Felsing,Otto,29. Nov. 1906
2506,"Fensch, Albert Eduard Ludwig",Fensch Albert Eduard Ludwig,Fensch,Albert Eduard Ludwig,12. Januar1854
2507,"Fentsch, Eduard",Fentsch Eduard,Fentsch,Eduard,14. März 1838
2508,"Feodora, Prinzessin zu Schleswig-Holstein", Feodora,,Feodora,12. Febr. 1877
2509,Fercher von Steinwand,Fercher von Steinwand ,Fercher von Steinwand,,3. Juli 1874
2510,"Ferdinand, Max Alfred",Ferdinand Max Alfred,Ferdinand,Max Alfred,.
2511,"Ferdinands, Karl",Ferdinands Karl,Ferdinands,Karl,.
2512,"Fern, Edna",Fern Edna,Fern,Edna,.
2513,"Fern, Ludwig",Fern Ludwig,Fern,Ludwig,.
2514,"Fern, Valentin",Fern Valentin,Fern,Valentin,.
2515,"Fernand, Karl",Fernand Karl,Fernand,Karl,.
2516,"Fernand, Max",Fernand Max,Fernand,Max, April1871
2517,"Fernandes, Georg",Fernandes Georg,Fernandes,Georg,.
2518,"Fernau, Karl",Fernau Karl,Fernau,Karl,31.August 1873
2519,"Fernitz, Robert",Fernitz Robert,Fernitz,Robert,.
2520,"Ferrand, Eduard",Ferrand Eduard,Ferrand,Eduard,3. Aug.1859
2521,"Ferrari, A",Ferrari A,Ferrari,A,.
2522,"Ferschke, Hermann",Ferschke Hermann,Ferschke,Hermann,.
2523,"Fessel, Karl",Fessel Karl,Fessel,Karl,16. Aug. 1903
2524,"Feßler, Sigismund",Feßler Sigismund,Feßler,Sigismund,21. Januar1876
2525,"Fest, Ernst",Fest Ernst,Fest,Ernst,26.August 1845
2526,"Festenberg-Packisch, Hermann von",Festenberg-Packisch Hermann,Festenberg-Packisch,Hermann,.
2527,"Fetzer, Karl August",Fetzer Karl August,Fetzer,Karl August,4. Febr. 1838
2528,"Feuchtersleben, Ernst Frhr. v",Feuchtersleben Ernst,Feuchtersleben,Ernst,14.Septbr. 1885
2529,"Feuchtwanger, Lion",Feuchtwanger Lion,Feuchtwanger,Lion,29. April 1806
2530,"Feuerring, Joseph",Feuerring Joseph,Feuerring,Joseph,7. Juli 1884
2531,Feuerstein,Feuerstein ,Feuerstein,,6. Jan.1872
2532,"Feuerstein, Michael",Feuerstein Michael,Feuerstein,Michael,.
2533,"Feußner, Daniel",Feußner Daniel,Feußner,Daniel,29. Jan. 1872
2534,"Fey, Nikolaus",Fey Nikolaus,Fey,Nikolaus,10.Dezbr. 1875
2535,"Feyerabend, Karl",Feyerabend Karl,Feyerabend,Karl,2. März1881
2536,"Fiala, Friedrich Xaver Odo",Fiala Friedrich Xaver Odo,Fiala,Friedrich Xaver Odo,18.Oktober 1849
2537,"Fichtner, Jda",Fichtner Jda,Fichtner,Jda,21. Juli 1817
2538,"Fickeißen, Karl August",Fickeißen Karl August,Fickeißen,Karl August,.
2539,"Ficker, Ludwig von",Ficker Ludwig,Ficker,Ludwig,.
2540,"Fidler, Karoline von",Fidler Karoline,Fidler,Karoline,13. April 1880
2541,"Fieber, Friedrich",Fieber Friedrich,Fieber,Friedrich,24. Aug. 1801
2542,"Fiedler, Friedrich",Fiedler Friedrich,Fiedler,Friedrich,25. Dezember 1835
2543,"Fiedler, Karl",Fiedler Karl,Fiedler,Karl, Novbr. 1859
2544,"Fiedler, Philipp",Fiedler Philipp,Fiedler,Philipp,9. März 1834
2545,"Fieke, Karl",Fieke Karl,Fieke,Karl,.
2546,"Fielt, Charlotte",Fielt Charlotte,Fielt,Charlotte,5. Februar1857
2547,"Fiescher, Karl",Fiescher Karl,Fiescher,Karl,.
2548,"Fietz, Alois",Fietz Alois,Fietz,Alois,27. Juli1861
2549,"Filek(-Wittinghausen), Egid von",Filek Egid,Filek,Egid,23. März1874
2550,"Filhés, B",Filhés B,Filhés,B,18. Januar 1874
2551,"Filtsch, Molly Charlotte",Filtsch Molly Charlotte,Filtsch,Molly Charlotte,.
2552,"Filucius redivivus, Pastor",Filucius redivivus Pastor,Filucius redivivus,Pastor,.Novbr. 1854
2553,"Finck, Franz Nikolaus",Finck Franz Nikolaus,Finck,Franz Nikolaus,.
2554,"Finck (auch: Fink), Karl",Finck Karl,Finck,Karl,26. Juni 1867
2555,"Fincke, Klara",Fincke Klara,Fincke,Klara, Dezbr. 1848
2556,"Finckh, Ludwig",Finckh Ludwig,Finckh,Ludwig,4. Dezbr. 1859
2557,"Findeisen, Julius",Findeisen Julius,Findeisen,Julius,21. März1876
2558,"Findel, Gottfr. Joseph Gabriel",Findel Gottfr. Joseph Gabriel,Findel,Gottfr. Joseph Gabriel,3. Juni1809
2559,"Findling, Moritz",Findling Moritz,Findling,Moritz,21. Oktbr. 1828
2560,"Finelius, Hermann",Finelius Hermann,Finelius,Hermann,4.August 1867
2561,"Fink, Ernst Friedrich",Fink Ernst Friedrich,Fink,Ernst Friedrich,.
2562,"Fink von Mattsee, Der",Fink von Mattsee Der,Fink von Mattsee,Der,24.Oktober 1806
2563,"Fircks, Karl Ferdinand Freiherr von",Fircks Karl Ferdinand,Fircks,Karl Ferdinand,.
2564,"Firle, Luise",Firle Luise,Firle,Luise,25. Juli 1828
2565,"Firmenich-Richartz, Johann Matthias",Firmenich-Richartz Johann Matthias,Firmenich-Richartz,Johann Matthias,.
2566,"Fischbach, Peter Joseph",Fischbach Peter Joseph,Fischbach,Peter Joseph,5. Juli 1808
2567,"Fischbach, Friedrich",Fischbach Friedrich,Fischbach,Friedrich,14. März 1808
2568,"Fischbach, Joseph Paulus Arnold",Fischbach Joseph Paulus Arnold,Fischbach,Joseph Paulus Arnold,10. Februar 1839
2569,"Fischel, Alfred",Fischel Alfred,Fischel,Alfred,4. Septbr. 1841
2570,"Fischer, Adolf",Fischer Adolf,Fischer,Adolf,.
2571,"Fischer, Alexander",Fischer Alexander,Fischer,Alexander,12.Dezember 1872
2572,"Fischer, W. Amalie",Fischer W. Amalie,Fischer,W. Amalie, Aug. 1812
2573,"Fischer-Löher, Anna",Fischer-Löher Anna,Fischer-Löher,Anna,17. Novbr. 1851
2574,"Fischer, Arno",Fischer Arno,Fischer,Arno,.
2575,"Fischer, Betti",Fischer Betti,Fischer,Betti,9. Oktbr.1871
2576,"Fischer, Ernst Heinrich",Fischer Ernst Heinrich,Fischer,Ernst Heinrich,14. Novbr. 1907
2577,"Fischer, Ernst",Fischer Ernst,Fischer,Ernst,23.Septbr. 1846
2578,"Fischer, Ernst",Fischer Ernst,Fischer,Ernst,22. Oktbr.1820
2579,"Fischer, Felix Otto",Fischer Felix Otto,Fischer,Felix Otto,17. Mai1884
2580,"Fischer, Friedrich",Fischer Friedrich,Fischer,Friedrich,.
2581,"Fischer, Georg Felix Robert",Fischer Georg Felix Robert,Fischer,Georg Felix Robert,17.Juli 1866
2582,"Fischer, Gottlieb",Fischer Gottlieb,Fischer,Gottlieb,5. April 1872
2583,"Fischer, Hans R",Fischer Hans R,Fischer,Hans R,15.März 1867
2584,"Fischer, Hans W",Fischer Hans W,Fischer,Hans W,15.April 1863
2585,"Fischer, Hans",Fischer Hans,Fischer,Hans,18.Dezember 1876
2586,"Fischer, Heinrich L",Fischer Heinrich L,Fischer,Heinrich L,.
2587,"Fischer, Heinrich",Fischer Heinrich,Fischer,Heinrich,3.Novbr. 1822
2588,"Fischer, Jenny",Fischer Jenny,Fischer,Jenny,6. Jan.1828
2589,"Fischer, Johann Georg",Fischer Johann Georg,Fischer,Johann Georg,.
2590,"Fischer, Joseph",Fischer Joseph,Fischer,Joseph,25. Oktbr. 1816
2591,"Fischer, Julius",Fischer Julius,Fischer,Julius,Mai 1836
2592,"Fischer, Julius Karl",Fischer Julius Karl,Fischer,Julius Karl,.
2593,"Fischer(-Sallstein), Konrad",Fischer Konrad,Fischer,Konrad,31. August 1872
2594,"Fischer, Leo",Fischer Leo,Fischer,Leo,17. Septbr. 1847
2595,"Fischer, Ludwig Vincenz",Fischer Ludwig Vincenz,Fischer,Ludwig Vincenz,25. Juni 1855
2596,"Fischer, Otta (Ottilie",Fischer Otta,Fischer,Otta,20. Jan. 1845
2597,"Fischer, Otto",Fischer Otto,Fischer,Otto,.
2598,"Fischer, Paul",Fischer Paul,Fischer,Paul,.
2599,"Fischer, Martha Renate",Fischer Martha Renate,Fischer,Martha Renate,10. Jan.1870
2600,"Fischer, Richard",Fischer Richard,Fischer,Richard,17. August 1851
2601,"Fischer, Robert",Fischer Robert,Fischer,Robert,.
2602,"Fischer, Rosa",Fischer Rosa,Fischer,Rosa,19. Juli 1829
2603,"Fischer, Karl Wilhelm Theodor",Fischer Karl Wilhelm Theodor,Fischer,Karl Wilhelm Theodor,.
2604,"Fischer (aus Bous), Wilhelm",Fischer Wilhelm,Fischer,Wilhelm,.
2605,"Fischer (aus Graz), Wilhelm",Fischer Wilhelm,Fischer,Wilhelm,29. Dezember 1861
2606,"Fischer (von Thal), Wilhelm",Fischer Wilhelm,Fischer,Wilhelm,18. April 1846
2607,Fischer (aus Wermelskirchen,Fischer  ,Fischer ,,13. Dezbr. 1876
2608,"Fitger, Arthur",Fitger Arthur,Fitger,Arthur,28. Februar 1833
2609,"Fittchersvogel, Marilla",Fittchersvogel Marilla,Fittchersvogel,Marilla,28. Juni 1909
2610,"Fittica, Friedrich",Fittica Friedrich,Fittica,Friedrich,.
2611,"Fittig, Paul",Fittig Paul,Fittig,Paul,10. März 1850
2612,"Fitz-Berth, William",Fitz-Berth William,Fitz-Berth,William,12. Jan.1866
2613,"Fitzinger, Franz",Fitzinger Franz,Fitzinger,Franz,.
2614,"Fixlein II., Quintus",Fixlein II. Quintus,Fixlein II.,Quintus,16.Jan. 1800
2615,"Fizia, Adolf",Fizia Adolf,Fizia,Adolf,.
2616,"Flach, Johannes",Flach Johannes,Flach,Johannes,.
2617,"Flach, Josephine Adelheid Mathilde",Flach Josephine Adelheid Mathilde,Flach,Josephine Adelheid Mathilde,1. März1845
2618,"Flachs, Adolf",Flachs Adolf,Flachs,Adolf,6. August 1826
2619,"Flachs, Marie",Flachs Marie,Flachs,Marie,17. Mai 1856
2620,"Flaischlen, Cäsar",Flaischlen Cäsar,Flaischlen,Cäsar,20. Dezbr.1903
2621,"Flamm, Wilhelmine",Flamm Wilhelmine,Flamm,Wilhelmine,Oktober 1886
2622,"Flammberg, Gottfried",Flammberg Gottfried,Flammberg,Gottfried,2. Septbr. 1845
2623,"Flaskamp, Christoph",Flaskamp Christoph,Flaskamp,Christoph,.
2624,"Flaxland, Joseph Friedrich",Flaxland Joseph Friedrich,Flaxland,Joseph Friedrich,2. Mai 1880
2625,"Fleck, Klara",Fleck Klara,Fleck,Klara,22. März 1814
2626,"Fleckles, Leopold",Fleckles Leopold,Fleckles,Leopold,5. Jan. 1838
2627,"Fleiner, Hans",Fleiner Hans,Fleiner,Hans,14. Oktbr. 1802
2628,"Fleischer, Arthur",Fleischer Arthur,Fleischer,Arthur,.
2629,"Fleischer, Max",Fleischer Max,Fleischer,Max,11.April 1854
2630,"Fleischer, Paul",Fleischer Paul,Fleischer,Paul,.
2631,"Fleischer, Viktor",Fleischer Viktor,Fleischer,Viktor,6. Jan.1874
2632,"Flemes, Christian",Flemes Christian,Flemes,Christian,12. September 1882
2633,"Flemmich, Heinrich L",Flemmich Heinrich L,Flemmich,Heinrich L,10.Febr. 1847
2634,"Flemming, F",Flemming F,Flemming,F,1. Mai 1823
2635,"Flerx, Ludwig",Flerx Ludwig,Flerx,Ludwig,.
2636,"Flex, Rudolf",Flex Rudolf,Flex,Rudolf,16. September 1848
2637,"Flex, Walter",Flex Walter,Flex,Walter,12. Novbr.1855
2638,"Fliedner, Fritz",Fliedner Fritz,Fliedner,Fritz,6. Juli 1887
2639,"Fliegel, Alice",Fliegel Alice,Fliegel,Alice,10. Juni1845
