Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
5305,"Knispel, Hermann",Knispel Hermann,Knispel,Hermann,26.Dezember 1855
5306,"Knitl, Max",Knitl Max,Knitl,Max,4. Juni 1849
5307,"Knitschke, Marie",Knitschke Marie,Knitschke,Marie,.
5308,"Knobelsdorff, Anna",Knobelsdorff Anna,Knobelsdorff,Anna,9. April 1837
5309,"Knobelsdorff-Brenkenhoff, Nataly Auguste Amalie Hermine von",Knobelsdorff-Brenkenhoff Nataly Auguste Amalie Hermine,Knobelsdorff-Brenkenhoff,Nataly Auguste Amalie Hermine,16. Mai 1860
5310,"Knoche, Franz Seraphin Richard",Knoche Franz Seraphin Richard,Knoche,Franz Seraphin Richard,2. Oktbr. 1822
5311,"Knoeckel, Charlotte",Knoeckel Charlotte,Knoeckel,Charlotte,12.Juli 1881
5312,"Knodt, Karl Ernst",Knodt Karl Ernst,Knodt,Karl Ernst,6. Juni1856
5313,"Knoll, Albert",Knoll Albert,Knoll,Albert,.
5314,"Knoop, Gerhard Julius",Knoop Gerhard Julius,Knoop,Gerhard Julius,9. Juli1861
5315,"Knopf, Julius",Knopf Julius,Knopf,Julius,1. Januar1863
5316,"Knorr, Josephine Freiin von",Knorr Josephine,Knorr,Josephine,16. April 1827
5317,"Knorr-Schmidt, Marie",Knorr-Schmidt Marie,Knorr-Schmidt,Marie,.
5318,"Knortz, Karl",Knortz Karl,Knortz,Karl,28. August1841
5319,"Knüpfer, Hedwig Franziska Elise Karoline",Knüpfer Hedwig Franziska Elise Karoline,Knüpfer,Hedwig Franziska Elise Karoline,9. Januar 1824
5320,"Knüppel, M",Knüppel M,Knüppel,M,9.Febr. 1846
5321,"Knur, Karoline Huberta",Knur Karoline Huberta,Knur,Karoline Huberta,12. Mai 1902
5322,"Knussert, Rudolf",Knussert Rudolf,Knussert,Rudolf,24. Dezember 1863
5323,"Knüttell, Johann August",Knüttell Johann August,Knüttell,Johann August,3. Septbr. 1805
5324,"Köbele, Hanna",Köbele Hanna,Köbele,Hanna,.
5325,"Kobell, Franz Ritter von",Kobell Franz,Kobell,Franz,19. Juli 1803
5326,"Köberle, Georg",Köberle Georg,Köberle,Georg,21. März1819
5327,"Koberstein, Karl Jakob Wilhelm Ferdinand",Koberstein Karl Jakob Wilhelm Ferdinand,Koberstein,Karl Jakob Wilhelm Ferdinand,15. Febr. 1836
5328,"Köbner, Julius Johannes Wilhelm",Köbner Julius Johannes Wilhelm,Köbner,Julius Johannes Wilhelm,11. Juni 1806
5329,"Koburg, Elfriede von",Koburg Elfriede von,Koburg,Elfriede von,.
5330,"Koch, Ernst",Koch Ernst,Koch,Ernst,1. Januar 1844
5331,"Koch, Gaudenz",Koch Gaudenz,Koch,Gaudenz,24. Mai 1890
5332,"Koch, Hans",Koch Hans,Koch,Hans,.
5333,"Koch, Johannes Rudolf",Koch Johannes Rudolf,Koch,Johannes Rudolf,.Novbr. 1868
5334,"Koch, Johann",Koch Johann,Koch,Johann,30. Novbr.1802
5335,"Koch, Julius",Koch Julius,Koch,Julius,.
5336,"Koch, Katharina",Koch Katharina,Koch,Katharina,8. April1811
5337,"Koch, Luise",Koch Luise,Koch,Luise,.
5338,"Koch, Maidy",Koch Maidy,Koch,Maidy,.
5339,"Koch, Marie",Koch Marie,Koch,Marie,.
5340,"Koch, Martin",Koch Martin,Koch,Martin,11. Juni1860
5341,"Koch, Philipp",Koch Philipp,Koch,Philipp,5. Jan. 1804
5342,"Koch, Seph",Koch Seph,Koch,Seph,18. Oktober1839
5343,"Koch, Theodora",Koch Theodora,Koch,Theodora,.
5344,"Koch, Wilhelm",Koch Wilhelm,Koch,Wilhelm,30.Juli 1845
5345,"Koch, Wilhelm",Koch Wilhelm,Koch,Wilhelm,2. Juni1825
5346,"Koch-Breuberg, Friedrich",Koch-Breuberg Friedrich,Koch-Breuberg,Friedrich,3. März 1847
5347,"Koch(-Westerhove), Julius Ludwig August",Koch Julius Ludwig August,Koch,Julius Ludwig August,4. Dezember1841
5348,"Kocher, Anton vom",Kocher Anton,Kocher,Anton,.
5349,"Köcher, Ernst Ferdinand",Köcher Ernst Ferdinand,Köcher,Ernst Ferdinand,20. April 1864
5350,"Köchy, Karl Georg Heinrich Eduard",Köchy Karl Georg Heinrich Eduard,Köchy,Karl Georg Heinrich Eduard,26. Oktbr. 1800
5351,"Kock, Karl Theodor",Kock Karl Theodor,Kock,Karl Theodor, Novbr. 1820
5352,"Koderle, Johann Elegius",Koderle Johann Elegius,Koderle,Johann Elegius,1. Dezbr. 1814
5353,"Köferl, Josef",Köferl Josef,Köferl,Josef,1. Oktbr. 1865
5354,"Kögel, Fritz (Friedrich Karl Adolf",Kögel Fritz,Kögel,Fritz,2. August 1860
5355,"Kögel, Gottfried",Kögel Gottfried,Kögel,Gottfried,21.Novbr. 1858
5356,"Kögel, Rudolf",Kögel Rudolf,Kögel,Rudolf,18. Febr.1829
5357,Kogl,Kogl ,Kogl,,.
5358,"Koglgruber, Kajetan",Koglgruber Kajetan,Koglgruber,Kajetan,14. Mai 1817
5359,"Kohl, Albert",Kohl Albert,Kohl,Albert,9. Juli 1872
5360,"Kohl, Anton",Kohl Anton,Kohl,Anton,19. Juni1851
5361,"Kohl, Johann Georg",Kohl Johann Georg,Kohl,Johann Georg,28. April 1808
5362,S,S ,S,,11. Februar 1851
5363,"Kohl, Kamilla",Kohl Kamilla,Kohl,Kamilla,13. Dezbr. 1834
5364,"Kohl von Kohlenegg, Leonhard",Kohl von Kohlenegg Leonhard,Kohl von Kohlenegg,Leonhard,6. Februar 1872
5365,"Kohlenegg (eigentlich KohlKohlenegg), Viktor von",Kohlenegg Viktor,Kohlenegg,Viktor,.
5366,"Kohlenegg, Gertrud von",Kohlenegg Gertrud,Kohlenegg,Gertrud,9. März1849
5367,"Kohler, Joseph",Kohler Joseph,Kohler,Joseph,5. Novbr.1855
5368,"Köhler, Bruno",Köhler Bruno,Köhler,Bruno,22.August 1846
5369,"Köhler, Georgine",Köhler Georgine,Köhler,Georgine,.
5370,"Köhler, Gustav",Köhler Gustav,Köhler,Gustav,.
5371,"Köhler, Hartwig",Köhler Hartwig,Köhler,Hartwig,7.Januar 1852
5372,"Köhler, Heinrich",Köhler Heinrich,Köhler,Heinrich,5. Mai 1813
5373,"Köhler, Julie Karoline Henriette",Köhler Julie Karoline Henriette,Köhler,Julie Karoline Henriette,1. Mai1848
5374,"Köhler, Hermann",Köhler Hermann,Köhler,Hermann,14. März 1828
5375,"Köhler, Joseph Eduard",Köhler Joseph Eduard,Köhler,Joseph Eduard,6. März 1819
5376,"Köhler, Ludwig",Köhler Ludwig,Köhler,Ludwig,13. Juni1887
5377,"Köhler-Godinow, Wilhelm Eduard Franz",Köhler-Godinow Wilhelm Eduard Franz,Köhler-Godinow,Wilhelm Eduard Franz,14. Juni 1872
5378,"Köhler-Haußen, Karl Friedrich Ernst",Köhler-Haußen Karl Friedrich Ernst,Köhler-Haußen,Karl Friedrich Ernst,23. Dezember 1815
5379,"Kohlhauer, Karl Ernst",Kohlhauer Karl Ernst,Kohlhauer,Karl Ernst,.
5380,"Kohlhepp, Karl",Kohlhepp Karl,Kohlhepp,Karl,31. Aug. 1865
5381,"Kohlmetz, Hermann",Kohlmetz Hermann,Kohlmetz,Hermann,13. März 1831
5382,"Kohlmünzer, Ernest",Kohlmünzer Ernest,Kohlmünzer,Ernest,4.Oktober 1850
5383,"Kohlrausch, Robert",Kohlrausch Robert,Kohlrausch,Robert,28. Jan. 1860
5384,"Kohn, Alois",Kohn Alois,Kohn,Alois,8.März 1825
5385,"Kohn, Salomon",Kohn Salomon,Kohn,Salomon,19.Dezember 1871
5386,"Kohne, Gustav",Kohne Gustav,Kohne,Gustav,3. März 1823
5387,"Köhr, Julius",Köhr Julius,Köhr,Julius,.Oktober 1870
5388,"Koehre, Otto Paul",Koehre Otto Paul,Koehre,Otto Paul, Juli 1866
5389,"Kohut, Adolph",Kohut Adolph,Kohut,Adolph,.
5390,"Kolb, Elsa",Kolb Elsa,Kolb,Elsa,8.März 1864
5391,"Kolbe, Elisabeth",Kolbe Elisabeth,Kolbe,Elisabeth,.
5392,"Kolbe, Hanna",Kolbe Hanna,Kolbe,Hanna,2. März1873
5393,"Kolbe, Julius",Kolbe Julius,Kolbe,Julius,.
5394,"Kolbenheyer, Emil Guido",Kolbenheyer Emil Guido,Kolbenheyer,Emil Guido,17. Juli 1810
5395,"Kolbenheyer, Moritz",Kolbenheyer Moritz,Kolbenheyer,Moritz,21.Septbr. 1816
5396,"Kolisch, Sigmund",Kolisch Sigmund,Kolisch,Sigmund,.
5397,"Kollbach, Karl",Kollbach Karl,Kollbach,Karl,29. März1825
5398,"Köller, Eduard",Köller Eduard,Köller,Eduard,2.Septbr. 1847
5399,"Kolloden, Alexander",Kolloden Alexander,Kolloden,Alexander,28. Febr.1843
5400,"Kölm, Michael",Kölm Michael,Kölm,Michael,.
5401,"Koelman, Margarete",Koelman Margarete,Koelman,Margarete,.
5402,"Kölner, Johann Rudolf",Kölner Johann Rudolf,Kölner,Johann Rudolf,4. Dezbr. 1865
5403,"Kolping, Adolf",Kolping Adolf,Kolping,Adolf,16. Mai1844
5404,"Kömle, Anton",Kömle Anton,Kömle,Anton, Mai 1822
5405,"Kompert, Leopold",Kompert Leopold,Kompert,Leopold,.
5406,"Kompert, Paul",Kompert Paul,Kompert,Paul, Mai 1899
5407,"Konegen, Dora",Konegen Dora,Konegen,Dora,31. Jan. 1824
5408,"Koenemann, Larl Ludwig Dietrich",Koenemann Larl Ludwig Dietrich,Koenemann,Larl Ludwig Dietrich,30. Juni1879
5409,"Konen, Raoul",Konen Raoul,Konen,Raoul,10. Oktbr. 1877
5410,"Konewka-Eggebert, Albert",Konewka-Eggebert Albert,Konewka-Eggebert,Albert,25. Novbr. 1861
5411,"Koniecki, Christian Gottfried Hermann",Koniecki Christian Gottfried Hermann,Koniecki,Christian Gottfried Hermann,24. Novbr.1872
5412,"König, Anton",König Anton,König,Anton,11.April 1833
5413,"König, Bruno Emil",König Bruno Emil,König,Bruno Emil,18.Januar 1871
5414,"König, Eberhard",König Eberhard,König,Eberhard,21. Aug.1864
5415,"König, Eugen",König Eugen,König,Eugen,9. März 1888
5416,"König, Ewald August",König Ewald August,König,Ewald August,13. März 1849
5417,"König, Götz Freiherr von",König Götz,König,Götz,4. März1824
5418,"König, Theodor",König Theodor,König,Theodor,13. April1895
5419,"Koenigsberg, Alfred",Koenigsberg Alfred,Koenigsberg,Alfred,.
5420,"Königsberg, Werner von",Königsberg Werner von,Königsberg,Werner von,22. Februar 1857
5421,"Königsbrun-Schaup, Franz Xaver Joseph Schaup von",Königsbrun-Schaup Franz Xaver Joseph Schaup von,Königsbrun-Schaup,Franz Xaver Joseph Schaup von,.
5422,"Koninski-Weiß, M",Koninski-Weiß M,Koninski-Weiß,M,.
5423,"Konrad, Ernst",Konrad Ernst,Konrad,Ernst,29. April 1843
5424,"Kopal, Karl Gustav Wilhelm",Kopal Karl Gustav Wilhelm,Kopal,Karl Gustav Wilhelm,8. Mai 1830
5425,"Köpert, Hans Hugo Hermann",Köpert Hans Hugo Hermann,Köpert,Hans Hugo Hermann,27.Mai 1869
5426,"Kophamel, Luise",Kophamel Luise,Kophamel,Luise,8. Septbr. 1825
5427,"Kopp, Waldemar Edmund",Kopp Waldemar Edmund,Kopp,Waldemar Edmund,22.April 1850
5428,"Koppel, Ernst",Koppel Ernst,Koppel,Ernst,7. Dezbr. 1840
5429,"Koppel (oder wie er sich jetzt nennt, Koppel-Ellfeld), Franz",Koppel Franz,Koppel,Franz,.
5430,"Koeppel, Emmy",Koeppel Emmy,Koeppel,Emmy,11. Juni1855
5431,"Koppen, Luise",Koppen Luise,Koppen,Luise,.
5432,"Koeppen, Arnold",Koeppen Arnold,Koeppen,Arnold,8.März 1830
5433,"Köppen, Fedor von",Köppen Fedor,Köppen,Fedor,10. Novbr. 1866
5434,"Köppen(-Bode), Martha",Köppen Martha,Köppen,Martha,Juli 1900
5435,"Koepper, P. W. Gustav",Koepper P. W. Gustav,Koepper,P. W. Gustav,18. Juli 1879
5436,"Koppin, Richard O",Koppin Richard O,Koppin,Richard O,20.Januar 1876
5437,"Körber, F. F. Paul",Körber F. F. Paul,Körber,F. F. Paul,26.Dezbr. 1812
5438,"Körber, Philipp von",Körber Philipp,Körber,Philipp,.
5439,"Kordelia, Helene",Kordelia Helene,Kordelia,Helene,13. April1862
5440,"Kordon, Hans",Kordon Hans,Kordon,Hans,15. August 1845
5441,"Kordon, Helene Maria Franziska",Kordon Helene Maria Franziska,Kordon,Helene Maria Franziska,Septbr. 1865
5442,"Kordvahr, Hedwig",Kordvahr Hedwig,Kordvahr,Hedwig,.
5443,"Korff, Mania",Korff Mania,Korff,Mania,19.Febr. 1856
5444,"Korff(-Schmising-Kerßenbrock), Therese Gräfin",Korff Therese,Korff,Therese,7. Januar1860
5445,"Korn, Artur",Korn Artur,Korn,Artur,26. April 1803
5446,"Korn, Friedrich",Korn Friedrich,Korn,Friedrich,.
5447,"Körner, Frida",Körner Frida,Körner,Frida,17. April1815
5448,"Körner, Friedrich",Körner Friedrich,Körner,Friedrich,16. Januar 1856
5449,"Körner, Paul Georg",Körner Paul Georg,Körner,Paul Georg,.
5450,"Körner, Gustav",Körner Gustav,Körner,Gustav,.
5451,"Kornfeger, A",Kornfeger A,Kornfeger,A,11. Juni 1856
5452,"Kornfeld, Heinrich",Kornfeld Heinrich,Kornfeld,Heinrich,19.Jan. 1829
5453,"Korschann, Franz",Korschann Franz,Korschann,Franz,28. Januar1828
5454,"Korschann, Karl",Korschann Karl,Korschann,Karl,22. Februar 1821
5455,"Korschann, Rudolf",Korschann Rudolf,Korschann,Rudolf,25. Juni1845
5456,"Körting, Gustav",Körting Gustav,Körting,Gustav,.
5457,Kosakaute,Kosakaute ,Kosakaute,,8.August 1845
5458,"Koschat, Thomas",Koschat Thomas,Koschat,Thomas,.
5459,"Koschützki, Rudolf von",Koschützki Rudolf,Koschützki,Rudolf,22. November 1867
5460,"Kosel, Hermann Clemens",Kosel Hermann Clemens,Kosel,Hermann Clemens,30. März 1824
5461,"Kospoth, William Graf",Kospoth William,Kospoth,William,4. Aug. 1814
5462,"Kossak, Karl Ludwig Ernst",Kossak Karl Ludwig Ernst,Kossak,Karl Ludwig Ernst,22.August 1855
5463,"Kossak, Margarete",Kossak Margarete,Kossak,Margarete,1. Juli 1879
5464,"Kossarski, Julius",Kossarski Julius,Kossarski,Julius,3. Novbr. 1873
5465,"Kossarski, Ludwig",Kossarski Ludwig,Kossarski,Ludwig,.
5466,"Koßmann, Robby August",Koßmann Robby August,Koßmann,Robby August,8. März 1883
5467,"Köster, Karl Heinrich Adolf",Köster Karl Heinrich Adolf,Köster,Karl Heinrich Adolf,16. August1818
5468,"Köster, Hans",Köster Hans,Köster,Hans,17. Juli1856
5469,"Köster, Hugo",Köster Hugo,Köster,Hugo,3. Febr.1842
5470,"Kösting, Karl",Kösting Karl,Kösting,Karl,16.September 1866
5471,"Köstler, Richard",Köstler Richard,Köstler,Richard,29. Juli 1813
5472,"Köstlin, Christian Reinhold",Köstlin Christian Reinhold,Köstlin,Christian Reinhold,30. Mai 1877
5473,"Köstlin, Therese Josephine Sophie",Köstlin Therese Josephine Sophie,Köstlin,Therese Josephine Sophie,.
5474,"Kotanyi, E",Kotanyi E,Kotanyi,E,12. Febr.1818
5475,"Kotte, Anton",Kotte Anton,Kotte,Anton,20. Mai 1857
5476,"Kottwitz, Edler v. Kortschak, Gottfried Alexander Viktor",Kottwitz Gottfried Alexander Viktor,Kottwitz,Gottfried Alexander Viktor,1. März 1878
5477,"Kotzde, Rudolf Wilhelm",Kotzde Rudolf Wilhelm,Kotzde,Rudolf Wilhelm,23. Aug.1869
5478,"Kotze, Stefan von",Kotze Stefan von,Kotze,Stefan von,19. März 1813
5479,"Kotzebue, Wilhelm von",Kotzebue Wilhelm von,Kotzebue,Wilhelm von,14. April 1813
5480,"Kotzenberg, H. W. A",Kotzenberg H. W. A,Kotzenberg,H. W. A,.
5481,"Kovařik, Othmar",Kovařik Othmar,Kovařik,Othmar,.
5482,"Kováts, Edgar",Kováts Edgar,Kováts,Edgar,23.März 1864
5483,"Kowalek, Emerich",Kowalek Emerich,Kowalek,Emerich,.
5484,"Kowarz, Wilhelm Maria",Kowarz Wilhelm Maria,Kowarz,Wilhelm Maria,11. Oktbr.1834
5485,"Kowy, Jaques",Kowy Jaques,Kowy,Jaques,19.Oktober 1846
5486,"Kracher, Ferdinand",Kracher Ferdinand,Kracher,Ferdinand,24. Aug. 1865
5487,"Krack, Otto",Krack Otto,Krack,Otto,27. Mai 1844
5488,"Krackowizer, Ferdinand",Krackowizer Ferdinand,Krackowizer,Ferdinand,17. Oktbr. 1828
5489,"Kraffert, Adalbert Hermann",Kraffert Adalbert Hermann,Kraffert,Adalbert Hermann,.
5490,"Krafft, Else",Krafft Else,Krafft,Else,.
5491,"Kraft, Frieda",Kraft Frieda,Kraft,Frieda,13. Juli 1893
5492,"Kraft, Karl",Kraft Karl,Kraft,Karl,3. Oktbr. 1869
5493,"Kraft, Emil Robert",Kraft Emil Robert,Kraft,Emil Robert,.
5494,"Kraft, Werner",Kraft Werner,Kraft,Werner,11.Novbr. 1876
5495,"Kraft, Edlerv. Helmhacker, Ottokar August von",Kraft Ottokar August,Kraft,Ottokar August,7. März 1886
5496,"Kraft, Edlerv. Helmhacker, Zdenko von",Kraft Zdenko,Kraft,Zdenko,6. Febr.1860
5497,"Kraftel, Richard",Kraftel Richard,Kraftel,Richard,.
5498,"Krag, Frida von",Krag Frida,Krag,Frida,.
5499,"Krah, Jna",Krah Jna,Krah,Jna,29. Novbr. 1807
5500,"Krais, Friedrich Julius",Krais Friedrich Julius,Krais,Friedrich Julius,1. Oktober 1852
5501,"Kralik (oder, wie er sich seit 1885 nennt, Kralik Ritterv. Meyrswalden), Richard von",Kralik Richard,Kralik,Richard von,.
5502,"Krall, Frau Emma",Krall Frau Emma,Krall,Frau Emma,20. Febr.1852
5503,"Kram, Joseph",Kram Joseph,Kram,Joseph,13. Febr. 1842
5504,"Kramer, Sigmund Freiherr von",Kramer Sigmund,Kramer,Sigmund,21.Januar 1865
5505,"Krämer, Alfons",Krämer Alfons,Krämer,Alfons,26. Januar 1853
5506,"Krane, Anna Freiin von",Krane Anna,Krane,Anna, Novbr. 1812
5507,"Krane, Friedrich Wilhelm Karl Freiherr von",Krane Friedrich Wilhelm Karl,Krane,Friedrich Wilhelm Karl,17.Dezbr. 1862
5508,"Kranewitter, Franz",Kranewitter Franz,Kranewitter,Franz,23. August 1870
5509,"Kranich, Timotheus (Paul",Kranich Timotheus Paul,Kranich,Timotheus Paul,.
5510,"Krantz, Ella",Krantz Ella,Krantz,Ella,.
5511,"Kranz, J. Heinrich",Kranz J. Heinrich,Kranz,J. Heinrich, September 1885
5512,"Kranz, Richard",Kranz Richard,Kranz,Richard,.
5513,"Kranzhoff, Wilhelm",Kranzhoff Wilhelm,Kranzhoff,Wilhelm,18. Dezbr. 1882
5514,"Krapp, Lorenz Alexander",Krapp Lorenz Alexander,Krapp,Lorenz Alexander,11. März 1882
5515,"Kraßberger, Sigmund",Kraßberger Sigmund,Kraßberger,Sigmund,28. April1818
5516,"Krasser, Friedrich",Krasser Friedrich,Krasser,Friedrich,21.Dezember 1861
5517,"Kraßnigg, Rudolf",Kraßnigg Rudolf,Kraßnigg,Rudolf,6. April1839
5518,"Krastel, Friedrich",Krastel Friedrich,Krastel,Friedrich,7. Oktbr.1863
5519,"Kratt, Gottfried",Kratt Gottfried,Kratt,Gottfried,14. Oktbr. 1882
5520,"Kratzer, Hedwig Johanna",Kratzer Hedwig Johanna,Kratzer,Hedwig Johanna, Febr. 1879
5521,"Kraetzer, Marie",Kraetzer Marie,Kraetzer,Marie,10.Oktbr. 1876
5522,"Krauel, Wilhelm",Krauel Wilhelm,Krauel,Wilhelm,24. September 1876
5523,"Krauer, Joseph",Krauer Joseph,Krauer,Joseph,.
5524,"Kraus, Annie",Kraus Annie,Kraus,Annie,27.Febr. 1882
5525,"Kraus, Christian",Kraus Christian,Kraus,Christian,.
5526,"Kraus, Eberhard",Kraus Eberhard,Kraus,Eberhard,25. Oktbr.1833
5527,"Kraus, Konrad",Kraus Konrad,Kraus,Konrad,24. Juli1872
5528,"Kraus, Oskar",Kraus Oskar,Kraus,Oskar,.Mai 1857
5529,"Krausbauer, Theodor",Krausbauer Theodor,Krausbauer,Theodor,5.Dezbr. 1856
5530,"Krauschner, Jrma",Krauschner Jrma,Krauschner,Jrma,28. August 1872
5531,"Krause, August Friedrich",Krause August Friedrich,Krause,August Friedrich,.
5532,"Krause, Helene von",Krause Helene,Krause,Helene,3. Jan. 1870
5533,"Krause, Karl",Krause Karl,Krause,Karl,28. Februar 1862
5534,"Krause (-Kinkel), Marie",Krause Marie,Krause,Marie,.
5535,"Krause, Oskar",Krause Oskar,Krause,Oskar,26. März 1870
5536,"Krause, Otto",Krause Otto,Krause,Otto,2. Dezbr.1838
5537,"Krause, Robert",Krause Robert,Krause,Robert,7. Oktbr. 1859
5538,"Krauß, Friedrich Salomo",Krauß Friedrich Salomo,Krauß,Friedrich Salomo,23. März 1864
5539,"Krauß, Gustav Johannes",Krauß Gustav Johannes,Krauß,Gustav Johannes,26. Dezbr. 1861
5540,"Krauß, Hans Nicolaus (Klaus",Krauß Hans Nicolaus Klaus,Krauß,Hans Nicolaus Klaus,18.April 1868
5541,"Krauß, Maximilian",Krauß Maximilian,Krauß,Maximilian,.
5542,"Krauß, Peter",Krauß Peter,Krauß,Peter,14. März1861
5543,"Krauß, Rudolf",Krauß Rudolf,Krauß,Rudolf,3. Juli1870
5544,"Kravogl, Joseph",Kravogl Joseph,Kravogl,Joseph,6.November 1868
5545,"Krawani, Viktor",Krawani Viktor,Krawani,Viktor,.
5546,"Kraze, Frieda H",Kraze Frieda H,Kraze,Frieda H,29. Novbr. 1829
5547,"Krebs, Johann Jakob",Krebs Johann Jakob,Krebs,Johann Jakob,14. Jan.1856
5548,"Krebs, Julius Robert Eduard",Krebs Julius Robert Eduard,Krebs,Julius Robert Eduard,17. Mai 1847
5549,"Krebs, Hugo",Krebs Hugo,Krebs,Hugo,7. November 1826
5550,"Krebs, Georg Ludwig",Krebs Georg Ludwig,Krebs,Georg Ludwig,16.Mai 1863
5551,"Kreibich, Hans R",Kreibich Hans R,Kreibich,Hans R,18. Dezbr. 1863
5552,"Kreibig, Joseph Clemens",Kreibig Joseph Clemens,Kreibig,Joseph Clemens,5. Aug.1841
5553,"Kreidner, G. L",Kreidner G. L,Kreidner,G. L,.
5554,"Kreidolf, Ernst",Kreidolf Ernst,Kreidolf,Ernst,12. April 1902
5555,"Kreiml, Antonie",Kreiml Antonie,Kreiml,Antonie,18. April1862
5556,"Kreis, Philipp",Kreis Philipp,Kreis,Philipp,9. Mai1830
5557,"Kreisler, Hugo",Kreisler Hugo,Kreisler,Hugo,21. Juni 1847
5558,"Kreiten, Pater Wilhelm",Kreiten Pater Wilhelm,Kreiten,Pater Wilhelm,.
5559,"Krejči, Marie Anna",Krejči Marie Anna,Krejči,Marie Anna,.
5560,"Krela, Rolf de",Krela Rolf de,Krela,Rolf de,.
5561,"Kremer, Heinrich",Kremer Heinrich,Kremer,Heinrich,.
5562,"Kremnitz, Mite (Marie",Kremnitz Mite Marie,Kremnitz,Mite Marie,.
5563,"Krempe, Jda",Krempe Jda,Krempe,Jda,11.Februar 1862
5564,"Krempl, Joseph",Krempl Joseph,Krempl,Joseph,18. Februar 1871
5565,"Krenn, Robert Adolf Ludwig Gustav",Krenn Robert Adolf Ludwig Gustav,Krenn,Robert Adolf Ludwig Gustav,12. Juni 1859
5566,"Kreowski, Ernst Franz",Kreowski Ernst Franz,Kreowski,Ernst Franz,14. Januar1862
5567,"Kresse, Oskar",Kresse Oskar,Kresse,Oskar,7. Oktbr. 1884
5568,"Kretschmer, Dora-Lotti",Kretschmer Dora-Lotti,Kretschmer,Dora-Lotti,26. Juli1861
5569,"Kretschmer, Hugo",Kretschmer Hugo,Kretschmer,Hugo,7. Juni 1854
5570,"Kretzer, Max",Kretzer Max,Kretzer,Max,19. Juli 1874
5571,"Kretzmann, Friedrich Karl",Kretzmann Friedrich Karl,Kretzmann,Friedrich Karl,3. Aug.1812
5572,"Kretzschmar, August",Kretzschmar August,Kretzschmar,August,.
5573,"Kretzschmer, Eleonore",Kretzschmer Eleonore,Kretzschmer,Eleonore,30.Mai 1862
5574,"Kreusch, Edmund",Kreusch Edmund,Kreusch,Edmund,20. Juli 1838
5575,"Kreusler, Emma",Kreusler Emma,Kreusler,Emma,24.Jan. 1862
5576,"Kreutzberger, Oskar",Kreutzberger Oskar,Kreutzberger,Oskar,26. Aug.1886
5577,"Kreutzer, Guido",Kreutzer Guido,Kreutzer,Guido,12.Febr. 1833
5578,"Kreutzer, Ludwig",Kreutzer Ludwig,Kreutzer,Ludwig,13.Febr. 1838
5579,"Kreuzhage, Eduard",Kreuzhage Eduard,Kreuzhage,Eduard,16. Mai1833
5580,"Kreyher, Max",Kreyher Max,Kreyher,Max,27. April1828
5581,"Krez, Konrad",Krez Konrad,Krez,Konrad,.
5582,"Krickeberg, Elisabeth",Krickeberg Elisabeth,Krickeberg,Elisabeth,15. März 1847
5583,"Krieg, Johann Joseph",Krieg Johann Joseph,Krieg,Johann Joseph,14. Oktbr. 1868
5584,"Krieg von Hochfelden, Edith Baronin",Krieg von Hochfelden Edith Baronin,Krieg von Hochfelden,Edith Baronin,31. Mai 1866
5585,"Krieger, (Krüger), Hermann",Krieger Hermann,Krieger,Hermann,27. März1844
5586,"Kriesche, Alma",Kriesche Alma,Kriesche,Alma,5. August1878
5587,"Krille, Otto",Krille Otto,Krille,Otto,1. Mai1878
5588,"Krische, Paul",Krische Paul,Krische,Paul,1. Juli 1890
5589,"Kritzinger, Friedrich Wilhelm",Kritzinger Friedrich Wilhelm,Kritzinger,Friedrich Wilhelm,10. Febr.1875
5590,"Krobath, Karl",Krobath Karl,Krobath,Karl,4. Juli 1851
5591,"Kroczak, Ferdinand Anton",Kroczak Ferdinand Anton,Kroczak,Ferdinand Anton, März 1869
5592,"Kröger, Timm",Kröger Timm,Kröger,Timm,.
5593,"Krohn, J",Krohn J,Krohn,J,.
5594,"Kroll, Elsa",Kroll Elsa,Kroll,Elsa,31.Oktober 1876
5595,"Krömer, Charlotte",Krömer Charlotte,Krömer,Charlotte,8. Juli 1854
5596,"Kroemer-Schaefer, Elise",Kroemer-Schaefer Elise,Kroemer-Schaefer,Elise,14.September 1827
5597,"Krone, Hermann",Krone Hermann,Krone,Hermann,7. Dezbr. 1861
5598,"Krone, Pauline",Krone Pauline,Krone,Pauline,26.Jan. 1860
5599,"Kronecker, Walther",Kronecker Walther,Kronecker,Walther,3. Juni 1865
5600,"Kronfeld, Moritz",Kronfeld Moritz,Kronfeld,Moritz,.
5601,"Kronoff, Frieda von",Kronoff Frieda,Kronoff,Frieda,11. April 1874
5602,"Kroepelin, Hermann",Kroepelin Hermann,Kroepelin,Hermann,30. August 1869
5603,"Kropf (Kroff), Friedrich",Kropf Friedrich,Kropf,Friedrich,10. Juni1879
5604,"Krossa, Ellinor",Krossa Ellinor,Krossa,Ellinor,.
5605,"Krticzka, Hans",Krticzka Hans,Krticzka,Hans,.
5606,"Krüer, Wilhelm",Krüer Wilhelm,Krüer,Wilhelm,.
5607,"Krug, Karl",Krug Karl,Krug,Karl,Mai 1878
5608,"Krug, Maria",Krug Maria,Krug,Maria,2. Juni1883
5609,"Krügel, Gerhard",Krügel Gerhard,Krügel,Gerhard,19. Aug.1819
