Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
5060,"Keller, Ernst",Keller Ernst,Keller,Ernst,13. März1835
5061,"Keller-Soden, Ernst",Keller-Soden Ernst,Keller-Soden,Ernst,16.Mai 1851
5062,"Keller, Eufemia",Keller Eufemia,Keller,Eufemia,.
5063,"Keller, Franz Joseph",Keller Franz Joseph,Keller,Franz Joseph,24. Oktbr. 1824
5064,"Keller, Franz Karl",Keller Franz Karl,Keller,Franz Karl,10.Oktober 1847
5065,"Keller, Gottfried",Keller Gottfried,Keller,Gottfried,19.Juli 1819
5066,"Keller, Heinrich",Keller Heinrich,Keller,Heinrich,.
5067,"Keller, Paul",Keller Paul,Keller,Paul,6. Juli 1873
5068,"Keller, Richard Vincenz",Keller Richard Vincenz,Keller,Richard Vincenz,6. Aug. 1885
5069,"Keller, Richard",Keller Richard,Keller,Richard,.
5070,"Keller, Samuel",Keller Samuel,Keller,Samuel,1. Oktbr. 1898
5071,"Keller, Sophie von",Keller Sophie von,Keller,Sophie von,.
5072,"Keller-Jordan, Henriette",Keller-Jordan Henriette,Keller-Jordan,Henriette,4. Juni 1835
5073,"Kellermann, August",Kellermann August,Kellermann,August,13.Juli 1849
5074,"Kellermann, Bernhard",Kellermann Bernhard,Kellermann,Bernhard,4. März 1879
5075,"Kellnarn, Karl",Kellnarn Karl,Kellnarn,Karl,.
5076,"Kellner, Albert",Kellner Albert,Kellner,Albert,21. Nov.1857
5077,"Kellner, Karl Ferdinand August",Kellner Karl Ferdinand August,Kellner,Karl Ferdinand August,19. Oktbr. 1851
5078,"Kelterborn, Rudolf",Kelterborn Rudolf,Kelterborn,Rudolf,17.Juni 1843
5079,"Kematmüller, Heinrich Nikolaus",Kematmüller Heinrich Nikolaus,Kematmüller,Heinrich Nikolaus,6. Dezember 1856
5080,"Kemmer, Otto",Kemmer Otto,Kemmer,Otto,27.Juni 1858
5081,"Kemmler, Gottlob",Kemmler Gottlob,Kemmler,Gottlob,23. April1823
5082,"Kempe, Anna",Kempe Anna,Kempe,Anna,17.Mai 1825
5083,"Kempe, Karl",Kempe Karl,Kempe,Karl,28. Oktbr.1855
5084,"Kempgens, Peter",Kempgens Peter,Kempgens,Peter,24.August 1848
5085,"Kempis, Theobald a",Kempis Theobald a,Kempis,Theobald a,.
5086,"Kempner, David",Kempner David,Kempner,David,29. Dezbr.1823
5087,"Kempner, Friederike",Kempner Friederike,Kempner,Friederike,25.Juni 1836
5088,"Kempner(-Hochstädt), Max",Kempner Max,Kempner,Max,5. März 1863
5089,"Keppler, Fritz",Keppler Fritz,Keppler,Fritz,25. Januar1842
5090,"Kerausch(-Heimfelsen), Joseph",Kerausch Joseph,Kerausch,Joseph,19. August 1859
5091,"Kerkovius, Moritz",Kerkovius Moritz,Kerkovius,Moritz, September 1878
5092,"Kerkow, Karl Friedrich",Kerkow Karl Friedrich,Kerkow,Karl Friedrich,.Dezbr. 1828
5093,"Kern, Jrmgard",Kern Jrmgard,Kern,Jrmgard,.
5094,"Kern, Julie",Kern Julie,Kern,Julie,6. Jan. 1858
5095,"Kern, Marie",Kern Marie,Kern,Marie,.
5096,"Kern, Theo",Kern Theo,Kern,Theo,.
5097,"Kerner, Ernst Maria",Kerner Ernst Maria,Kerner,Ernst Maria,10. Oktober 1882
5098,"Kerner, H",Kerner H,Kerner,H,.
5099,"Kerner, Theobald",Kerner Theobald,Kerner,Theobald,14. Juni 1817
5100,"Kernstock, Otto",Kernstock Otto,Kernstock,Otto,25. Juli 1848
5101,"Kerrl, Friedrich Adolf",Kerrl Friedrich Adolf,Kerrl,Friedrich Adolf, April 1907
5102,"Kerschbaumer, Anton",Kerschbaumer Anton,Kerschbaumer,Anton,24. August 1823
5103,"Kerstan, Karl L. F",Kerstan Karl L. F,Kerstan,Karl L. F,22. Oktober 1847
5104,"Kessel, Karl von",Kessel Karl,Kessel,Karl,24. Dezember1807
5105,"Keßler, Engelbert",Keßler Engelbert,Keßler,Engelbert,1.März 1834
5106,"Keßler, Helene",Keßler Helene,Keßler,Helene,.
5107,"Keßler, Richard",Keßler Richard,Keßler,Richard,6. Juli1875
5108,"Kesting, Franz",Kesting Franz,Kesting,Franz,30.März 1872
5109,"Kestranek, Klara",Kestranek Klara,Kestranek,Klara,20. Mai 1868
5110,"Kette, Hermann",Kette Hermann,Kette,Hermann,29. Dezbr. 1908
5111,"Kettenburg, Kuno von der",Kettenburg Kuno,Kettenburg,Kuno,1. April 1864
5112,"Kettnacker, Richard",Kettnacker Richard,Kettnacker,Richard,24. März 1843
5113,"Keuchel, Gustav",Keuchel Gustav,Keuchel,Gustav, August 1832
5114,"Kendell, Rudolf von",Kendell Rudolf,Kendell,Rudolf,25.Septbr. 1808
5115,"Keyser, Stefanie",Keyser Stefanie,Keyser,Stefanie,30.März 1847
5116,"Keyserling, Graf Eduard",Keyserling Eduard,Keyserling,Eduard,15. Mai 1858
5117,"Keyserling, Margarete Gräsin",Keyserling Margarete,Keyserling,Margarete,22. Febr. 1846
5118,"Keyserling-Rautenburg, Cecile Gräfin",Keyserling-Rautenburg Cecile,Keyserling-Rautenburg,Cecile,.
5119,"Keyserlingk, J. von",Keyserlingk J.,Keyserlingk,J.,.
5120,"Khuenberg, Sophie von",Khuenberg Sophie,Khuenberg,Sophie,31. Jan. 1863
5121,"Khull, Ferdinand",Khull Ferdinand,Khull,Ferdinand,3. Dezbr.1854
5122,"Kiefer, Philipp Ernst",Kiefer Philipp Ernst,Kiefer,Philipp Ernst,16. Febr. 1869
5123,"Kiefer, Wendel",Kiefer Wendel,Kiefer,Wendel,3. Mai1858
5124,"Kiehne, Martin Hermann",Kiehne Martin Hermann,Kiehne,Martin Hermann,10. April 1855
5125,"Kiel, Adolf",Kiel Adolf,Kiel,Adolf,.
5126,"Kien, Robert",Kien Robert,Kien,Robert,15. Juli 1843
5127,"Kienast, Friedrich August",Kienast Friedrich August,Kienast,Friedrich August,27. Juli 1853
5128,"Kiene, Adolf Georg Theodor",Kiene Adolf Georg Theodor,Kiene,Adolf Georg Theodor,Februar 1885
5129,"Kienitz, Oskar Karl Ernst",Kienitz Oskar Karl Ernst,Kienitz,Oskar Karl Ernst,Jan. 1859
5130,"Kienzl, Hermann",Kienzl Hermann,Kienzl,Hermann,22. Juni 1865
5131,"Kiepenheuer, Ludwig",Kiepenheuer Ludwig,Kiepenheuer,Ludwig, Mai 1908
5132,"Kiepert, Gustav Adolf",Kiepert Gustav Adolf,Kiepert,Gustav Adolf,7. Febr. 1845
5133,"Kiesekamp, Hedwig",Kiesekamp Hedwig,Kiesekamp,Hedwig,.
5134,"Kiesel, Otto Erich",Kiesel Otto Erich,Kiesel,Otto Erich,7.Novbr. 1880
5135,"Kieser, August Jean",Kieser August Jean,Kieser,August Jean,5. Juni 1883
5136,"Kieser, Thilo",Kieser Thilo,Kieser,Thilo,30. Aug.1873
5137,"Kieseritzky, Guido",Kieseritzky Guido,Kieseritzky,Guido,4. März1803
5138,"Kiesgen, Laurenz",Kiesgen Laurenz,Kiesgen,Laurenz,.
5139,"Kiesler, Bernhard",Kiesler Bernhard,Kiesler,Bernhard,20.Juni 1851
5140,"Kießling, Friedrich Ferdinand, pseud. Ferdinand von",Kießling Friedrich Ferdinand,Kießling,Friedrich Ferdinand,.
5141,"Kietz, Georg",Kietz Georg,Kietz,Georg,22. Jan.1868
5142,"Kilchner, Ernst",Kilchner Ernst,Kilchner,Ernst,.
5143,"Kilchsperger, Rudolf",Kilchsperger Rudolf,Kilchsperger,Rudolf,25. Dezbr. 1826
5144,"Kildar, Paul",Kildar Paul,Kildar,Paul,.
5145,"Kimmig, Otto",Kimmig Otto,Kimmig,Otto,20. April 1858
5146,"Kind, Karl Th",Kind Karl Th,Kind,Karl Th,.
5147,"Kind, Friederike Roswitha",Kind Friederike Roswitha,Kind,Friederike Roswitha,7. August 1814
5148,"Kinder, Johann Christian",Kinder Johann Christian,Kinder,Johann Christian,23. März 1843
5149,"Kindermann, Karl",Kindermann Karl,Kindermann,Karl,8. Aug.1832
5150,"Kindschi, Paul",Kindschi Paul,Kindschi,Paul,.
5151,"Kindt, Otto",Kindt Otto,Kindt,Otto,8. Novbr.1857
5152,"Kindt, Ämil Reinhold",Kindt Ämil Reinhold,Kindt,Ämil Reinhold,23.April 1854
5153,"Kinkel, Johann, Gottfried",Kinkel Johann Gottfried,Kinkel,Johann Gottfried,11. Aug. 1815
5154,"Kinkel, Johanna",Kinkel Johanna,Kinkel,Johanna,8. Juli 1810
5155,"Kinkel, Walter",Kinkel Walter,Kinkel,Walter,.
5156,"Kinsky(-Körner), Sophie Gräfin",Kinsky(-Körner) Sophie,Kinsky(-Körner),Sophie,.
5157,"Kipp, August",Kipp August,Kipp,August,19. Dezbr.1862
5158,"Kipp, Friedrich",Kipp Friedrich,Kipp,Friedrich,14. Juli1878
5159,"Kipp, Heinrich",Kipp Heinrich,Kipp,Heinrich,.
5160,"Kirchbach, Marie Luise",Kirchbach Marie Luise,Kirchbach,Marie Luise,28. Dezbr. 1871
5161,"Kirchbach, Wolfgang",Kirchbach Wolfgang,Kirchbach,Wolfgang,8. Septbr. 1906
5162,"Kirchhoff, August",Kirchhoff August,Kirchhoff,August,20.Mai 1879
5163,"Kirchhoff, Friedrich Christian",Kirchhoff Friedrich Christian,Kirchhoff,Friedrich Christian,11. Juni 1822
5164,"Kirchhoff, Theodor",Kirchhoff Theodor,Kirchhoff,Theodor,8.Januar 1828
5165,"Kirchhoff, Joh. Heinrich Wilhelm",Kirchhoff Joh. Heinrich Wilhelm,Kirchhoff,Joh. Heinrich Wilhelm,16. Febr. 1861
5166,"Kirchmair, Robert",Kirchmair Robert,Kirchmair,Robert,12.Juli 1878
5167,"Kirchner, Friedrich",Kirchner Friedrich,Kirchner,Friedrich,1. Mai1848
5168,"Kirchner, Johann Karl",Kirchner Johann Karl,Kirchner,Johann Karl,9. April 1821
5169,"Kirchner, Konrad Maximilian",Kirchner Konrad Maximilian,Kirchner,Konrad Maximilian,11. Jan. 1809
5170,"Kirchner, Kurt",Kirchner Kurt,Kirchner,Kurt,6. Jan. 1862
5171,"Kirchner, Luise",Kirchner Luise,Kirchner,Luise,4. Januar 1898
5172,"Kirchsteiger, Hans",Kirchsteiger Hans,Kirchsteiger,Hans,21. Oktober 1852
5173,"Kirdorf, Karl",Kirdorf Karl,Kirdorf,Karl,12. März1828
5174,"Kirsch, Karl, Eduard",Kirsch Karl,Kirsch,Karl,4. November 1803
5175,"Kirsch, Paul",Kirsch Paul,Kirsch,Paul,.
5176,"Kirschner, Aloisia (Lola",Kirschner Aloisia,Kirschner,Aloisia,.
5177,"Kirschstein, Max",Kirschstein Max,Kirschstein,Max,18.Februar 1875
5178,"Kirstein, Paul A",Kirstein Paul A,Kirstein,Paul A,24. Juni1869
5179,"Kirsten, Paul",Kirsten Paul,Kirsten,Paul,12. Dezbr.1853
5180,"Kis-Killay, O. von",Kis-Killay O.,Kis-Killay,O.,.
5181,"Kisch, Egon Erwin",Kisch Egon Erwin,Kisch,Egon Erwin,29.April 1885
5182,"Kispert, Annette",Kispert Annette,Kispert,Annette,24. Oktober 1879
5183,"Kißling, Konrad Friedrich",Kißling Konrad Friedrich,Kißling,Konrad Friedrich,1. Januar 1815
5184,"Kißling(-Valentin), Johanna Luise Elvira (Ella",Kißling Johanna Luise Elvira,Kißling,Johanna Luise Elvira,24.Novbr. 1876
5185,"Kist, Leopold",Kist Leopold,Kist,Leopold,29. Jan.1824
5186,"Kistner, Anna",Kistner Anna,Kistner,Anna,.
5187,"Kitir, Joseph",Kitir Joseph,Kitir,Joseph,11. Febr.1867
5188,"Klaar, Alfred",Klaar Alfred,Klaar,Alfred,7. Nov. 1848
5189,"Kläger, Friedr. Wilhelm",Kläger Friedr. Wilhelm,Kläger,Friedr. Wilhelm,25. Dezbr. 1817
5190,"Klages, Adolf",Klages Adolf,Klages,Adolf,29. April1862
5191,"Klambert, Karle",Klambert Karle,Klambert,Karle,.
5192,"Klapp, Anna Sophie Charlotte",Klapp Anna Sophie Charlotte,Klapp,Anna Sophie Charlotte,.
5193,"Klapp, Michael",Klapp Michael,Klapp,Michael,26. Febr. 1888
5194,"Klarent, B",Klarent B,Klarent,B,.
5195,"Klasen, Franz",Klasen Franz,Klasen,Franz,7. Jan.1852
5196,"Klaua, Robert",Klaua Robert,Klaua,Robert,14. Febr.1859
5197,"Klauczek, Katharina",Klauczek Katharina,Klauczek,Katharina,28. Juli 1833
5198,"Klauprecht, Emil",Klauprecht Emil,Klauprecht,Emil,.
5199,"Klausen, Rudolf Heinrich",Klausen Rudolf Heinrich,Klausen,Rudolf Heinrich, Juni 1829
5200,"Klausner, Christian",Klausner Christian,Klausner,Christian,.
5201,"Klausner(-Davoc), Ludwig",Klausner(-Davoc) Ludwig,Klausner(-Davoc),Ludwig,2. Jan. 1848
5202,"Klaußmann, A. Oskar",Klaußmann A. Oskar,Klaußmann,A. Oskar,11. Mai 1851
5203,"Klee, Elisabeth",Klee Elisabeth,Klee,Elisabeth,19. Juli1842
5204,"Kleebeck, Katharine",Kleebeck Katharine,Kleebeck,Katharine,30. April1856
5205,"Kleeberg, Minna",Kleeberg Minna,Kleeberg,Minna,21. Juli 1841
5206,"Kleiber, Max",Kleiber Max,Kleiber,Max,17. Febr.1848
5207,"Kleimann, Paul",Kleimann Paul,Kleimann,Paul, Mai 1896
5208,"Kleimon, Heinrich",Kleimon Heinrich,Kleimon,Heinrich,15.März 1820
5209,"Klein, Emil",Klein Emil,Klein,Emil,1. Oktober 1908
5210,"Klein, Fritz",Klein Fritz,Klein,Fritz,1. Dezbr. 1855
5211,"Klein, H",Klein H,Klein,H,.
5212,"Klein, Hugo",Klein Hugo,Klein,Hugo,21. Juli1853
5213,"Klein, Jda",Klein Jda,Klein,Jda,.
5214,"Klein, Johannes",Klein Johannes,Klein,Johannes,27. Dezbr. 1818
5215,"Klein, Julius Leopold",Klein Julius Leopold,Klein,Julius Leopold,2. August 1876
5216,"Klein, Karl",Klein Karl,Klein,Karl,31. Mai1838
5217,"Klein(-Hamburg), Karl",Klein Karl,Klein,Karl,6. November 1843
5218,"Klein, Oskar",Klein Oskar,Klein,Oskar,7. Juni1852
5219,"Klein, Oskar",Klein Oskar,Klein,Oskar,8. Septbr.1861
5220,"Klein, Oskar",Klein Oskar,Klein,Oskar,.
5221,"Klein, Otto",Klein Otto,Klein,Otto, Nov. 1881
5222,"Klein, Peter",Klein Peter,Klein,Peter,2. Mai 1825
5223,"Klein, Rudolf",Klein Rudolf,Klein,Rudolf,9. Nov.1871
5224,"Klein, Georg Theodor",Klein Georg Theodor,Klein,Georg Theodor,20. März 1820
5225,"Klein, Tim(otheus",Klein Tim,Klein,Tim,7. Jan. 1870
5226,"Kleinau, Hedwig",Kleinau Hedwig,Kleinau,Hedwig,16. Febr. 1873
5227,"Kleinecke, Georg",Kleinecke Georg,Kleinecke,Georg,20. Febr.1852
5228,"Kleinecke, Rudolf",Kleinecke Rudolf,Kleinecke,Rudolf,.
5229,"Kleinfercher, Johann",Kleinfercher Johann,Kleinfercher,Johann,22. März 1828
5230,"Kleinjung, Gustav",Kleinjung Gustav,Kleinjung,Gustav,.
5231,"Kleinpaul, Rudolf",Kleinpaul Rudolf,Kleinpaul,Rudolf,9. März 1845
5232,"Kleinschmidt, August Albert Theodor",Kleinschmidt August Albert Theodor,Kleinschmidt,August Albert Theodor,15. April 1847
5233,"Kleinschmidt, Hermann",Kleinschmidt Hermann,Kleinschmidt,Hermann,.
5234,"Kleinschmied, Othmar Vincenz Julius",Kleinschmied Othmar Vincenz Julius,Kleinschmied,Othmar Vincenz Julius,16. Nov. 1871
5235,"Kleinschrod, Ottilie",Kleinschrod Ottilie,Kleinschrod,Ottilie,.
5236,"Kleinsteuber, Wilhelm Hermann",Kleinsteuber Wilhelm Hermann,Kleinsteuber,Wilhelm Hermann,10. Febr. 1826
5237,"Kleist, Rudolf Ottomar Emil",Kleist Rudolf Ottomar Emil,Kleist,Rudolf Ottomar Emil,25. April 1821
5238,"Kleist, Ulrich Erasmus Heinrich Ewald Oskar",Kleist Ulrich Erasmus Heinrich Ewald Oskar,Kleist,Ulrich Erasmus Heinrich Ewald Oskar,14.September 1866
5239,"Klemm, Friedrich Gustav",Klemm Friedrich Gustav,Klemm,Friedrich Gustav,12. Novbr. 1802
5240,"Klemm, Hermann",Klemm Hermann,Klemm,Hermann,.
5241,"Klemm, Johanna",Klemm Johanna,Klemm,Johanna,13.Nov. 1856
5242,"Klemperer, Viktor",Klemperer Viktor,Klemperer,Viktor,9.Oktober 1881
5243,"Klenau, J. C",Klenau J. C,Klenau,J. C,.
5244,"Klencke, Friedrich Hermann",Klencke Friedrich Hermann,Klencke,Friedrich Hermann,16. Januar 1813
5245,"Klerlein, Marie",Klerlein Marie,Klerlein,Marie,11. März1859
5246,Kleroth,Kleroth ,Kleroth,,.
5247,"Klesheim, Anton, Freiherr von",Klesheim Anton,Klesheim,Anton,9. Februar 1812
5248,"Kletke, Hermann",Kletke Hermann,Kletke,Hermann,14.März 1813
5249,"Klett, Gertrud Jngeborg",Klett Gertrud Jngeborg,Klett,Gertrud Jngeborg,4. Juli 1871
5250,"Kley, Marie",Kley Marie,Kley,Marie,.
5251,"Klie, Anna",Klie Anna,Klie,Anna,.
5252,"Kliment, Marie v",Kliment Marie,Kliment,Marie,13. Juni 1899
5253,"Klimmer, Otto",Klimmer Otto,Klimmer,Otto,10. März1878
5254,"Klinck, (auch Klinck-Lütetsburg), Fanny",Klinck Fanny,Klinck,Fanny,18. Novbr.1844
5255,"Klinckowström, Agnes Gräfin v",Klinckowström Agnes,Klinckowström,Agnes, November 1909
5256,"Klingen, Ernst von",Klingen Ernst,Klingen,Ernst,.
5257,"Klingen, Hans",Klingen Hans,Klingen,Hans,.
5258,"Klinger, Ferdinand",Klinger Ferdinand,Klinger,Ferdinand,.
5259,"Klinger, Gustav",Klinger Gustav,Klinger,Gustav,.
5260,"Klinger, K. L. W. von",Klinger K. L. W.,Klinger,K. L. W.,.
5261,"Klinghammer, Waldemar",Klinghammer Waldemar,Klinghammer,Waldemar,21. Mai 1857
5262,"Klinghoff, Axel",Klinghoff Axel,Klinghoff,Axel,.
5263,"Klings, Karl",Klings Karl,Klings,Karl,11. Jan. 1867
5264,"Klinkhardt, Julius",Klinkhardt Julius,Klinkhardt,Julius,1. Mai 1834
5265,"Klippel, Ernst",Klippel Ernst,Klippel,Ernst,19. April1872
5266,"Klipstein, Charlotte von",Klipstein Charlotte,Klipstein,Charlotte,22. Januar 1837
5267,"Klitscher, Gustav Albert",Klitscher Gustav Albert,Klitscher,Gustav Albert,25. Febr. 1868
5268,"Klob, Karl Maria",Klob Karl Maria,Klob,Karl Maria,18. Mai 1873
5269,"Klodwig, Martha",Klodwig Martha,Klodwig,Martha,.
5270,"Klokow, Jda",Klokow Jda,Klokow,Jda,24. Oktbr.1840
5271,"Klopfer, Karl Eduard",Klopfer Karl Eduard,Klopfer,Karl Eduard,29.April 1865
5272,"Klöpper, Friedrich Wilhelm",Klöpper Friedrich Wilhelm,Klöpper,Friedrich Wilhelm,29. Novbr. 1802
5273,"Kloerß, Sophie",Kloerß Sophie,Kloerß,Sophie,5. Januar 1866
5274,"Klose, Maria",Klose Maria,Klose,Maria,.
5275,"Klose, Max",Klose Max,Klose,Max,1. Septbr. 1848
5276,"Klose, Wilhelm",Klose Wilhelm,Klose,Wilhelm,23. Jan.1857
5277,"Kloß, Erich J. A",Kloß Erich J. A,Kloß,Erich J. A,.
5278,"Kloth, Franz Arnold Gregor",Kloth Franz Arnold Gregor,Kloth,Franz Arnold Gregor,9. Mai 1800
5279,"Kloth, Heinrich",Kloth Heinrich,Kloth,Heinrich,14. Jan.1848
5280,"Klotz, Alois",Klotz Alois,Klotz,Alois,.
5281,"Klotz, Martin",Klotz Martin,Klotz,Martin,.
5282,"Klötzer, Christian",Klötzer Christian,Klötzer,Christian,.
5283,"Kluckhuhn, Arnold Emil",Kluckhuhn Arnold Emil,Kluckhuhn,Arnold Emil,18. Febr. 1852
5284,"Kluge, Emil",Kluge Emil,Kluge,Emil,13. Mai1838
5285,"Kluge, Hedwig",Kluge Hedwig,Kluge,Hedwig,.
5286,"Kluge, Otto",Kluge Otto,Kluge,Otto,21. Septbr.1879
5287,"Knackfuß, Elise",Knackfuß Elise,Knackfuß,Elise,10. April 1817
5288,"Knak, Gustav Friedrich Ludwig",Knak Gustav Friedrich Ludwig,Knak,Gustav Friedrich Ludwig,12. Juli 1806
5289,"Knapp, Gotthold Felician",Knapp Gotthold Felician,Knapp,Gotthold Felician,5. Juli 1848
5290,"Knapp, Hermann Georg",Knapp Hermann Georg,Knapp,Hermann Georg,8. Jan.1890
5291,"Knapp, Joseph Nathanael",Knapp Joseph Nathanael,Knapp,Joseph Nathanael,18. Januar1839
5292,"Knapp, Ernst Martin Christian Ludwig",Knapp Ernst Martin Christian Ludwig,Knapp,Ernst Martin Christian Ludwig,20. Febr. 1821
5293,"Knauer, Georg",Knauer Georg,Knauer,Georg,21. Juni1865
5294,"Knauer, Vincenz Andreas",Knauer Vincenz Andreas,Knauer,Vincenz Andreas,20. Juni 1828
5295,"Knauff, Marie",Knauff Marie,Knauff,Marie,30. April1842
5296,"Kneip, Jakob",Kneip Jakob,Kneip,Jakob,14. April1881
5297,"Kneisel, Rudolf",Kneisel Rudolf,Kneisel,Rudolf,8. Mai1832
5298,"Kneißer, Hippolyt",Kneißer Hippolyt,Kneißer,Hippolyt,28. April 1883
5299,"Knell, August",Knell August,Knell,August,19. Aug.1849
5300,"Kneschke, Julius Emil",Kneschke Julius Emil,Kneschke,Julius Emil,4. Novbr. 1835
5301,"Kneschke(-Schönau), Martha",Kneschke Martha,Kneschke,Martha,.
5302,"Knetsch, Wilhelm Alfons",Knetsch Wilhelm Alfons,Knetsch,Wilhelm Alfons,10. Februar 1884
5303,"Kniep, Karl",Kniep Karl,Kniep,Karl,6. Oktober1845
5304,"Kniest, Johann Philipp Cornelius",Kniest Johann Philipp Cornelius,Kniest,Johann Philipp Cornelius,4. Juni 1830
