Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
8032,"Pries, Erich Heinrich Robert",Pries Erich Heinrich Robert,Pries,Erich Heinrich Robert,8. Septbr. 1852
8033,"Priester, Oskar",Priester Oskar,Priester,Oskar,21.Septbr. 1872
8034,"Prigge-Brook, Marie",Prigge-Brook Marie,Prigge-Brook,Marie,.
8035,"Primer, Fred W",Primer Fred W,Primer,Fred W,11.Dezember 1860
8036,"Prittwitz, Hedwig von",Prittwitz Hedwig,Prittwitz,Hedwig,16. Dezbr. 1841
8037,"Prittwitz und Gaffron, gen. von Kreckwitz, Konrad Bernhard Karl von",Prittwitz und Gaffron Konrad Bernhard Karl von,Prittwitz und Gaffron,Konrad Bernhard Karl von,1. August1826
8038,"Prittwitz-Gaffron, gen. von Kreckwitz, Leonhard",Prittwitz-Gaffron Leonhard,Prittwitz-Gaffron,Leonhard,8. Juli 1856
8039,"Probst, Eugen",Probst Eugen,Probst,Eugen,.
8040,"Probst, Hans",Probst Hans,Probst,Hans,2. März1861
8041,"Prochaska, Franz Joseph",Prochaska Franz Joseph,Prochaska,Franz Joseph,9. Oktober 1908
8042,"Prochazka, Rudolf Freiherr von",Prochazka Rudolf,Prochazka,Rudolf,23. Februar 1864
8043,"Prohl, Hedwig",Prohl Hedwig,Prohl,Hedwig,30. Juni 1823
8044,"Pröhle, Heinrich Christoph Ferdinand",Pröhle Heinrich Christoph Ferdinand,Pröhle,Heinrich Christoph Ferdinand,4. Juni 1822
8045,"Prokesch-Osten, Friederike Gräfin v",Prokesch-Osten Friederike,Prokesch-Osten,Friederike,23. März 1839
8046,"Pröll, Karl",Pröll Karl,Pröll,Karl,27. Mai 1840
8047,"Prölß, Adolf Eduard",Prölß Adolf Eduard,Prölß,Adolf Eduard,11. Nov. 1803
8048,"Prölß, Johannes",Prölß Johannes,Prölß,Johannes,4. Juli 1853
8049,"Prölß, Karl Robert",Prölß Karl Robert,Prölß,Karl Robert,18. Jan. 1821
8050,"Promber, Otto",Promber Otto,Promber,Otto,.
8051,"Proschko, Franz Jsidor",Proschko Franz Jsidor,Proschko,Franz Jsidor,2. April 1816
8052,"Proschko, Hermine Camilla",Proschko Hermine Camilla,Proschko,Hermine Camilla,29. Juli 1854
8053,"Proßnitz, M",Proßnitz M,Proßnitz,M,.
8054,"Prott, Jakobus",Prott Jakobus,Prott,Jakobus,4. März1843
8055,"Prowe, Adolf Georg",Prowe Adolf Georg,Prowe,Adolf Georg,30. Oktober 1829
8056,"Prümer, Karl",Prümer Karl,Prümer,Karl,23. Mai1846
8057,"Prusse, Ulrich Ludwig Friedrich Maximilian",Prusse Ulrich Ludwig Friedrich Maximilian,Prusse,Ulrich Ludwig Friedrich Maximilian,13. Febr. 1848
8058,"Prutz, Robert Eduard",Prutz Robert Eduard,Prutz,Robert Eduard,30. Mai 1816
8059,"Przedak, Wenzel Ottokar",Przedak Wenzel Ottokar,Przedak,Wenzel Ottokar, Oktober 1822
8060,"Przybyszewski, Felix Stanislaus",Przybyszewski Felix Stanislaus,Przybyszewski,Felix Stanislaus,7. Mai 1868
8061,"Pserhofer, Artur",Pserhofer Artur,Pserhofer,Artur,28.Oktober 1873
8062,"Ptak, Karl",Ptak Karl,Ptak,Karl,7. Dezbr.1859
8063,"Puchner, Karl",Puchner Karl,Puchner,Karl,17. Septbr.1813
8064,"Puchner, Rudolf",Puchner Rudolf,Puchner,Rudolf,.
8065,"Puchta, Christian Rudolf Heinrich",Puchta Christian Rudolf Heinrich,Puchta,Christian Rudolf Heinrich,19. August 1808
8066,"Pudor, Heinrich",Pudor Heinrich,Pudor,Heinrich,29. August 1865
8067,"Puff, Rudolf Gustav",Puff Rudolf Gustav,Puff,Rudolf Gustav,10. Juli 1808
8068,"Puhm, Joseph",Puhm Joseph,Puhm,Joseph,18. März1868
8069,"Pulszky, Edler von Lebócz und Czelfalva, Franz Aurel",Pulszky Franz Aurel,Pulszky,Franz Aurel,.
8070,"Pulszky, Therese",Pulszky Therese,Pulszky,Therese,4. September 1866
8071,"Pulvermacher, Auguste",Pulvermacher Auguste,Pulvermacher,Auguste,.
8072,"Püringer, August",Püringer August,Püringer,August,31.August 1874
8073,"Purschka, Norbert",Purschka Norbert,Purschka,Norbert,6. Juni1813
8074,"Purschke, Sidonie",Purschke Sidonie,Purschke,Sidonie,.
8075,"Püschel, Emila",Püschel Emila,Püschel,Emila,.
8076,"Püschel, Ernst Wilhelm",Püschel Ernst Wilhelm,Püschel,Ernst Wilhelm,14. Juli 1881
8077,"Puschmann, Theodor",Puschmann Theodor,Puschmann,Theodor,4. Mai 1844
8078,"Putensen, Hermann",Putensen Hermann,Putensen,Hermann,.
8079,"Putlitz, Gustav Heinrich Gans, Edler, Herr von und zu",Putlitz Gustav Heinrich Gans,Putlitz,Gustav Heinrich Gans, März 1821
8080,"Puttkamer, Alberta von",Puttkamer Alberta,Puttkamer,Alberta,5. Mai 1849
8081,"Puttkamer, Emil Freiherr von",Puttkamer Emil,Puttkamer,Emil,.
8082,"Puttkamer, Jesko von",Puttkamer Jesko,Puttkamer,Jesko,12. März 1853
8083,"Puttkamer, M. M. Baronin von",Puttkamer M. M.,Puttkamer,M. M.,2. August 1900
8084,"Puttkamer (-Schickerwitz), Adelaide Freifrau von",Puttkamer (-Schickerwitz) Adelaide,Puttkamer (-Schickerwitz),Adelaide,.
8085,"Püttner, Jane",Püttner Jane,Püttner,Jane,30. Nov.1865
8086,"Püttner, Johanna Augustine Elise",Püttner Johanna Augustine Elise,Püttner,Johanna Augustine Elise,5. August 1839
8087,"Putz, Gottlieb",Putz Gottlieb,Putz,Gottlieb,1. Aug.1818
8088,"Pütz (zu Pütz), Everilda Eleonora Felicitas von",Pütz (zu Pütz) Everilda Eleonora Felicitas,Pütz (zu Pütz),Everilda Eleonora Felicitas,21. Nov. 1843
8089,"Pyl, Karl Theodor",Pyl Karl Theodor,Pyl,Karl Theodor,10.Nov. 1826
8090,"Quadt, Julie Gräfin",Quadt Julie Gräfin,Quadt,Julie Gräfin,6. Juni 1859
8091,"Quaglio, Anton",Quaglio Anton,Quaglio,Anton, Mai 1832
8092,"Quandt, C. (d. i. Klara",Quandt C.,Quandt,C., Dezbr. 1841
8093,"Quandt, Emil",Quandt Emil,Quandt,Emil,10.Febr. 1835
8094,"Quednow, Mathilde",Quednow Mathilde,Quednow,Mathilde,21. November 1820
8095,"Quehl, Otto Julius",Quehl Otto Julius,Quehl,Otto Julius,23. Juli 1857
8096,"Queisner, Robert",Queisner Robert,Queisner,Robert,10. Septbr. 1862
8097,"Quensel, Paul",Quensel Paul,Quensel,Paul,9. Mai1865
8098,"Quentin, Friedrich Wilhelm",Quentin Friedrich Wilhelm,Quentin,Friedrich Wilhelm,2. März 1889
8099,"Quenzer, Philipp",Quenzer Philipp,Quenzer,Philipp,Juli 1900
8100,"Querfurth, Curt Oswald Edler von",Querfurth Curt Oswald,Querfurth,Curt Oswald,23. Juli 1826
8101,"Querner, Emil",Querner Emil,Querner,Emil,10.April 1829
8102,"Quiel, Reinhold",Quiel Reinhold,Quiel,Reinhold,.
8103,"Quilling, Paul",Quilling Paul,Quilling,Paul,17. Febr.1846
8104,"Quincke, Joseph",Quincke Joseph,Quincke,Joseph,.
8105,"Quitzmann, Ernst Anton",Quitzmann Ernst Anton,Quitzmann,Ernst Anton,13. November 1809
8106,"Quitzow, Wilhelm Adolf",Quitzow Wilhelm Adolf,Quitzow,Wilhelm Adolf,30. April1812
8107,"R., Agnes",R. Agnes,R.,Agnes,.
8108,"Raab, Franz",Raab Franz,Raab,Franz,10. Oktbr.1836
8109,"Raabe, Berthold Elias Wilhelm",Raabe Berthold Elias Wilhelm,Raabe,Berthold Elias Wilhelm,4. Januar 1853
8110,"Raabe, Eduard",Raabe Eduard,Raabe,Eduard,7. April1851
8111,"Raabe, Julius Paul",Raabe Julius Paul,Raabe,Julius Paul,31. März 1868
8112,"Raabe, Wilhelm",Raabe Wilhelm,Raabe,Wilhelm,15. Nov. 1910
8113,"Raaben, Eugen",Raaben Eugen,Raaben,Eugen,.
8114,"Rabe, August",Rabe August,Rabe,August,.
8115,"Raebel, Karl Theodor",Raebel Karl Theodor,Raebel,Karl Theodor,16. Oktober 1824
8116,"Rabenlechner, Michael Maria",Rabenlechner Michael Maria,Rabenlechner,Michael Maria,12. Juli 1868
8117,"Rabenstein, Kurt Freiherr von",Rabenstein Kurt,Rabenstein,Kurt,.
8118,"Raché, Hennie",Raché Hennie,Raché,Hennie, Oktober 1904
8119,"Raché, Paul",Raché Paul,Raché,Paul,15. Aug. 1869
8120,"Rachwitz, Freiherr von",Rachwitz ,Rachwitz,,.
8121,"Rackwitz, Richard",Rackwitz Richard,Rackwitz,Richard,26. Mai1850
8122,"Racowitza-Schewitsch, Helene von",Racowitza-Schewitsch Helene,Racowitza-Schewitsch,Helene,21. März 1845
8123,"Radeck, Reinhart",Radeck Reinhart,Radeck,Reinhart,.
8124,"Rademacher, Hanna",Rademacher Hanna,Rademacher,Hanna,15. Dezember 1881
8125,"Räder, Gustav",Räder Gustav,Räder,Gustav,22. April1810
8126,"Räder, Karl",Räder Karl,Räder,Karl,13.April 1870
8127,"Radetzky, Friedrich Robert von",Radetzky Friedrich Robert,Radetzky,Friedrich Robert,.
8128,"Radies, Peter von",Radies Peter,Radies,Peter,26. September 1836
8129,"Radkersberg Radnicki, Maria von",Radkersberg Radnicki Maria,Radkersberg Radnicki,Maria,.
8130,"Radlauer, Kurt",Radlauer Kurt,Radlauer,Kurt,1. Juli 1905
8131,"Radler, Friedrich Edler von",Radler Friedrich,Radler,Friedrich,3. September 1847
8132,"Radnicki von Lechita, Maria",Radnicki von Lechita Maria,Radnicki von Lechita,Maria,.
8133,"Radnitzky, August",Radnitzky August,Radnitzky,August,12. Juni 1810
8134,"Rafael, L",Rafael L,Rafael,L,.
8135,"Raff, Helene",Raff Helene,Raff,Helene,31. März1865
8136,"Rahden, Wilhelm",Rahden Wilhelm,Rahden,Wilhelm,2. Novbr. 1876
8137,Rahel,Rahel ,Rahel,,.
8138,"Rahm, Johann Jakob",Rahm Johann Jakob,Rahm,Johann Jakob,12. Juli 1849
8139,"Rahn, Max Arthur",Rahn Max Arthur,Rahn,Max Arthur,26. März 1871
8140,"Rahnheld, Paul",Rahnheld Paul,Rahnheld,Paul,.
8141,"Rahter, Charlotte",Rahter Charlotte,Rahter,Charlotte,.
8142,"Raida, Max",Raida Max,Raida,Max,.
8143,"Rail, Egon",Rail Egon,Rail,Egon,.
8144,"Raimund, Golo",Raimund Golo,Raimund,Golo,.
8145,"Rain, Karl",Rain Karl,Rain,Karl,.
8146,"Rainer, Joseph",Rainer Joseph,Rainer,Joseph,10. Febr.1845
8147,"Raithel, Hans",Raithel Hans,Raithel,Hans,31. März1864
8148,"Rak, Therese",Rak Therese,Rak,Therese,10. Febr.1853
8149,Ralph,Ralph ,Ralph,,.
8150,"Ramann, Adolf Moritz August",Ramann Adolf Moritz August,Ramann,Adolf Moritz August,13. März 1897
8151,"Ramberg, Ada",Ramberg Ada,Ramberg,Ada,.
8152,"Ramberg, Gerhard",Ramberg Gerhard,Ramberg,Gerhard,21. Oktober 1862
8153,"Ramsauer, Otto Heinrich David",Ramsauer Otto Heinrich David,Ramsauer,Otto Heinrich David,19. Novbr. 1829
8154,"Ramshorn, Karl",Ramshorn Karl,Ramshorn,Karl,25. März1812
8155,"Randow, Hermann von",Randow Hermann,Randow,Hermann,29. Januar 1847
8156,"Rank, Joseph",Rank Joseph,Rank,Joseph,10. Juni1816
8157,"Ranke, Ernst",Ranke Ernst,Ranke,Ernst,10. Septbr. 1814
8158,"Ranke, Johann Michael",Ranke Johann Michael,Ranke,Johann Michael,.
8159,"Rantzau, Adeline Gräfin zu",Rantzau Adeline,Rantzau,Adeline,25. Juni 1867
8160,"Ranzoni, Emmerich",Ranzoni Emmerich,Ranzoni,Emmerich,17.Dezbr. 1823
8161,"Rapp, Maria Justina",Rapp Maria Justina,Rapp,Maria Justina,8. März 1895
8162,"Rapp, Karl Moritz",Rapp Karl Moritz,Rapp,Karl Moritz,23. Dezbr. 1803
8163,"Rapp, Wilhelmine Susanne",Rapp Wilhelmine Susanne,Rapp,Wilhelmine Susanne,12. Jan. 1870
8164,"Rappaport, Moritz",Rappaport Moritz,Rappaport,Moritz,9. Febr. 1808
8165,"Rasch, Julius",Rasch Julius,Rasch,Julius,.
8166,"al Raschid Bey, Helene",al Raschid Bey Helene,al Raschid Bey,Helene,.
8167,"Rasmus, Gustav",Rasmus Gustav,Rasmus,Gustav,6. Jan.1817
8168,"Raspi, Eugen",Raspi Eugen,Raspi,Eugen,28. Nov.1858
8169,"Rassow, Adele",Rassow Adele,Rassow,Adele,.
8170,"Rassow, Fritz",Rassow Fritz,Rassow,Fritz,22. Febr.1881
8171,"Rast, Ferdinand Freiherr v",Rast Ferdinand,Rast,Ferdinand,12. Aug. 1808
8172,"Rath, Michael",Rath Michael,Rath,Michael,.
8173,"Rath, Willy",Rath Willy,Rath,Willy,.
8174,"Rathke, G",Rathke G,Rathke,G,.
8175,"Rathmann, Paul",Rathmann Paul,Rathmann,Paul,.
8176,"Rattermann, Heinrich Armin",Rattermann Heinrich Armin,Rattermann,Heinrich Armin,14. Oktober 1832
8177,"Rättig, Agnes",Rättig Agnes,Rättig,Agnes,.
8178,"Ratzenhofer, Wilhelm Ritter v",Ratzenhofer Wilhelm,Ratzenhofer,Wilhelm,28. Januar 1842
8179,"Ratzer, Johann Karl",Ratzer Johann Karl,Ratzer,Johann Karl,10.Dezember 1802
8180,"Rau, Hermine",Rau Hermine,Rau,Hermine,16.Oktober 1874
8181,"Rau, Heribert",Rau Heribert,Rau,Heribert,11. Febr.1813
8182,"Rauch, Cornelius von",Rauch Cornelius,Rauch,Cornelius,.
8183,"Rauchalles, Karl August",Rauchalles Karl August,Rauchalles,Karl August,22. März 1849
8184,"Rauchenegger, Benno",Rauchenegger Benno,Rauchenegger,Benno,20. Aug. 1843
8185,"Rauh, Julius",Rauh Julius,Rauh,Julius,14. Nov.1878
8186,"Raulf, Emanuel",Raulf Emanuel,Raulf,Emanuel,.
8187,"Raunau, Rose",Raunau Rose,Raunau,Rose,.
8188,"Raupp, Ludwig",Raupp Ludwig,Raupp,Ludwig,14. Mai1845
8189,"Raupp, Otto Heinrich",Raupp Otto Heinrich,Raupp,Otto Heinrich,25. Mai 1867
8190,"Rausch, Emma",Rausch Emma,Rausch,Emma,.
8191,"Rausch, Valentin",Rausch Valentin,Rausch,Valentin,4.September 1884
8192,"Rauscher, Josef",Rauscher Josef,Rauscher,Josef,7. April 1875
8193,"Rauscher, Ulrich",Rauscher Ulrich,Rauscher,Ulrich,26. Juni 1884
8194,"Rauscher (von Stainberg), Ernst von",Rauscher  Ernst,Rauscher ,Ernst,.
8195,"Rauthe, Rolf Richard",Rauthe Rolf Richard,Rauthe,Rolf Richard,.
8196,"Rauthe, Else",Rauthe Else,Rauthe,Else,26. Januar 1867
8197,"Raven, Mathilde",Raven Mathilde,Raven,Mathilde,.
8198,"Ravensberg, Otto vom",Ravensberg Otto,Ravensberg,Otto,.
8199,"Raydt, Hermann Friedrich Florens",Raydt Hermann Friedrich Florens,Raydt,Hermann Friedrich Florens,29. Mai 1851
8200,"Rayle, Marga",Rayle Marga,Rayle,Marga,.
8201,"Rebe, Maria",Rebe Maria,Rebe,Maria,.
8202,"Rebenstein, A",Rebenstein A,Rebenstein,A,.
8203,"Reber, Balthasar",Reber Balthasar,Reber,Balthasar,7. Dezbr.1805
8204,"Reber, Paul",Reber Paul,Reber,Paul,15. Novbr.1835
8205,"Reber, Friedrich Robert",Reber Friedrich Robert,Reber,Friedrich Robert,1. Dezbr. 1846
8206,"Recheis, Georg",Recheis Georg,Recheis,Georg,9. Jan.1851
8207,"Rechert, Emil",Rechert Emil,Rechert,Emil,24. März1868
8208,"Recht, L",Recht L,Recht,L,.
8209,"Recke, Bruno Theo",Recke Bruno Theo,Recke,Bruno Theo,3. September 1879
8210,"Recknagel, Georg",Recknagel Georg,Recknagel,Georg,10.April 1835
8211,"Redeatis, M",Redeatis M,Redeatis,M,.
8212,"Reden, Friedrich Wilhelm Otto Ludwig Freiherr von",Reden Friedrich Wilhelm Otto Ludwig,Reden,Friedrich Wilhelm Otto Ludwig,10. Mai 1849
8213,"Reder, Guido",Reder Guido,Reder,Guido,5. Juli 1884
8214,"Reder, Heinrich von",Reder Heinrich,Reder,Heinrich,19. März 1824
8215,"Reding, August Wilhelm Heinrich von",Reding August Wilhelm Heinrich,Reding,August Wilhelm Heinrich,1. April 1813
8216,"Redlich, Ernst",Redlich Ernst,Redlich,Ernst,.
8217,"Redlich, Richard",Redlich Richard,Redlich,Richard,5. Dezbr.1852
8218,"Redwitz(-Schmölz), Oskar Freiherr von",Redwitz Oskar,Redwitz,Oskar,28. Juni 1823
8219,"Redtwitz(-Schmölz), Marie Freiin von",Redtwitz Marie,Redtwitz,Marie,9. Dezbr. 1856
8220,"Reffelt, Johann Hermann R",Reffelt Johann Hermann R,Reffelt,Johann Hermann R,12. Dezbr. 1811
8221,"Regenstein, Charlotte",Regenstein Charlotte,Regenstein,Charlotte,27. März 1835
8222,"Regenstein, Fritz",Regenstein Fritz,Regenstein,Fritz,31.Oktober 1862
8223,"Reginus, J",Reginus J,Reginus,J,.
8224,"Reglow, Adolf",Reglow Adolf,Reglow,Adolf,.
8225,Regnis le Gov,Regnis le Gov ,Regnis le Gov,,.
8226,"Reh, Eugen",Reh Eugen,Reh,Eugen,18. März 1871
8227,"Rehbaum, Theobald",Rehbaum Theobald,Rehbaum,Theobald,7. August 1835
8228,"Rehbein, Arthur",Rehbein Arthur,Rehbein,Arthur,26. Oktbr. 1867
8229,"Rehbein, Wilhelm",Rehbein Wilhelm,Rehbein,Wilhelm,28.Oktbr. 1830
8230,"Rehberg(-Behrns), Hella",Rehberg Hella,Rehberg,Hella,19. Januar 1860
8231,"Rehbinder, Nicolai Graf",Rehbinder Nicolai Graf,Rehbinder,Nicolai Graf, Dezember 1823
8232,"Rehburg, Elise",Rehburg Elise,Rehburg,Elise,16. Mai1841
8233,"Rehder, Franz",Rehder Franz,Rehder,Franz,23. Juli1821
8234,"Reher, August Christian",Reher August Christian,Reher,August Christian,25. September 1828
8235,"Rehfus(-Oberländer), Karl",Rehfus Karl,Rehfus,Karl,25. Oktober 1855
8236,"Rehmke, Maria Karolina",Rehmke Maria Karolina,Rehmke,Maria Karolina,21. April 1854
8237,"Rehren, Ludmilla v",Rehren Ludmilla,Rehren,Ludmilla,.
8238,"Rehtz, Alfred",Rehtz Alfred,Rehtz,Alfred,10. Jan.1875
8239,"Reibnitz, Klara von",Reibnitz Klara,Reibnitz,Klara,8. Juni 1825
8240,"Reich, Lucian",Reich Lucian,Reich,Lucian,26. Febr.1817
8241,"Reich, Moritz",Reich Moritz,Reich,Moritz,20. April1831
8242,"Reichard, Mea",Reichard Mea,Reichard,Mea,.
8243,"Reichardt, Mathilde",Reichardt Mathilde,Reichardt,Mathilde,.
8244,"Reichart, Basilius",Reichart Basilius,Reichart,Basilius,.
8245,"Reiche, Jenny",Reiche Jenny,Reiche,Jenny,.
8246,"Reiche, Laura",Reiche Laura,Reiche,Laura,.
8247,"Reiche, Theodor",Reiche Theodor,Reiche,Theodor,.
8248,"Reichel, Emma",Reichel Emma,Reichel,Emma,18. Oktober1860
8249,"Reichel, Eugen",Reichel Eugen,Reichel,Eugen,Dezember 1853
8250,"Reichenau, Auguste von",Reichenau Auguste,Reichenau,Auguste,4. Mai 1843
8251,"Reichenau, Rudolf",Reichenau Rudolf,Reichenau,Rudolf,12.Mai 1817
8252,"Reichenbach, Hermann",Reichenbach Hermann,Reichenbach,Hermann,8. März 1869
8253,"Reichenbach, Mathilde Gräsin von",Reichenbach Mathilde,Reichenbach,Mathilde,2. April 1902
8254,"Reichenbach, Konstan. Moritz",Reichenbach Konstan. Moritz,Reichenbach,Konstan. Moritz,16. Februar 1804
8255,"Reichenbach, Moritz von",Reichenbach Moritz,Reichenbach,Moritz,.
8256,"Reichenheim, Ernst",Reichenheim Ernst,Reichenheim,Ernst,24. Jan.1880
8257,"Reichermann, Wilhelm",Reichermann Wilhelm,Reichermann,Wilhelm,26. Februar 1845
8258,"Reichmann, Hans",Reichmann Hans,Reichmann,Hans,16.Mai 1876
8259,"Reicke, Georg",Reicke Georg,Reicke,Georg,26. Nov.1863
8260,"Reidemeister, Hans",Reidemeister Hans,Reidemeister,Hans,25.Januar 1864
8261,"Reif (Reiff), Wilhelm",Reif Wilhelm,Reif,Wilhelm,4. Febr. 1833
8262,"Reiff, August",Reiff August,Reiff,August,29.Septbr. 1866
8263,"Reimar, F. L",Reimar F. L,Reimar,F. L,.
8264,"Reimar, Reinold",Reimar Reinold,Reimar,Reinold,.
8265,"Reimer, Gertrud",Reimer Gertrud,Reimer,Gertrud,.
8266,"Reimer(-Jronside), Edmund Johannes Adolf",Reimer Edmund Johannes Adolf,Reimer,Edmund Johannes Adolf,.
8267,"Reimérdes, Ernst Edgar",Reimérdes Ernst Edgar,Reimérdes,Ernst Edgar,21. Juli 1875
8268,Reimmichl,Reimmichl ,Reimmichl,,.
8269,"Reimmund, Hugo",Reimmund Hugo,Reimmund,Hugo,.
8270,"Rein, Ludwig",Rein Ludwig,Rein,Ludwig,.
8271,"Reinbold, Adelheid",Reinbold Adelheid,Reinbold,Adelheid,14. Februar 1839
8272,"Reinbold, Alwin",Reinbold Alwin,Reinbold,Alwin,27. Oktbr. 1818
8273,"Reinckens, Joseph",Reinckens Joseph,Reinckens,Joseph, März 1862
8274,"Reineck, Minna Freiin von",Reineck Minna,Reineck,Minna,.
8275,"Reinelt, Johannes",Reinelt Johannes,Reinelt,Johannes,August 1858
8276,"Reiners, Adam",Reiners Adam,Reiners,Adam,10. Nov.1849
8277,"Reinfels, Hans von",Reinfels Hans,Reinfels,Hans,.
8278,"Reinhard, Ernst",Reinhard Ernst,Reinhard,Ernst,.
8279,"Reinhard, Franz",Reinhard Franz,Reinhard,Franz,28. Jan. 1893
8280,"Reinhard, Gottlieb Georg Theodor",Reinhard Gottlieb Georg Theodor,Reinhard,Gottlieb Georg Theodor,5. März 1853
8281,"Reinhard (Reinhardt), Philipp Jakob",Reinhard Philipp Jakob,Reinhard,Philipp Jakob,6. Mai 1811
8282,"Reinhardstöttner, Karl von",Reinhardstöttner Karl von,Reinhardstöttner,Karl von,26. März 1847
8283,"Reinhardt, August von",Reinhardt August,Reinhardt,August,7. Oktbr. 1827
8284,"Reinhardt, Georg",Reinhardt Georg,Reinhardt,Georg,.
8285,"Reinhardt, Harry von",Reinhardt Harry,Reinhardt,Harry,8. Novbr. 1886
8286,"Reinhardt, Ludwig",Reinhardt Ludwig,Reinhardt,Ludwig,27. Jan. 1842
8287,"Reinhardt, Luise",Reinhardt Luise,Reinhardt,Luise,.
8288,"Reinhardt, Karl August",Reinhardt Karl August,Reinhardt,Karl August,25. April 1818
8289,"Reinhardt, Friedrich Arnold, Oswald",Reinhardt Friedrich Arnold,Reinhardt,Friedrich Arnold,28. Juli 1816
8290,"Reinhart, Elise",Reinhart Elise,Reinhart,Elise,.
8291,"Reinhart, Gustav",Reinhart Gustav,Reinhart,Gustav,.
8292,"Reinhart, Hans",Reinhart Hans,Reinhart,Hans,18. Aug. 1880
8293,"Reinhart, Joseph",Reinhart Joseph,Reinhart,Joseph,1. September 1875
8294,"Reinhart, Theodor",Reinhart Theodor,Reinhart,Theodor,.
8295,"Reinhold, Ludwig Albert",Reinhold Ludwig Albert,Reinhold,Ludwig Albert,22. Febr. 1805
8296,"Reinhold, Anna",Reinhold Anna,Reinhold,Anna,16. März 1839
8297,"Reinhold, C",Reinhold C,Reinhold,C,.
8298,"Reinhold, Hermann",Reinhold Hermann,Reinhold,Hermann,.
8299,"Reinhold, Peter",Reinhold Peter,Reinhold,Peter,1. Dezember 1887
8300,"Reinhold, Siegfried",Reinhold Siegfried,Reinhold,Siegfried,.
8301,"Reinhold, Karl Werner",Reinhold Karl Werner,Reinhold,Karl Werner,23. Novbr.1806
8302,"Reinick, Robert",Reinick Robert,Reinick,Robert,22.Februar 1805
8303,"Reinicke, Friedrich Wilhelm Ludwig",Reinicke Friedrich Wilhelm Ludwig,Reinicke,Friedrich Wilhelm Ludwig,14. Dezember1871
8304,"Reininghaus, Hugo von",Reininghaus Hugo von,Reininghaus,Hugo von,.
8305,"Reinke, Anna",Reinke Anna,Reinke,Anna,22. Novbr. 1855
