Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
12097,"Aeberly, Rudolf",Aeberly Rudolf,Aeberly,Rudolf,17.Februar 1859
12098,"Abramczyk, Roland",Abramczyk Roland,Abramczyk,Roland, März 1908
12099,"Achleitner, Arthur",Achleitner Arthur,Achleitner,Arthur,.
12100,"Ackermann, Friedrich Adolf",Ackermann Friedrich Adolf,Ackermann,Friedrich Adolf,5. September 1903
12101,"Adam, Ernst",Adam Ernst,Adam,Ernst,.
12102,"Adam, Karl",Adam Karl,Adam,Karl,.
12103,"Adelt, Leonhard",Adelt Leonhard,Adelt,Leonhard,.
12104,"Adler, Friedrich",Adler Friedrich,Adler,Friedrich,.
12105,"Adler, Helene",Adler Helene,Adler,Helene,.
12106,"Adler, Leopold",Adler Leopold,Adler,Leopold,.
12107,"Adlersfeld-Ballestrem, Eufemia von",Adlersfeld-Ballestrem Eufemia,Adlersfeld-Ballestrem,Eufemia,.
12108,"Adolph, Karl",Adolph Karl,Adolph,Karl,19. Mai1869
12109,"Ahnes, Adele",Ahnes Adele,Ahnes,Adele,16. Mai1882
12110,"Ahrens, Anna",Ahrens Anna,Ahrens,Anna,.
12111,"Ahrens, F. G",Ahrens F. G,Ahrens,F. G,.
12112,"Akunian, Jlse",Akunian Jlse,Akunian,Jlse,.
12113,"Albers, Paul",Albers Paul,Albers,Paul,.
12114,"Albert, Emily",Albert Emily,Albert,Emily,.
12115,"Alberti, Konrad",Alberti Konrad,Alberti,Konrad,.
12116,"Alboth, Johannes",Alboth Johannes,Alboth,Johannes,.
12117,"Albrecht, Florian",Albrecht Florian,Albrecht,Florian,30. April 1870
12118,"Albrecht, Maria",Albrecht Maria,Albrecht,Maria,.
12119,"Albrecht, Paul",Albrecht Paul,Albrecht,Paul,.
12120,"Algenstaedt, Luise",Algenstaedt Luise,Algenstaedt,Luise,.
12121,"Alisat, Carlo Alfred Theodor",Alisat Carlo Alfred Theodor,Alisat,Carlo Alfred Theodor,12. Januar 1876
12122,"Allihn, Max",Allihn Max,Allihn,Max,1. Oktbr. 1910
12123,"Allmendinger, Karl",Allmendinger Karl,Allmendinger,Karl,.
12124,"Allram, Joseph",Allram Joseph,Allram,Joseph,.
12125,"Alscher, Otto",Alscher Otto,Alscher,Otto,8. Januar1880
12126,"Alsen, Karl von",Alsen Karl,Alsen,Karl,.
12127,"Alt, Jakob",Alt Jakob,Alt,Jakob,.
12128,"Alt, Theodor",Alt Theodor,Alt,Theodor,31. März 1858
12129,"Altenberg, Peter",Altenberg Peter,Altenberg,Peter,.
12130,"Altkirch, Ernst",Altkirch Ernst,Altkirch,Ernst,.
12131,"Altrichter, Karl",Altrichter Karl,Altrichter,Karl,1. Oktbr. 1909
12132,"Amerlan, Frieda",Amerlan Frieda,Amerlan,Frieda,.
12133,"Andreae, Frieda",Andreae Frieda,Andreae,Frieda,.
12134,"Andresen, Jngeborg",Andresen Jngeborg,Andresen,Jngeborg,.
12135,"Angel, Walter",Angel Walter,Angel,Walter,.
12136,"Anger, Gilbert",Anger Gilbert,Anger,Gilbert,.
12137,"Anger, Siegfried",Anger Siegfried,Anger,Siegfried,19. Novbr. 1911
12138,"Anker, Fritz",Anker Fritz,Anker,Fritz,.
12139,"Annas, Ernst",Annas Ernst,Annas,Ernst,.
12140,"Anthes, Otto",Anthes Otto,Anthes,Otto,.
12141,"Anton, Helene",Anton Helene,Anton,Helene,.
12142,"Apel, Paul",Apel Paul,Apel,Paul,.
12143,"Apitz, Edwin",Apitz Edwin,Apitz,Edwin,.
12144,"Appelt, Wilhelm",Appelt Wilhelm,Appelt,Wilhelm,.
12145,"Arens, Bernard",Arens Bernard,Arens,Bernard,.
12146,"Arndt, Ferdinand Valentin",Arndt Ferdinand Valentin,Arndt,Ferdinand Valentin,17. August 1867
12147,"Arndt, Pauline",Arndt Pauline,Arndt,Pauline,.
12148,"Arndts, Friedrich Wilhelm",Arndts Friedrich Wilhelm,Arndts,Friedrich Wilhelm,9. Oktbr. 1808
12149,"Artens, Viktor Ritter von",Artens Viktor,Artens,Viktor,.
12150,"Arthu, Georg",Arthu Georg,Arthu,Georg,.
12151,"Artopé, Theodor",Artopé Theodor,Artopé,Theodor,.
12152,"Asmussen, Georg",Asmussen Georg,Asmussen,Georg,.
12153,"Aßmann, Willi",Aßmann Willi,Aßmann,Willi,.
12154,"Atlas, Martin",Atlas Martin,Atlas,Martin,.
12155,"Attems, Sophie Gräfin",Attems Sophie Gräfin,Attems,Sophie Gräfin,1. Juni 1888
12156,"Attenhofer, Adolf",Attenhofer Adolf,Attenhofer,Adolf,14. Mai 1879
12157,"Auer, Ludwig",Auer Ludwig,Auer,Ludwig,.
12158,"Auerbach, Alfred",Auerbach Alfred,Auerbach,Alfred,.
12159,"Auerbach, Berthold",Auerbach Berthold,Auerbach,Berthold,23. Mai 1909
12160,"Auernheimer, Raoul",Auernheimer Raoul,Auernheimer,Raoul,.
12161,"Aulke, Heinrich Anton",Aulke Heinrich Anton,Aulke,Heinrich Anton,14. Juli 1887
12162,"Aumüller, Fritz",Aumüller Fritz,Aumüller,Fritz,28. Oktober 1849
12163,"Avenarius, Ferdinand",Avenarius Ferdinand,Avenarius,Ferdinand,.
12164,"Babillotte, Arthur",Babillotte Arthur,Babillotte,Arthur,20. Januar 1887
12165,"Bach, Friedrich",Bach Friedrich,Bach,Friedrich,13. März 1817
12166,"Bachmann, Franz",Bachmann Franz,Bachmann,Franz,.
12167,"Bäcker, Hermann",Bäcker Hermann,Bäcker,Hermann,Juli 1903
12168,"Badendieck, Alexander",Badendieck Alexander,Badendieck,Alexander,.
12169,"Bagge, Oskar",Bagge Oskar,Bagge,Oskar,.
12170,"Bahlmann, Paul",Bahlmann Paul,Bahlmann,Paul,.
12171,"Bahr, Erich Hermann",Bahr Erich Hermann,Bahr,Erich Hermann, August 1909
12172,"Baehr, Paul",Baehr Paul,Baehr,Paul,.
12173,"Baierlein, Joseph",Baierlein Joseph,Baierlein,Joseph,.
12174,"Bairau, Hans von",Bairau Hans,Bairau,Hans,.
12175,"Baltz, Johanna",Baltz Johanna,Baltz,Johanna,19. Juli 1810
12176,"Bancels, Marie Luise von",Bancels Marie Luise,Bancels,Marie Luise,.
12177,"Bandlow, Heinrich",Bandlow Heinrich,Bandlow,Heinrich,.
12178,"Baer, Oswald",Baer Oswald,Baer,Oswald,.
12179,"Barazetti, Sophie",Barazetti Sophie,Barazetti,Sophie,.
12180,"Barchan, Paul",Barchan Paul,Barchan,Paul,16. März1876
12181,"Bardey, Franz",Bardey Franz,Bardey,Franz,.
12182,"Bartels, Adolf",Bartels Adolf,Bartels,Adolf,.
12183,"Bartels, Friedrich",Bartels Friedrich,Bartels,Friedrich,.
12184,"Barth, Paul",Barth Paul,Barth,Paul,.
12185,"Bartolomäus, Richard",Bartolomäus Richard,Bartolomäus,Richard,.
12186,"Bartsch, Rudolf Hans",Bartsch Rudolf Hans,Bartsch,Rudolf Hans,11. Februar 1873
12187,"Bartzsch, Elisabeth",Bartzsch Elisabeth,Bartzsch,Elisabeth,.
12188,"Baesecke, Georg",Baesecke Georg,Baesecke,Georg,.
12189,"Bastian, Ferdinand",Bastian Ferdinand,Bastian,Ferdinand,.
12190,"Batz, Philipp",Batz Philipp,Batz,Philipp, Juni 1858
12191,"Bätzer, Fink",Bätzer Fink,Bätzer,Fink,.
12192,"Bauck, Elisabeth",Bauck Elisabeth,Bauck,Elisabeth,.
12193,"Baudevin, Lene",Baudevin Lene,Baudevin,Lene,.
12194,"Baudis, H. W",Baudis H. W,Baudis,H. W,21.August 1879
12195,"Baudissin, Annie Gräfin",Baudissin Annie,Baudissin,Annie,3. Februar 1868
12196,"Baudissin, Eva Gräfin von",Baudissin Eva Gräfin,Baudissin,Eva Gräfin,.
12197,"Baudissin, Wolf Graf von",Baudissin Wolf Graf,Baudissin,Wolf Graf,.
12198,"Baudo, Heinz",Baudo Heinz,Baudo,Heinz,.
12199,"Bauer, Ludwig Cölestin",Bauer Ludwig Cölestin,Bauer,Ludwig Cölestin,August 1910
12200,"Bauer, Ludwig",Bauer Ludwig,Bauer,Ludwig,.
12201,"Bauer, Willy",Bauer Willy,Bauer,Willy,.
12202,"Baum, Ernst Fritz",Baum Ernst Fritz,Baum,Ernst Fritz,29. November 1887
12203,"Baum, Oskar",Baum Oskar,Baum,Oskar,.
12204,"Baumann, Jakob",Baumann Jakob,Baumann,Jakob,.
12205,"Baumberger, Georg",Baumberger Georg,Baumberger,Georg,.
12206,"Baumgarten, Bruno",Baumgarten Bruno,Baumgarten,Bruno,30. Januar 1876
12207,"Baumgartner, Alexander",Baumgartner Alexander,Baumgartner,Alexander,.
12208,"Baute, Johannes",Baute Johannes,Baute,Johannes,25. Januar 1848
12209,"Bautz, Rudolf",Bautz Rudolf,Bautz,Rudolf,.
12210,"Bayer, Karl",Bayer Karl,Bayer,Karl,.
12211,"Beck, Karl",Beck Karl,Beck,Karl,8. Juni 1911
12212,"Becker, Hans Otto",Becker Hans Otto,Becker,Hans Otto,.
12213,"Becks, Joseph",Becks Joseph,Becks,Joseph,.
12214,"Beeg, Maria",Beeg Maria,Beeg,Maria,.
12215,"Beeker, Käthe van",Beeker Käthe van,Beeker,Käthe van,.
12216,"Beelitz, Jlse",Beelitz Jlse,Beelitz,Jlse,.
12217,"Beetschen, Alfred",Beetschen Alfred,Beetschen,Alfred,.
12218,"Beheim-Schwarzbach, Max",Beheim-Schwarzbach Max,Beheim-Schwarzbach,Max,Juli 1910
12219,"Behrend, Ernst",Behrend Ernst,Behrend,Ernst, Dezbr. 1909
12220,"Behrend, Klara",Behrend Klara,Behrend,Klara,.
12221,"Behrend, Otto",Behrend Otto,Behrend,Otto,.
12222,"Behrens, Bertha",Behrens Bertha,Behrens,Bertha,9. Septbr. 1912
12223,"Behrens, Hugo",Behrens Hugo,Behrens,Hugo,7. Novbr. 1910
12224,"Behrens, Karl Erich",Behrens Karl Erich,Behrens,Karl Erich,.
12225,"Belart, Hans",Belart Hans,Belart,Hans,.
12226,"Below, Ernst",Below Ernst,Below,Ernst, Oktober 1910
12227,"Benda, Oskar",Benda Oskar,Benda,Oskar,August 1912
12228,"Bendemann, Margarete",Bendemann Margarete,Bendemann,Margarete,.
12229,"Bender, Augusta",Bender Augusta,Bender,Augusta,.
12230,"Bender, Johannes",Bender Johannes,Bender,Johannes,11. Juli 1910
12231,"Bendler, Ludwig",Bendler Ludwig,Bendler,Ludwig,.
12232,"Beneckendorff und von Hindenburg, Bernhard von",Beneckendorff und von Hindenburg Bernhard,Beneckendorff und von Hindenburg,Bernhard,.
12233,"Benndorf, Friedrich Kurt",Benndorf Friedrich Kurt,Benndorf,Friedrich Kurt,.
12234,"Bensen, Rudolf",Bensen Rudolf,Bensen,Rudolf,.
12235,"Benthien, Paul Johannes",Benthien Paul Johannes,Benthien,Paul Johannes,20. Oktbr. 1855
12236,"Benzmann, Hans",Benzmann Hans,Benzmann,Hans,.
12237,"Beradt, Martin",Beradt Martin,Beradt,Martin,.
12238,"Bercht, Ottilie",Bercht Ottilie,Bercht,Ottilie,.
12239,"Bergell, Fritz",Bergell Fritz,Bergell,Fritz,25.Januar 1845
12240,"Bergener, Oswald",Bergener Oswald,Bergener,Oswald,.
12241,"Berger, Alfred Freiherr von",Berger Alfred Freiherr,Berger,Alfred Freiherr,24. Aug.1912
12242,"Berger, Eugen",Berger Eugen,Berger,Eugen,29.April 1868
12243,"Berger, Gisela Maria Johanna Freiin von",Berger Gisela Maria Johanna Freiin,Berger,Gisela Maria Johanna Freiin,Dezember 1878
12244,"Berger, Hedwig",Berger Hedwig,Berger,Hedwig,.
12245,"Bergervoort, Bernhard Maria",Bergervoort Bernhard Maria,Bergervoort,Bernhard Maria,7. Juni 1866
12246,"Bergler, Hans",Bergler Hans,Bergler,Hans,29. Juli 1912
12247,"Berka(-Beelitz), Jlse",Berka(-Beelitz) Jlse,Berka(-Beelitz),Jlse,.
12248,"Berlepsch, Goswina von",Berlepsch Goswina,Berlepsch,Goswina,.
12249,"Bermanschläger, Ludwig",Bermanschläger Ludwig,Bermanschläger,Ludwig,.
12250,"Bernauer, Rudolf",Bernauer Rudolf,Bernauer,Rudolf,.
12251,"Berndt, Konrad",Berndt Konrad,Berndt,Konrad,.
12252,"Bernhard, Marie",Bernhard Marie,Bernhard,Marie,.
12253,"Bernhard, Paul",Bernhard Paul,Bernhard,Paul,.
12254,"Bernhardt, Ernst",Bernhardt Ernst,Bernhardt,Ernst,.
12255,"Bernouilli, Karl Albrecht",Bernouilli Karl Albrecht,Bernouilli,Karl Albrecht,.
12256,"Berns, Kurt",Berns Kurt,Berns,Kurt,.
12257,"Bernt, Ferdinand",Bernt Ferdinand,Bernt,Ferdinand,.
12258,"Bernthsen, Maria",Bernthsen Maria,Bernthsen,Maria,.
12259,"Bernus, Alexander Freiherr von",Bernus Alexander Freiherr,Bernus,Alexander Freiherr,.
12260,"Berstl, Julius",Berstl Julius,Berstl,Julius,.
12261,"Bertels, Kurt",Bertels Kurt,Bertels,Kurt,15. Juli1910
12262,"Berthold, Helene",Berthold Helene,Berthold,Helene,.
12263,"Berthold, Karl",Berthold Karl,Berthold,Karl,12. Oktober 1884
12264,"Bertram, Fritz",Bertram Fritz,Bertram,Fritz,.
12265,"Besold, Gertrud",Besold Gertrud,Besold,Gertrud,.
12266,"Besser, Emil",Besser Emil,Besser,Emil,.
12267,"Bethge, Hans",Bethge Hans,Bethge,Hans,.
12268,"Bethusy-Huc, Valeska",Bethusy-Huc Valeska,Bethusy-Huc,Valeska,.
12269,"Bettauer, Fritz Ernst",Bettauer Fritz Ernst,Bettauer,Fritz Ernst,.
12270,"Bettelheim, Helene",Bettelheim Helene,Bettelheim,Helene,7. November 1857
12271,"Betzinger, Bernhard",Betzinger Bernhard,Betzinger,Bernhard,.
12272,"Beust, Karl Freiherr von",Beust Karl Freiherr,Beust,Karl Freiherr,.
12273,"Beuthien, Angelius",Beuthien Angelius,Beuthien,Angelius,.
12274,"Beuttenmüller, Hermann",Beuttenmüller Hermann,Beuttenmüller,Hermann,.
12275,"Bewer, Max",Bewer Max,Bewer,Max,.
12276,"Beyer, Karl",Beyer Karl,Beyer,Karl,.
12277,"Beyerlein, Franz Adam",Beyerlein Franz Adam,Beyerlein,Franz Adam,.
12278,"Biberich, Gustav",Biberich Gustav,Biberich,Gustav,22. Januar 1875
12279,"Bickelhaupt, Greta",Bickelhaupt Greta,Bickelhaupt,Greta,.
12280,"Biehler-Buchensee, Marie von",Biehler-Buchensee Marie,Biehler-Buchensee,Marie,.
12281,"Biel, Anna Maria",Biel Anna Maria,Biel,Anna Maria,.
12282,"Bienenstein, Karl",Bienenstein Karl,Bienenstein,Karl,.
12283,"Bierbaum, Otto Julius",Bierbaum Otto Julius,Bierbaum,Otto Julius,.
12284,"Biernatzki, Karl Johann Christoph",Biernatzki Karl Johann Christoph,Biernatzki,Karl Johann Christoph,.
12285,"Biesendahl, Karl",Biesendahl Karl,Biesendahl,Karl,.
12286,"Biesten, Wilhelm",Biesten Wilhelm,Biesten,Wilhelm,.
12287,"Bilecki, Elli",Bilecki Elli,Bilecki,Elli,23. Juli1888
12288,"Biller, Karl",Biller Karl,Biller,Karl,18. August1865
12289,"Billing, Albert",Billing Albert,Billing,Albert,22. Januar 1910
12290,"Binder, Heinrich",Binder Heinrich,Binder,Heinrich,.
12291,"Birt, Alexander",Birt Alexander,Birt,Alexander,.
12292,"Birt, Theodor",Birt Theodor,Birt,Theodor,.
12293,"Bischoff, Charitas",Bischoff Charitas,Bischoff,Charitas,.
12294,"Bischoff, Karl",Bischoff Karl,Bischoff,Karl,16. Mai1878
12295,"Bischoff, Joseph",Bischoff Joseph,Bischoff,Joseph,.
12296,"Bischoff, Orestes Ritter v",Bischoff Orestes,Bischoff,Orestes,.
12297,"Blachny, Fritz",Blachny Fritz,Blachny,Fritz,.
12298,"Blanc, Ferdinand",Blanc Ferdinand,Blanc,Ferdinand,.
12299,"Blangy-Lebzellern, Seraphine Freiin von",Blangy-Lebzellern Seraphine,Blangy-Lebzellern,Seraphine,19. Juni 1912
12300,"Blank, Matthias",Blank Matthias,Blank,Matthias,.
12301,"Blaeske, Joh. Frdr. Ernst",Blaeske Joh. Frdr. Ernst,Blaeske,Joh. Frdr. Ernst,16. Dezember 1864
12302,"Blath, Ludwig",Blath Ludwig,Blath,Ludwig,.
12303,"Blau, Paul",Blau Paul,Blau,Paul,.
12304,"Bleibtreu, Karl",Bleibtreu Karl,Bleibtreu,Karl,.
12305,"Bleichrodt, Reinhold",Bleichrodt Reinhold,Bleichrodt,Reinhold,.
12306,"Bliß, Paul",Bliß Paul,Bliß,Paul,.
12307,"Block, Paul",Block Paul,Block,Paul,.
12308,"Bloem, Walter",Bloem Walter,Bloem,Walter,.
12309,"Blomberg, Anna Freiin von",Blomberg Anna,Blomberg,Anna,.
12310,"Blos, Wilhelm",Blos Wilhelm,Blos,Wilhelm,.
12311,"Blum(-Erhard), Anna",Blum(-Erhard) Anna,Blum(-Erhard),Anna,17. März 1867
12312,"Blum, Lodoiska von",Blum Lodoiska,Blum,Lodoiska,.
12313,"Blumberger, Friedrich",Blumberger Friedrich,Blumberger,Friedrich,.
12314,"Blümcke, Ludwig",Blümcke Ludwig,Blümcke,Ludwig,.
12315,"Blumenthal, Hermann",Blumenthal Hermann,Blumenthal,Hermann,.
12316,"Blumenthal, Oskar",Blumenthal Oskar,Blumenthal,Oskar,.
12317,"Blüthgen, Klara",Blüthgen Klara,Blüthgen,Klara,.
12318,"Blüthgen, Victor",Blüthgen Victor,Blüthgen,Victor,.
12319,"Bock, Alfred",Bock Alfred,Bock,Alfred,.
12320,"Bock von Wülfingen, Adolf",Bock von Wülfingen Adolf,Bock von Wülfingen,Adolf,.
12321,"Böckel, Otto",Böckel Otto,Böckel,Otto,.
12322,"Böckler, Otto",Böckler Otto,Böckler,Otto,.
12323,"Bode, Hedwig Baronin von",Bode Hedwig,Bode,Hedwig,.
12324,"Bode, Wilhelm F",Bode Wilhelm F,Bode,Wilhelm F,30.März 1862
