Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
12325,"Boeddinghaus, Paul",Boeddinghaus Paul,Boeddinghaus,Paul,.
12326,"Bodemer, Horst",Bodemer Horst,Bodemer,Horst,.
12327,"Böhlau, Helene",Böhlau Helene,Böhlau,Helene,.
12328,"Böhlen, P. Hippolytus",Böhlen P. Hippolytus,Böhlen,P. Hippolytus,21. August 1878
12329,"Bohm, Frida",Bohm Frida,Bohm,Frida,23. Mai1880
12330,"Böhm, Hans",Böhm Hans,Böhm,Hans,18. April 1876
12331,"Böhme, Margarete",Böhme Margarete,Böhme,Margarete,.
12332,"Böhmer, Emma",Böhmer Emma,Böhmer,Emma,.
12333,"Böhmken, Hermann",Böhmken Hermann,Böhmken,Hermann,15.Juni 1838
12334,"Böhnert, Agnes",Böhnert Agnes,Böhnert,Agnes,.
12335,"Böhnke, Hermann",Böhnke Hermann,Böhnke,Hermann,30. Januar1909
12336,"Bohrmann, Marianne",Bohrmann Marianne,Bohrmann,Marianne,.
12337,"Böhtlingk, Arthur",Böhtlingk Arthur,Böhtlingk,Arthur,.
12338,"Bonde, Sophus",Bonde Sophus,Bonde,Sophus,.
12339,"Bonhoff, Karl",Bonhoff Karl,Bonhoff,Karl,.
12340,"Bonnet, Johannes",Bonnet Johannes,Bonnet,Johannes,1. Oktbr. 1910
12341,"Bonsels, Waldemar",Bonsels Waldemar,Bonsels,Waldemar,.
12342,"Bonté, Hugo",Bonté Hugo,Bonté,Hugo,.
12343,"Bonus, Beate",Bonus Beate,Bonus,Beate,.
12344,"Borchardt, Georg",Borchardt Georg,Borchardt,Georg,.
12345,"Borchart, Elsbeth",Borchart Elsbeth,Borchart,Elsbeth,.
12346,"Borée, Albert",Borée Albert,Borée,Albert,12.Juli 1864
12347,"Borkowsky, Ernst",Borkowsky Ernst,Borkowsky,Ernst,28. Februar 1860
12348,"Bormann, Edwin",Bormann Edwin,Bormann,Edwin,3. Mai 1912
12349,"Börner, Sophie",Börner Sophie,Börner,Sophie,.
12350,"Borngräber, Gertrud Emily",Borngräber Gertrud Emily,Borngräber,Gertrud Emily,20. Januar 1873
12351,"Borngräber, Otto",Borngräber Otto,Borngräber,Otto,.
12352,"Borniger, Johanna Mathilde",Borniger Johanna Mathilde,Borniger,Johanna Mathilde,22. Februar 1873
12353,"Borstell, Friedrich",Borstell Friedrich,Borstell,Friedrich,.
12354,"Boesch, Karl",Boesch Karl,Boesch,Karl,7. Dezbr.1880
12355,"Bösking, Heinrich",Bösking Heinrich,Bösking,Heinrich,.
12356,"Boesser, Julius",Boesser Julius,Boesser,Julius,.
12357,"Boßhart, Jakob",Boßhart Jakob,Boßhart,Jakob,.
12358,"Boethke, Karl",Boethke Karl,Boethke,Karl,2. Februar 1912
12359,"Böttcher, Adele",Böttcher Adele,Böttcher,Adele, Juli 1909
12360,"Böttcher, Johann Karl",Böttcher Johann Karl,Böttcher,Johann Karl,.
12361,"Böttcher, Max Karl",Böttcher Max Karl,Böttcher,Max Karl,30. Januar 1881
12362,"Böttcher, Maximilian",Böttcher Maximilian,Böttcher,Maximilian,.
12363,"Böttcher, Viktor",Böttcher Viktor,Böttcher,Viktor,3. August1905
12364,"Böttger, Ernst",Böttger Ernst,Böttger,Ernst,.
12365,"Bötticher, Clarissa",Bötticher Clarissa,Bötticher,Clarissa,.
12366,"Bötticher, Georg",Bötticher Georg,Bötticher,Georg,.
12367,"Bourset, Adolf",Bourset Adolf,Bourset,Adolf,.
12368,"Boy, Johanna",Boy Johanna,Boy,Johanna,.
12369,"Boy-Ed, Jda",Boy-Ed Jda,Boy-Ed,Jda,.
12370,"Brachvogel, Albert",Brachvogel Albert,Brachvogel,Albert,.
12371,"Brachvogel, Carry",Brachvogel Carry,Brachvogel,Carry,.
12372,"Brachvogel, Udo",Brachvogel Udo,Brachvogel,Udo,.
12373,"Brackel, Ferdinande",Brackel Ferdinande,Brackel,Ferdinande,.
12374,"Brand, Karl",Brand Karl,Brand,Karl,13. Jan.1871
12375,"Brandenburg, Hans",Brandenburg Hans,Brandenburg,Hans,.
12376,"Brandes, Friedrich",Brandes Friedrich,Brandes,Friedrich,.
12377,"Brandes, Wilhelm",Brandes Wilhelm,Brandes,Wilhelm,.
12378,"Brandis-Zelion, Emma von",Brandis-Zelion Emma,Brandis-Zelion,Emma,20. Dezember 1909
12379,"Brandrup, Marie",Brandrup Marie,Brandrup,Marie,.
12380,"Brandt, Adolf",Brandt Adolf,Brandt,Adolf,5. Juni 1910
12381,"Brandt, Oskar Ludwig",Brandt Oskar Ludwig,Brandt,Oskar Ludwig,1. Oktbr. 1889
12382,"Brandt, Rolf",Brandt Rolf,Brandt,Rolf,.
12383,"Brandt, Wilhelm",Brandt Wilhelm,Brandt,Wilhelm,.
12384,"Braun, Felix",Braun Felix,Braun,Felix,.
12385,"Braun, Lily",Braun Lily,Braun,Lily, Juni 1893
12386,"Braun, Reinhold",Braun Reinhold,Braun,Reinhold,10.Dezbr. 1879
12387,"Braune, Rudolf",Braune Rudolf,Braune,Rudolf,.
12388,"Braunfels, Ludwig",Braunfels Ludwig,Braunfels,Ludwig,22. April 1810
12389,"Brausewetter, Arthur",Brausewetter Arthur,Brausewetter,Arthur,.
12390,"Breden, Christine von",Breden Christine,Breden,Christine,.
12391,"Bredow, Heinrich",Bredow Heinrich,Bredow,Heinrich,.
12392,"Bredt, Friedrich Wilhelm",Bredt Friedrich Wilhelm,Bredt,Friedrich Wilhelm,.
12393,"Brehm, Helene",Brehm Helene,Brehm,Helene, Januar1862
12394,"Breinersdorf, Karl",Breinersdorf Karl,Breinersdorf,Karl,15. Oktbr. 1861
12395,"Breitzmann, Agnes",Breitzmann Agnes,Breitzmann,Agnes,.
12396,"Brennert, Hans",Brennert Hans,Brennert,Hans,.
12397,"Brenning, Emil",Brenning Emil,Brenning,Emil,.
12398,"Brentano, Fritz",Brentano Fritz,Brentano,Fritz,.
12399,"Bresser, Joseph",Bresser Joseph,Bresser,Joseph,26.Dezember 1882
12400,"Brieger, Adolf",Brieger Adolf,Brieger,Adolf,17. Januar 1912
12401,"Brieger, Alfred",Brieger Alfred,Brieger,Alfred,.
12402,"Brieger-Wasservogel, Lothar",Brieger-Wasservogel Lothar,Brieger-Wasservogel,Lothar,.
12403,"Briesen, Fritz von",Briesen Fritz,Briesen,Fritz,.
12404,"Brinkmann, Ludwig",Brinkmann Ludwig,Brinkmann,Ludwig,15. April 1880
12405,"Britting, Walter",Britting Walter,Britting,Walter,30.Januar 1885
12406,"Brociner, Marco",Brociner Marco,Brociner,Marco,.
12407,"Brod, Max",Brod Max,Brod,Max,.
12408,"Bronner, Ferdinand",Bronner Ferdinand,Bronner,Ferdinand,.
12409,"Brons jr., Bernhard",Brons jr. Bernhard,Brons jr.,Bernhard,15. Oktober 1831
12410,"Bruch, Margarete",Bruch Margarete,Bruch,Margarete,29. August1882
12411,"Bruchmüller, Wilhelm",Bruchmüller Wilhelm,Bruchmüller,Wilhelm,.
12412,"Bruck, Felix",Bruck Felix,Bruck,Felix,8.November 1911
12413,"Brücker, Friedrich Wilhelm",Brücker Friedrich Wilhelm,Brücker,Friedrich Wilhelm,.
12414,"Bruckner, Anton",Bruckner Anton,Bruckner,Anton,.
12415,"Bruhn, Luise",Bruhn Luise,Bruhn,Luise,.
12416,"Bruhnsen, Otto",Bruhnsen Otto,Bruhnsen,Otto,.
12417,"Bruns, Margarete",Bruns Margarete,Bruns,Margarete,.
12418,"Buch, Margarete von",Buch Margarete,Buch,Margarete,.
12419,"Bucher, Theodor",Bucher Theodor,Bucher,Theodor,.
12420,"Buchholz, Hermann",Buchholz Hermann,Buchholz,Hermann,.
12421,"Buchhorn, Joseph",Buchhorn Joseph,Buchhorn,Joseph,.
12422,"Buchner, Eberhard",Buchner Eberhard,Buchner,Eberhard,.
12423,"Büchner, Georg",Büchner Georg,Büchner,Georg,.
12424,"Bucholtz, Margarete von",Bucholtz Margarete,Bucholtz,Margarete,.
12425,"Buchwald, Otto",Buchwald Otto,Buchwald,Otto,.
12426,"Bückmann, Ludwig",Bückmann Ludwig,Bückmann,Ludwig,20. Septbr. 1858
12427,"Budde, Emil",Budde Emil,Budde,Emil, Novbr.1912
12428,"Buhr, Joseph",Buhr Joseph,Buhr,Joseph,.
12429,"Bulat(-Königsklee), Jrma",Bulat(-Königsklee) Jrma,Bulat(-Königsklee),Jrma,21. Januar 1876
12430,"Bulcke, Karl",Bulcke Karl,Bulcke,Karl,.
12431,"Bulla, Konstantin",Bulla Konstantin,Bulla,Konstantin,.
12432,"Bulle, Oskar",Bulle Oskar,Bulle,Oskar,.
12433,"Bulthaupt, Heinrich Alfred",Bulthaupt Heinrich Alfred,Bulthaupt,Heinrich Alfred,.
12434,"Bünau, Henriette von",Bünau Henriette von,Bünau,Henriette von,.
12435,"Bungert, August",Bungert August,Bungert,August,.
12436,"Bunsen, Marie von",Bunsen Marie,Bunsen,Marie,.
12437,"Buol(-Berenberg), Marie",Buol(-Berenberg) Marie,Buol(-Berenberg),Marie,.
12438,"Burchard, Gustav",Burchard Gustav,Burchard,Gustav,.
12439,"Burchardt(-Nienstein), Auguste",Burchardt(-Nienstein) Auguste,Burchardt(-Nienstein),Auguste,.
12440,"Burckhard, Max",Burckhard Max,Burckhard,Max,16. März 1912
12441,"Burg, Paul",Burg Paul,Burg,Paul,.
12442,"Burggraf, Julius",Burggraf Julius,Burggraf,Julius, Oktober 1912
12443,"Burghaller, Rudolf",Burghaller Rudolf,Burghaller,Rudolf,1. Aug. 1905
12444,"Burghauser, Wolfgang",Burghauser Wolfgang,Burghauser,Wolfgang,.
12445,"Burgherr, Karl Albert",Burgherr Karl Albert,Burgherr,Karl Albert,.
12446,"Büring, Wilhelm",Büring Wilhelm,Büring,Wilhelm,.
12447,"Burkhard, Lie (Amélie",Burkhard Lie Amélie,Burkhard,Lie Amélie,18. Dezember 1866
12448,"Burkhardt, Robert",Burkhardt Robert,Burkhardt,Robert,2. Oktober 1874
12449,"Bürstenbinder, Elisabeth",Bürstenbinder Elisabeth,Bürstenbinder,Elisabeth,.
12450,"Busch, Willi",Busch Willi,Busch,Willi,.
12451,"Busch, Wilhelm",Busch Wilhelm,Busch,Wilhelm,.
12452,"Buschmann, Alois",Buschmann Alois,Buschmann,Alois,.
12453,"Buschmann, Paula",Buschmann Paula,Buschmann,Paula,27. Mai 1908
12454,"Busse, Karl",Busse Karl,Busse,Karl,.
12455,"Busse(-Palma), Georg",Busse(-Palma) Georg,Busse(-Palma),Georg,.
12456,"Butenschön, Helene",Butenschön Helene,Butenschön,Helene,.
12457,"Butscher, August",Butscher August,Butscher,August,.
12458,"Büttiker, Klara",Büttiker Klara,Büttiker,Klara,27. Septbr. 1886
12459,"Butz, Friedrich Karl",Butz Friedrich Karl,Butz,Friedrich Karl,.
12460,"Buxbaum, Philipp",Buxbaum Philipp,Buxbaum,Philipp,.
12461,"Buzello, Justus",Buzello Justus,Buzello,Justus,7. Juli 1859
12462,"Byk, Edgar",Byk Edgar,Byk,Edgar,14. August1883
12463,"Cabanis, George",Cabanis George,Cabanis,George,.
12464,"Calebow, Friedrich",Calebow Friedrich,Calebow,Friedrich,.
12465,"Capelle, Erich",Capelle Erich,Capelle,Erich,12. Juni1871
12466,"Cardauns, Hermann",Cardauns Hermann,Cardauns,Hermann,.
12467,"Chiavacci, Vinzenz",Chiavacci Vinzenz,Chiavacci,Vinzenz,.
12468,"Christaller, Helene",Christaller Helene,Christaller,Helene,.
12469,"Christeinicke, Gotthard",Christeinicke Gotthard,Christeinicke,Gotthard,.
12470,"Christel, Franz",Christel Franz,Christel,Franz,.
12471,"Christomanos, Konstantin",Christomanos Konstantin,Christomanos,Konstantin,13. August 1868
12472,"Claar, Emil",Claar Emil,Claar,Emil,.
12473,"Clasen-Schmid, Mathilde",Clasen-Schmid Mathilde,Clasen-Schmid,Mathilde,5. Dezbr.1911
12474,"Classen, Walther",Classen Walther,Classen,Walther,.
12475,"Classen(-Kehren), Berta",Classen(-Kehren) Berta,Classen(-Kehren),Berta,.
12476,"Claudius, Gerhard",Claudius Gerhard,Claudius,Gerhard,.
12477,"Clausen, Bernhard",Clausen Bernhard,Clausen,Bernhard,.
12478,"Clausen, Ernst",Clausen Ernst,Clausen,Ernst,13. Dezbr.1912
12479,"Clausius, Sabine",Clausius Sabine,Clausius,Sabine,.
12480,"Clément, Bertha",Clément Bertha,Clément,Bertha,.
12481,"Clobes, Wilhelm",Clobes Wilhelm,Clobes,Wilhelm,.
12482,"Cohn(-Viebig), Klara",Cohn(-Viebig) Klara,Cohn(-Viebig),Klara,.
12483,"Cohn, Martha",Cohn Martha,Cohn,Martha,.
12484,"Colerus von Geldern, Richard",Colerus von Geldern Richard,Colerus von Geldern,Richard,29. August 1872
12485,"Commer, Klara",Commer Klara,Commer,Klara,.
12486,"Connemann, Johanna Theodore",Connemann Johanna Theodore,Connemann,Johanna Theodore,.
12487,"Conradi, Hermann",Conradi Hermann,Conradi,Hermann,.
12488,"Cords, Lily",Cords Lily,Cords,Lily,26. Juni 1890
12489,"Cornel, Paul",Cornel Paul,Cornel,Paul,19. Mai 1899
12490,"Cornelius, Heinrich",Cornelius Heinrich,Cornelius,Heinrich,.
12491,"Corony, Blanda",Corony Blanda,Corony,Blanda,26. Dezbr. 1911
12492,"Coester, Berta",Coester Berta,Coester,Berta,4. März 1908
12493,"Cotta, Johannes",Cotta Johannes,Cotta,Johannes,.
12494,"Courths-Mahler, Hedwig",Courths-Mahler Hedwig,Courths-Mahler,Hedwig,18. Februar 1867
12495,"Cramer, Friedrich Wilhelm",Cramer Friedrich Wilhelm,Cramer,Friedrich Wilhelm, Oktober1909
12496,"Cramm, Burghard Freiherr von",Cramm Burghard,Cramm,Burghard,.
12497,"Creutz, Käte",Creutz Käte,Creutz,Käte,.
12498,"de Crignis, Anna Maria Theresia Mathilde",de Crignis Anna Maria Theresia Mathilde,de Crignis,Anna Maria Theresia Mathilde,11. März 1877
12499,"Croissant, Eugen",Croissant Eugen,Croissant,Eugen,.
12500,"Croissant-Rust, Anna",Croissant-Rust Anna,Croissant-Rust,Anna,.
12501,"Csmarich, Rudolf",Csmarich Rudolf,Csmarich,Rudolf,.
12502,"Cüppers, Joseph",Cüppers Joseph,Cüppers,Joseph,.
12503,"Dacqué, Friedrich",Dacqué Friedrich,Dacqué,Friedrich,.
12504,"Dahm, Paula",Dahm Paula,Dahm,Paula,.
12505,"Dahms, Paul",Dahms Paul,Dahms,Paul,.
12506,"Dahn, Felix",Dahn Felix,Dahn,Felix,3. Januar1912
12507,"Daehne, Paul",Daehne Paul,Daehne,Paul,1. Febr.1872
12508,"Dallmeyer, Wilhelm",Dallmeyer Wilhelm,Dallmeyer,Wilhelm,.
12509,"Dalmer, Helene",Dalmer Helene,Dalmer,Helene,.
12510,"Damascenus, Paulus",Damascenus Paulus,Damascenus,Paulus,.
12511,"Dalmer, Karl",Dalmer Karl,Dalmer,Karl,18. März1811
12512,"Damian, Fr",Damian Fr,Damian,Fr,.
12513,"Danckelman, Eberhard Freiherr von",Danckelman Eberhard,Danckelman,Eberhard,.
12514,"Dannehl, Gustav",Dannehl Gustav,Dannehl,Gustav,.
12515,"Dauthendey, Maximilian",Dauthendey Maximilian,Dauthendey,Maximilian,.
12516,"David, Jakob Julius",David Jakob Julius,David,Jakob Julius,.
12517,"Dehmel, Richard",Dehmel Richard,Dehmel,Richard,.
12518,"Deichen, Paul",Deichen Paul,Deichen,Paul,.
12519,"Delbrück, Kurt",Delbrück Kurt,Delbrück,Kurt,.
12520,"Demandowski, Axel von",Demandowski Axel,Demandowski,Axel,.
12521,"Dembitzer, Salamon",Dembitzer Salamon,Dembitzer,Salamon,29. Dezbr. 1888
12522,"Dencker, Willi",Dencker Willi,Dencker,Willi,.
12523,"Denk, Otto",Denk Otto,Denk,Otto,1. Oktbr. 1910
12524,"Dennert, Eberhard",Dennert Eberhard,Dennert,Eberhard,.
12525,"Deppisch, August",Deppisch August,Deppisch,August,.
12526,"Dernburg, Friedrich",Dernburg Friedrich,Dernburg,Friedrich,.
12527,"Déschán, Edler von Hannsen",Déschán ,Déschán,,.
12528,"Dessauer, Adolf",Dessauer Adolf,Dessauer,Adolf,.
12529,"Detto, Albert",Detto Albert,Detto,Albert,30. Mai 1910
12530,"Deutsch, Michael August Adolf",Deutsch Michael August Adolf,Deutsch,Michael August Adolf,6. Oktober 1868
12531,"Dibelius, Franz",Dibelius Franz,Dibelius,Franz,.
12532,"Dickhuth, Gustaf Friedr. Hugo Emil",Dickhuth Gustaf Friedr. Hugo Emil,Dickhuth,Gustaf Friedr. Hugo Emil,18. Juli 1856
12533,"Dickinson-Wildberg, Heino L. B. von",Dickinson-Wildberg Heino L. B.,Dickinson-Wildberg,Heino L. B.,.
12534,"Dieckmann, Marie",Dieckmann Marie,Dieckmann,Marie,.
12535,"Diederich, Franz",Diederich Franz,Diederich,Franz,.
12536,"Diehl, Wilhelm",Diehl Wilhelm,Diehl,Wilhelm,10. Jan.1871
12537,"Diehm, Fritz",Diehm Fritz,Diehm,Fritz,.
12538,"Diers, Marie",Diers Marie,Diers,Marie,.
12539,"Dietz, Paul",Dietz Paul,Dietz,Paul,.
12540,"Dietz, Rudolf",Dietz Rudolf,Dietz,Rudolf,.
12541,"Dietzi, Hedwig",Dietzi Hedwig,Dietzi,Hedwig,.
12542,"Dinckelberg, Hugo",Dinckelberg Hugo,Dinckelberg,Hugo,.
12543,"Dincklage, Emmy von",Dincklage Emmy,Dincklage,Emmy,.
12544,"Dincklage, Klara von",Dincklage Klara,Dincklage,Klara,.
12545,"Dinter, Artur",Dinter Artur,Dinter,Artur,.
12546,"Dirking, August",Dirking August,Dirking,August,.
12547,"Dirnböck-Schulz, Jenny",Dirnböck-Schulz Jenny,Dirnböck-Schulz,Jenny,.
12548,"Dittmar, Franz",Dittmar Franz,Dittmar,Franz,.
12549,"Dix, Anna",Dix Anna,Dix,Anna,.
12550,"Dobsky, Arthur",Dobsky Arthur,Dobsky,Arthur,3. Februar 1879
12551,"Doehler, Gottfried",Doehler Gottfried,Doehler,Gottfried,.
12552,"Dohse, Richard",Dohse Richard,Dohse,Richard,.
12553,"Domansky, Walther",Domansky Walther,Domansky,Walther,.
12554,"Dombrowski, Raoul Ritter von",Dombrowski Raoul Ritter,Dombrowski,Raoul Ritter,.
12555,"Domeier, Anna",Domeier Anna,Domeier,Anna,2. April 1911
12556,"Donnersberg, Edit",Donnersberg Edit,Donnersberg,Edit,4. Mai 1889
12557,"Doering, Katharina von",Doering Katharina,Doering,Katharina,.
12558,"Dorschner, Friedrich",Dorschner Friedrich,Dorschner,Friedrich,14. April 1882
12559,"Dose, Johannes",Dose Johannes,Dose,Johannes,.
12560,"Dove, Karl",Dove Karl,Dove,Karl,.
12561,"Drache, Klemens",Drache Klemens,Drache,Klemens,4. September 1911
12562,"Draub, Elise",Draub Elise,Draub,Elise,30. Juli1883
12563,"Dreesen, Willrath",Dreesen Willrath,Dreesen,Willrath,.
12564,"Dreger, Hans",Dreger Hans,Dreger,Hans,29. April 1911
12565,Drems,Drems ,Drems,,.
12566,"Dreyer, Alois",Dreyer Alois,Dreyer,Alois,.
12567,"Dreyer, Max",Dreyer Max,Dreyer,Max,.
12568,"Dreyfus, Albert",Dreyfus Albert,Dreyfus,Albert,29. Januar 1876
12569,"Driesmaus, Heinrich",Driesmaus Heinrich,Driesmaus,Heinrich,.
12570,"Drigalski, Liesbet von",Drigalski Liesbet,Drigalski,Liesbet,.
12571,"Driggeberger, Johannes",Driggeberger Johannes,Driggeberger,Johannes,.
12572,"Drößler, Otto",Drößler Otto,Drößler,Otto,1. Jan.1841
12573,"Droste, Georg",Droste Georg,Droste,Georg,.
12574,"Ducht, Frieda",Ducht Frieda,Ducht,Frieda,2. April1866
12575,"Dülberg, Franz",Dülberg Franz,Dülberg,Franz,.
12576,"Du Moulin-Eckart auf Bertolzheim, Richard Graf",Du Moulin-Eckart auf Bertolzheim Richard Graf,Du Moulin-Eckart auf Bertolzheim,Richard Graf,.
12577,"Duncker, Dora",Duncker Dora,Duncker,Dora,.
12578,"Dürr, Max",Dürr Max,Dürr,Max,1. Novbr.1874
12579,"Dusch, Wilhelm",Dusch Wilhelm,Dusch,Wilhelm,.
12580,"Dutczynski, Alfred Ritter von",Dutczynski Alfred,Dutczynski,Alfred,Dezbr. 1907
12581,"Dworaczek, Konrad",Dworaczek Konrad,Dworaczek,Konrad,.
12582,"Dycke, Ernst",Dycke Ernst,Dycke,Ernst,25. Oktbr.1863
12583,"Ebenhoch, Alfred",Ebenhoch Alfred,Ebenhoch,Alfred,30. Januar 1912
12584,"Eberl, Heinz",Eberl Heinz,Eberl,Heinz,.
12585,"Eberle, Anton",Eberle Anton,Eberle,Anton,.
12586,"Ebertin, Elsbeth",Ebertin Elsbeth,Ebertin,Elsbeth,14.Mai 1880
12587,"Ebner von Eschenbach, Marie",Ebner von Eschenbach Marie,Ebner von Eschenbach,Marie,.
12588,"Eckart, Rudolf",Eckart Rudolf,Eckart,Rudolf,.
12589,"Eckart, Theodor",Eckart Theodor,Eckart,Theodor,.
12590,"Eckstein, Ernst",Eckstein Ernst,Eckstein,Ernst,.
12591,"Edel, Edmund",Edel Edmund,Edel,Edmund,.
12592,"Eder, Franz",Eder Franz,Eder,Franz,4. Septbr.1883
12593,"Edert, Eduard",Edert Eduard,Edert,Eduard,31. Juli1880
12594,"Edlefsen, Sophus",Edlefsen Sophus,Edlefsen,Sophus,.
12595,"Edon, Richard",Edon Richard,Edon,Richard,.
12596,"Eelbo, Bruno",Eelbo Bruno,Eelbo,Bruno,.
12597,"Ege, Ernst",Ege Ernst,Ege,Ernst,.
12598,"Egger-Schmitzhausen, Marie",Egger-Schmitzhausen Marie,Egger-Schmitzhausen,Marie,.
12599,"Eggert, Eduard",Eggert Eduard,Eggert,Eduard,.
12600,"Eggert(-Windegg), Walther",Eggert(-Windegg) Walther,Eggert(-Windegg),Walther,.
12601,"Egidy-Nostitz, Lenka von",Egidy-Nostitz Lenka,Egidy-Nostitz,Lenka,.
12602,"Egidy, Emma von",Egidy Emma,Egidy,Emma,.
12603,"Ehrenberg, Fritz Hugo",Ehrenberg Fritz Hugo,Ehrenberg,Fritz Hugo,27. Oktbr. 1848
12604,"Ehrenfels, Christian Freiherr",Ehrenfels Christian,Ehrenfels,Christian,.
12605,"Ehretsmann, Johann Euge",Ehretsmann Johann Euge,Ehretsmann,Johann Euge,.
12606,"Eichacker, Reinhold",Eichacker Reinhold,Eichacker,Reinhold,.
12607,"Eichberg, Fritz",Eichberg Fritz,Eichberg,Fritz,.
12608,"Eichhorn, Maria",Eichhorn Maria,Eichhorn,Maria,.
12609,"Eichrodt, Ludwig",Eichrodt Ludwig,Eichrodt,Ludwig,.
12610,"Eimer, Manfred",Eimer Manfred,Eimer,Manfred,.
12611,"Einstmann, Fernande",Einstmann Fernande,Einstmann,Fernande, Febr. 1895
12612,"Einstmann, Lucy",Einstmann Lucy,Einstmann,Lucy,.
12613,"Eisenschitz, Friedrich",Eisenschitz Friedrich,Eisenschitz,Friedrich,.
12614,"Eisler-Terramare, Georg von",Eisler-Terramare Georg,Eisler-Terramare,Georg,2. Dezember 1889
12615,"Eisselt, Maria",Eisselt Maria,Eisselt,Maria,.
12616,"Eitner, Martha",Eitner Martha,Eitner,Martha,.
12617,"Elchinger, Richard",Elchinger Richard,Elchinger,Richard,.
12618,"Elert, Emmi",Elert Emmi,Elert,Emmi,.
12619,"Elisabeth, Königin von Rumänien",Elisabeth ,Elisabeth,,.
12620,Elisarion,Elisarion ,Elisarion,,.
12621,"Elsner, Richard",Elsner Richard,Elsner,Richard,10. Juni 1883
12622,"Elster, Otto",Elster Otto,Elster,Otto,.
12623,"Emmer, Johannes",Emmer Johannes,Emmer,Johannes,.
12624,"Ende, C. von",Ende C.,Ende,C.,.
12625,"Enderling, Paul",Enderling Paul,Enderling,Paul,.
12626,"Endler, Viktorine",Endler Viktorine,Endler,Viktorine,.
12627,"Engel, Agnes",Engel Agnes,Engel,Agnes,.
12628,"Engel, Alexander",Engel Alexander,Engel,Alexander,.
12629,"Engel, Georg",Engel Georg,Engel,Georg,.
12630,"Engel, Jakob",Engel Jakob,Engel,Jakob,1. Oktbr. 1911
12631,"Engel de Jánosi, Joseph",Engel de Jánosi Joseph,Engel de Jánosi,Joseph,.
12632,"Engelhard, Karl",Engelhard Karl,Engelhard,Karl,.
12633,"Engels, Alexander",Engels Alexander,Engels,Alexander,.
12634,"Enger, Fr. Max",Enger Fr. Max,Enger,Fr. Max,.
12635,"Englert, Sebastian",Englert Sebastian,Englert,Sebastian,.
12636,"Enking, Ottomar",Enking Ottomar,Enking,Ottomar,.
12637,"Erben-Sedlaczek, Jrma",Erben-Sedlaczek Jrma,Erben-Sedlaczek,Jrma,13. Novbr. 1879
12638,"Erdberg(-Krczenciewski), Robert von",Erdberg(-Krczenciewski) Robert,Erdberg(-Krczenciewski),Robert,.
12639,"Erdner, Fritz",Erdner Fritz,Erdner,Fritz,.
12640,"Erfurt, Adalar von",Erfurt Adalar,Erfurt,Adalar,.
12641,"Erichson, Heinrich",Erichson Heinrich,Erichson,Heinrich,.
12642,"Erichson, Marie",Erichson Marie,Erichson,Marie,17. Juli 1866
12643,"Erler, Joseph",Erler Joseph,Erler,Joseph,.
12644,"Erler, Otto",Erler Otto,Erler,Otto,.
12645,"Ermatinger, Emil",Ermatinger Emil,Ermatinger,Emil,.
12646,"Ernst, Franz",Ernst Franz,Ernst,Franz,.
12647,"Ernst, Fritz",Ernst Fritz,Ernst,Fritz,.
12648,"Ernst, Paul",Ernst Paul,Ernst,Paul,.
12649,"Ernst, Wenzel",Ernst Wenzel,Ernst,Wenzel,6. August 1910
12650,"Ertl, Emil",Ertl Emil,Ertl,Emil,.
12651,"Eschelbach, Hans",Eschelbach Hans,Eschelbach,Hans,.
12652,"Escuyer-Wittich, Karl Franz",Escuyer-Wittich Karl Franz,Escuyer-Wittich,Karl Franz,19. September 1887
12653,"Esselborn, Karl",Esselborn Karl,Esselborn,Karl,.
12654,"Essen, Dorothea von",Essen Dorothea,Essen,Dorothea,7. September 1880
12655,"Essen, Jörgen von",Essen Jörgen,Essen,Jörgen,18. Dezember 1861
12656,"Essig, Hermann",Essig Hermann,Essig,Hermann,.
12657,"Eßwein, Hermann",Eßwein Hermann,Eßwein,Hermann,.
12658,"Etmer, Adelheid",Etmer Adelheid,Etmer,Adelheid,19.Januar 1852
12659,"Ettlinger, Joseph",Ettlinger Joseph,Ettlinger,Joseph,2. Februar 1912
12660,"Ettlinger, Karl",Ettlinger Karl,Ettlinger,Karl,.
12661,"Eulenberg, Herbert",Eulenberg Herbert,Eulenberg,Herbert, November 1912
12662,"Evers, Ernst",Evers Ernst,Evers,Ernst,.
12663,"Evers, Franz",Evers Franz,Evers,Franz,.
12664,"Ewart, H",Ewart H,Ewart,H,.
12665,"Ewers, Hans",Ewers Hans,Ewers,Hans,.
12666,"Ewers, Ludwig",Ewers Ludwig,Ewers,Ludwig,.
12667,"Ewert, Ernst",Ewert Ernst,Ewert,Ernst,.
12668,"Eymann, Alfred",Eymann Alfred,Eymann,Alfred,30.März 1861
12669,"Eynatten, Carola Freiin von",Eynatten Carola,Eynatten,Carola,.
12670,"Fabricius, Otto von",Fabricius Otto,Fabricius,Otto,.
12671,"Fack, Lina",Fack Lina,Fack,Lina,.
12672,"Fahrenkrog, Ludwig",Fahrenkrog Ludwig,Fahrenkrog,Ludwig,20. Oktober 1867
12673,"Fajkmajer, Elise",Fajkmajer Elise,Fajkmajer,Elise,.
12674,"Faktor, Emil",Faktor Emil,Faktor,Emil,.
