Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
3304,"Gottwald, Eduard",Gottwald Eduard,Gottwald,Eduard,25. Februar 1856
3305,"Gottwald, Heinrich",Gottwald Heinrich,Gottwald,Heinrich,.
3306,"Gottwald, Paul",Gottwald Paul,Gottwald,Paul,4. Dezbr. 1808
3307,"Goetz, Ferdinand",Goetz Ferdinand,Goetz,Ferdinand,19.Febr. 1870
3308,"Goetz, Ruth",Goetz Ruth,Goetz,Ruth,.
3309,"Götz-Gangl, Joseph",Götz-Gangl Joseph,Götz-Gangl,Joseph,24. Mai 1826
3310,"Götze, Auguste",Götze Auguste,Götze,Auguste,5. Novbr.1880
3311,"Götze, Max",Götze Max,Götze,Max,.
3312,"Götze, Otto",Götze Otto,Götze,Otto,29. April 1908
3313,"Götzendorff-Grabowski, Helene",Götzendorff-Grabowski Helene,Götzendorff-Grabowski,Helene,12. Juli 1867
3314,"Goudefroy, Hermann Johann Max",Goudefroy Hermann Johann Max,Goudefroy,Hermann Johann Max,25. Juli 1868
3315,"Grabbe, Christian Dietrich",Grabbe Christian Dietrich,Grabbe,Christian Dietrich,.
3316,"Grabe, Franz",Grabe Franz,Grabe,Franz,10. August 1867
3317,"Grabein, Paul",Grabein Paul,Grabein,Paul,2. Juni 1824
3318,"Grabi, Margarete",Grabi Margarete,Grabi,Margarete,12. März1843
3319,"Graebke, Hermann",Graebke Hermann,Graebke,Hermann,28. Mai1869
3320,"Grabow, Heinrich",Grabow Heinrich,Grabow,Heinrich,. Mai 1858
3321,"Grabowska, W. von",Grabowska W.,Grabowska,W.,22. Juli 1833
3322,"Grabowski, Elisabeth",Grabowski Elisabeth,Grabowski,Elisabeth,29. Januar 1853
3323,"Grabowski, Stanislaus Stephan Albert Graf",Grabowski Stanislaus Stephan Albert,Grabowski,Stanislaus Stephan Albert,.
3324,"Grabowsky, Adolf",Grabowsky Adolf,Grabowsky,Adolf,13. Juni 1864
3325,"Grabowsky, Norbert",Grabowsky Norbert,Grabowsky,Norbert,15. Juli 1828
3326,"Grach, Marie Josephine",Grach Marie Josephine,Grach,Marie Josephine,31. August 1880
3327,"Grad, Max",Grad Max,Grad,Max,6. Januar 1861
3328,"Gradl, Hugo",Gradl Hugo,Gradl,Hugo,23. Mai 1864
3329,"Graf, Anton",Graf Anton,Graf,Anton,.
3330,"Graf, Franz",Graf Franz,Graf,Franz,27. Juni 1890
3331,"Graf, Wilhelm",Graf Wilhelm,Graf,Wilhelm,2. Mai 1817
3332,"Graef, Emilie",Graef Emilie,Graef,Emilie,.
3333,"Graef, Friedrich Jakob",Graef Friedrich Jakob,Graef,Friedrich Jakob,.
3334,"Gräf, Hans Gerhard",Gräf Hans Gerhard,Gräf,Hans Gerhard,Januar 1864
3335,"Graef, Hermann",Graef Hermann,Graef,Hermann,19. Juli 1846
3336,"Graef, Helene",Graef Helene,Graef,Helene,5. Mai 1864
3337,"Gräfe, Julius",Gräfe Julius,Gräfe,Julius,1. Jan. 1908
3338,"Graff, Wilhelm Paul",Graff Wilhelm Paul,Graff,Wilhelm Paul,.
3339,"Grandinger, Johannes",Grandinger Johannes,Grandinger,Johannes,22. März 1852
3340,"Grandjean, Moritz Anton",Grandjean Moritz Anton,Grandjean,Moritz Anton, September1874
3341,"Grandke, Hans Karl",Grandke Hans Karl,Grandke,Hans Karl,27. März 1869
3342,"Granella, Viktor",Granella Viktor,Granella,Viktor, Januar 1885
3343,"Granichstädten, Emil",Granichstädten Emil,Granichstädten,Emil,16. Juli 1801
3344,"Grans, Heinrich",Grans Heinrich,Grans,Heinrich,.
3345,"Grans, Agnes",Grans Agnes,Grans,Agnes,8. Juli 1847
3346,"Grasberger, Hans",Grasberger Hans,Grasberger,Hans,16.Dezbr. 1822
3347,"Gräser, Erdmann",Gräser Erdmann,Gräser,Erdmann,13. Jan.1828
3348,"Grashey, Anna",Grashey Anna,Grashey,Anna,2. Mai 1836
3349,"Grau, Josephine",Grau Josephine,Grau,Josephine,5.Mai 1870
3350,"Grauer, Heinrich Friedrich Theodor",Grauer Heinrich Friedrich Theodor,Grauer,Heinrich Friedrich Theodor,26. Nov.1857
3351,"Grauert, Karl Alfred",Grauert Karl Alfred,Grauert,Karl Alfred,29. Mai1852
3352,"Graupner, Karl Friedrich Otto",Graupner Karl Friedrich Otto,Graupner,Karl Friedrich Otto,30. Septbr. 1824
3353,"Grautoff, Ferdinand",Grautoff Ferdinand,Grautoff,Ferdinand,21.März 1830
3354,"Grautoff, Otto",Grautoff Otto,Grautoff,Otto,7. Mai 1823
3355,"Grautoff, Erna",Grautoff Erna,Grautoff,Erna,10. August 1871
3356,"Grave, Agnesle",Grave Agnesle,Grave,Agnesle,31. Mai 1876
3357,"Graeve, Eugenie Edle v",Graeve Eugenie,Graeve,Eugenie,.
3358,"Graven, Charlotte von",Graven Charlotte,Graven,Charlotte,.
3359,"Gravenreuth, Charlotte, Baronin v",Gravenreuth Charlotte,Gravenreuth,Charlotte,5. Januar 1872
3360,"Grazie, Marie Eugenie delle",Grazie Marie Eugenie,Grazie,Marie Eugenie,.
3361,"Graziella, Thea",Graziella Thea,Graziella,Thea,5. Febr. 1877
3362,"Grebe, Eduard Rudolf",Grebe Eduard Rudolf,Grebe,Eduard Rudolf,14. August 1864
3363,"Greber, Julius",Greber Julius,Greber,Julius,.
3364,"Gredler, Vincenz Maria",Gredler Vincenz Maria,Gredler,Vincenz Maria,2. April 1843
3365,"Greef, Helene",Greef Helene,Greef,Helene,24. Juni1868
3366,"Greeven, Erich August",Greeven Erich August,Greeven,Erich August,30. Septbr.1823
3367,"Gregor, Lucy",Gregor Lucy,Gregor,Lucy,10. August 1862
3368,Gregor VII,Gregor VII ,Gregor VII,,6. Dezember 1880
3369,"Gregorovius, Ferdinand Adolf",Gregorovius Ferdinand Adolf,Gregorovius,Ferdinand Adolf,.
3370,"Greif, Martin",Greif Martin,Greif,Martin,.
3371,"Greiffenstein, M. v",Greiffenstein M.,Greiffenstein,M.,19. Jan. 1821
3372,"Greiner, Friedrich",Greiner Friedrich,Greiner,Friedrich,18. Juni 1839
3373,"Greiner, Hugo",Greiner Hugo,Greiner,Hugo,.
3374,"Greiner, Leo",Greiner Leo,Greiner,Leo,13.März 1858
3375,"Greinz, Hugo",Greinz Hugo,Greinz,Hugo, Januar 1888
3376,"Greinz, Rudolf Heinrich",Greinz Rudolf Heinrich,Greinz,Rudolf Heinrich,1. April1876
3377,"Grelle, Frido",Grelle Frido,Grelle,Frido,3. Juni1873
3378,"Grelling, Richard",Grelling Richard,Grelling,Richard,16. August 1866
3379,"Gresser, Eugen",Gresser Eugen,Gresser,Eugen,12. April1868
3380,"Greußing, Paul",Greußing Paul,Greußing,Paul,Juni 1853
3381,"Greve, Felix Paul",Greve Felix Paul,Greve,Felix Paul,.
3382,"Greve, Heinrich",Greve Heinrich,Greve,Heinrich,.
3383,"Greverus, Renata",Greverus Renata,Greverus,Renata,14.Februar 1879
3384,"Grey, Karl",Grey Karl,Grey,Karl,16. Nov.1825
3385,"Greyerz, Lina von",Greyerz Lina,Greyerz,Lina,.
3386,"Greyerz, Otto Aimé Alfons v",Greyerz Otto Aimé Alfons,Greyerz,Otto Aimé Alfons,.
3387,"Griebel, Lucy",Griebel Lucy,Griebel,Lucy,6. Mai 1840
3388,"Grieben, Ferdinande",Grieben Ferdinande,Grieben,Ferdinande,6. Septbr. 1863
3389,"Grieben, Hermann",Grieben Hermann,Grieben,Hermann,.
3390,"Griepenkerl, Wolfgang Robert",Griepenkerl Wolfgang Robert,Griepenkerl,Wolfgang Robert,.
3391,"Gries, Wilhelm",Gries Wilhelm,Gries,Wilhelm,24.Septbr. 1890
3392,"Griesinger, Gustav",Griesinger Gustav,Griesinger,Gustav,4. Mai 1810
3393,"Griesinger, Karl Theodor",Griesinger Karl Theodor,Griesinger,Karl Theodor,.
3394,"Grill, Friedrich",Grill Friedrich,Grill,Friedrich,27.Jan. 1804
3395,"Grimm, Herman",Grimm Herman,Grimm,Herman,11. Dezbr. 1809
3396,"Grimm, Giesela (auch: Gisela",Grimm Giesela,Grimm,Giesela,25. Febr.1838
3397,"Grimm, Ludwig Walter",Grimm Ludwig Walter,Grimm,Ludwig Walter,6. Januar 1828
3398,"Grimm, Georg Rudolf",Grimm Georg Rudolf,Grimm,Georg Rudolf,30. August 1827
3399,"Grimm, August Theodor von",Grimm August Theodor,Grimm,August Theodor,29. April 1869
3400,"Grimme, Friedr. Wilhelm",Grimme Friedr. Wilhelm,Grimme,Friedr. Wilhelm,31. März 1831
3401,"Grimminger, Adolf",Grimminger Adolf,Grimminger,Adolf,9. Septbr. 1827
3402,"Grimmold, Wolfgang",Grimmold Wolfgang,Grimmold,Wolfgang,25. Dezember 1827
3403,"Grisebach, Eduard Rudolf Autor",Grisebach Eduard Rudolf Autor,Grisebach,Eduard Rudolf Autor,2. Mai 1827
3404,"Gritzner, Adolf Maximilian Ferdinand",Gritzner Adolf Maximilian Ferdinand,Gritzner,Adolf Maximilian Ferdinand,.
3405,"Groag(-Belmonte), Carola",Groag Carola,Groag,Carola,9. Oktober 1845
3406,"Gröber, Karl",Gröber Karl,Gröber,Karl,29. Juli 1843
3407,"Groch, Friedrich",Groch Friedrich,Groch,Friedrich,2. Oktbr. 1859
3408,"Groch, Roman",Groch Roman,Groch,Roman,18. Juni1847
3409,"Groddeck, Georg",Groddeck Georg,Groddeck,Georg,.
3410,"Gröger, Fanny",Gröger Fanny,Gröger,Fanny,.
3411,"Grohe, Melchior",Grohe Melchior,Grohe,Melchior,.
3412,"Gröhe, Therese",Gröhe Therese,Gröhe,Therese,.
3413,"Grohmann, Adolf",Grohmann Adolf,Grohmann,Adolf,30. Mai1829
3414,"Grohmann, Alfred",Grohmann Alfred,Grohmann,Alfred,9. April 1853
3415,"Groll, Theodor",Groll Theodor,Groll,Theodor,18. Februar 1856
3416,"Groller, Balduin",Groller Balduin,Groller,Balduin,18. Juli 1882
3417,"Grolmann, Hedwig",Grolmann Hedwig,Grolmann,Hedwig,3. Dezbr.1831
3418,"Gromann, Gustav",Gromann Gustav,Gromann,Gustav,5. September 1848
3419,"Gronen, Damian",Gronen Damian,Gronen,Damian,.
3420,"Groner, Auguste",Groner Auguste,Groner,Auguste,.
3421,"Gros, Otto",Gros Otto,Gros,Otto, Dezember 1884
3422,"Grosch, Anny",Grosch Anny,Grosch,Anny,.
3423,"Groschel, Franz Karl",Groschel Franz Karl,Groschel,Franz Karl,1. Oktober 1903
3424,"Grosewsky, Theodor Robert",Grosewsky Theodor Robert,Grosewsky,Theodor Robert,.
3425,"Groß, A. J",Groß A. J,Groß,A. J,.
3426,"Groß, Amalie Baronin v",Groß Amalie,Groß,Amalie,.
3427,"Groß, Cary",Groß Cary,Groß,Cary,.
3428,"Groß, Ferdinand",Groß Ferdinand,Groß,Ferdinand,.Oktober 1802
3429,"Groß-Hoffinger, Anton Johann",Groß-Hoffinger Anton Johann,Groß-Hoffinger,Anton Johann,.
3430,"Groß von Trockau, Auguste Johanna Freiin von",Groß von Trockau Auguste Johanna,Groß von Trockau,Auguste Johanna,8. April 1849
3431,"Grosse, Eduard",Grosse Eduard,Grosse,Eduard,. Mai 1808
3432,"Grosse, Julius Waldemar",Grosse Julius Waldemar,Grosse,Julius Waldemar,.
3433,"Grosse, Martha",Grosse Martha,Grosse,Martha,8. April1858
3434,"Grosse, Walter",Grosse Walter,Grosse,Walter,25. April 1828
3435,"Grosser, Wilhelm",Grosser Wilhelm,Grosser,Wilhelm,10. Mai1877
3436,"Großkopf, Julius",Großkopf Julius,Großkopf,Julius,6. Nov.1866
3437,"Größler, Franz",Größler Franz,Größler,Franz,7. Febr. 1868
3438,"Größler, Georg Paul Hermann",Größler Georg Paul Hermann,Größler,Georg Paul Hermann,7.Januar 1859
3439,"Großmann, Paul",Großmann Paul,Großmann,Paul,25. Aug.1849
3440,"Großmann, Stefan",Großmann Stefan,Großmann,Stefan,2. April 1840
3441,"Grote, Ludwig",Grote Ludwig,Grote,Ludwig,21.Januar 1865
3442,"Grote, Paul",Grote Paul,Grote,Paul,18.Mai 1875
3443,"Gröteken, Heinrich",Gröteken Heinrich,Gröteken,Heinrich,10. Septbr.1887
3444,"Groth, Ernst Johann",Groth Ernst Johann,Groth,Ernst Johann,2. Dezbr.1875
3445,"Groth, Franziska",Groth Franziska,Groth,Franziska,31.Juli 1836
3446,"Groth, Klaus Johann",Groth Klaus Johann,Groth,Klaus Johann,15. Aug. 1859
3447,"Grothe (auch: Grothe-Harkányi), Hugo",Grothe Hugo,Grothe,Hugo,15. Febr. 1863
3448,"Grothe, Richard",Grothe Richard,Grothe,Richard,24. April 1819
3449,"Grothe, Wilhelm",Grothe Wilhelm,Grothe,Wilhelm,15. August1869
3450,"Grotowsky, Paul",Grotowsky Paul,Grotowsky,Paul,.
3451,"Grottewitz, Kurt",Grottewitz Kurt,Grottewitz,Kurt,5. Oktober 1830
3452,"Grotthuß, Elisabeth Baronin von",Grotthuß Elisabeth,Grotthuß,Elisabeth,26. Juli 1863
3453,"Grotthuß, Jeannot Emil Freiherr von",Grotthuß Jeannot Emil,Grotthuß,Jeannot Emil,22. Februar 1866
3454,"Groetzsch, Georg",Groetzsch Georg,Groetzsch,Georg,25. Juni 1855
3455,"Grua, Ernst",Grua Ernst,Grua,Ernst,.
3456,"Grube, Elisabeth",Grube Elisabeth,Grube,Elisabeth,8. Juli1875
3457,"Grube, Elise",Grube Elise,Grube,Elise,10. Juni 1848
3458,"Grube, H",Grube H,Grube,H,16. Oktbr. 1823
3459,"Grube, Hanna",Grube Hanna,Grube,Hanna,12. Februar1830
3460,"Grube-Lörcher, Erik",Grube-Lörcher Erik,Grube-Lörcher,Erik,.
3461,"Grube(-Templin), Karl",Grube Karl,Grube,Karl,.
3462,"Grube, Max",Grube Max,Grube,Max,.
3463,"Gruber, Karl",Gruber Karl,Gruber,Karl,10. März 1866
3464,"Gruber, Ludwig",Gruber Ludwig,Gruber,Ludwig,25. März 1854
3465,"Grumbach, L. von",Grumbach L. von,Grumbach,L. von,11. Mai1878
3466,"Grün, Albert",Grün Albert,Grün,Albert,.
3467,"Grün, Anastasius",Grün Anastasius,Grün,Anastasius,.
3468,"Grün, Dionys Ritter von",Grün Dionys,Grün,Dionys,31. Mai1822
3469,"Grün, Edmund",Grün Edmund,Grün,Edmund,.
3470,"Grün, E. Th",Grün E. Th,Grün,E. Th,18. Januar 1819
3471,"Grün(-Leschkirch), Moritz",Grün Moritz,Grün,Moritz,.
3472,"Grünau, Heinrich",Grünau Heinrich,Grünau,Heinrich,.
3473,"Grünberg, Viktor",Grünberg Viktor,Grünberg,Viktor,.
3474,"Grünberger, Philipp",Grünberger Philipp,Grünberger,Philipp,.
3475,"Grund, Martin im",Grund Martin im,Grund,Martin im,.
3476,"Grundemann, Emma Helene, Gräfin von Falkenberg",Grundemann Emma Helene,Grundemann,Emma Helene,28.Mai 1852
3477,"Grundemann, Peter Reinhold",Grundemann Peter Reinhold,Grundemann,Peter Reinhold,.
3478,"Gründler, Adele",Gründler Adele,Gründler,Adele,1. Mai 1870
3479,"Grundmann, Franz",Grundmann Franz,Grundmann,Franz,9. Januar 1836
3480,"Grundmann, Heinrich",Grundmann Heinrich,Grundmann,Heinrich,2. April 1854
3481,"Gründorf, Karl",Gründorf Karl,Gründorf,Karl,1. Oktbr. 1864
3482,"Grundschöttel, Marie",Grundschöttel Marie,Grundschöttel,Marie,11. Januar 1870
3483,"Grüneisen, Karl (v",Grüneisen Karl,Grüneisen,Karl,1.Mai 1830
3484,"Grunenberg, Andreas",Grunenberg Andreas,Grunenberg,Andreas,.Juni 1832
3485,"Gruner, Ferdinand",Gruner Ferdinand,Gruner,Ferdinand,17. Januar 1802
3486,"Grunert, Carl",Grunert Carl,Grunert,Carl,23. Juni 1856
3487,"Grunert, Joseph",Grunert Joseph,Grunert,Joseph,24. September 1872
3488,"Grünewald, Ernst Friedrich",Grünewald Ernst Friedrich,Grünewald,Ernst Friedrich,.
3489,"Grünewald, Max",Grünewald Max,Grünewald,Max,.
3490,"Grünfeld, Paul Stefan August Maximilian",Grünfeld Paul Stefan August Maximilian,Grünfeld,Paul Stefan August Maximilian,1. März 1801
3491,"Grüning, Eduard Friedrich",Grüning Eduard Friedrich,Grüning,Eduard Friedrich,7. Juli 1851
3492,"Grüninger, Hans Martin",Grüninger Hans Martin,Grüninger,Hans Martin,25. Nov. 1879
3493,"Grüninger, Jakob",Grüninger Jakob,Grüninger,Jakob,9. April 1804
3494,"Grünn, Karl",Grünn Karl,Grünn,Karl,15. Oktober 1862
3495,"Grunow, Johannes (Hans",Grunow Johannes,Grunow,Johannes,2. Septbr. 1870
3496,"Grunsky, Karl",Grunsky Karl,Grunsky,Karl,20. Febr.1855
3497,"Grünstein, Joseph Rudolf",Grünstein Joseph Rudolf,Grünstein,Joseph Rudolf,11. Oktbr. 1845
3498,"Grünstein, Leo",Grünstein Leo,Grünstein,Leo,5. März1871
3499,Grünwald,Grünwald ,Grünwald,,1. Jan. 1841
3500,"Grünwald-Zerkovitz, Sidonie",Grünwald-Zerkovitz Sidonie,Grünwald-Zerkovitz,Sidonie,18. Juli1876
3501,"Grunwaldt, Gustav Eduard",Grunwaldt Gustav Eduard,Grunwaldt,Gustav Eduard,.
3502,"Gruenz, Karl",Gruenz Karl,Gruenz,Karl,17. Febr. 1852
3503,"Grünzweig, Heinrich",Grünzweig Heinrich,Grünzweig,Heinrich,.
3504,"Grupp, Bernhard",Grupp Bernhard,Grupp,Bernhard,.
3505,"Gruppe, Otto Friedrich",Gruppe Otto Friedrich,Gruppe,Otto Friedrich,.Februar 1869
3506,"Grusemann, Michael",Grusemann Michael,Grusemann,Michael,29.Juni 1834
3507,"Grüß, Christian",Grüß Christian,Grüß,Christian,15. April 1804
3508,"Grütter, Friedrich",Grütter Friedrich,Grütter,Friedrich,18. Dezember 1877
3509,"Grütter, Mathilde",Grütter Mathilde,Grütter,Mathilde,13.August 1830
3510,"Grzenkowski, Wilhelmine Albertine",Grzenkowski Wilhelmine Albertine,Grzenkowski,Wilhelmine Albertine, Juni1873
3511,"Gschmeidler, Franz Seraphin",Gschmeidler Franz Seraphin,Gschmeidler,Franz Seraphin,12. März 1879
3512,"Gschwari, Cölestin (Georg",Gschwari Cölestin Georg,Gschwari,Cölestin (Georg,25. März 1823
3513,"Gubalke, Frau Lotte (eigentlich: Antonie",Gubalke Frau Lotte,Gubalke,Frau Lotte,31. Oktober 1856
3514,"Gube, Else",Gube Else,Gube,Else,22. Dezbr.1869
3515,"Gugern, L. von",Gugern L.,Gugern,L.,.
3516,"Gugl, August",Gugl August,Gugl,August,14. Juni1863
3517,"Guglia, Eugen",Guglia Eugen,Guglia,Eugen,24. August 1857
3518,"Guischard, Wilhelmine Konstanze",Guischard Wilhelmine Konstanze,Guischard,Wilhelmine Konstanze,5. März 1826
3519,"Güldenstubbe, Max (imilian v",Güldenstubbe Maximilian,Güldenstubbe,Maximilian,.
3520,"Güll, Friedrich Wilhelm",Güll Friedrich Wilhelm,Güll,Friedrich Wilhelm,1. April 1812
3521,"Gumpinger, Frida",Gumpinger Frida,Gumpinger,Frida,27. Oktober 1861
3522,"Gumppenberg (auch: Gumppenberg-Pottmes), Karl Freiherr von",Gumppenberg Karl,Gumppenberg,Karl,10. Novbr. 1833
3523,"Gumppenberg, Hanns Frhr. v",Gumppenberg Hanns,Gumppenberg,Hanns,.
3524,"Gundlach, Karl",Gundlach Karl,Gundlach,Karl,.
3525,"Gundling, Julius",Gundling Julius,Gundling,Julius,4. Mai1890
3526,"Guntermann, August",Guntermann August,Guntermann,August,5.Novbr. 1868
3527,"Gunther, F. St",Gunther F. St,Gunther,F. St,.
3528,"Günther, Anton",Günther Anton,Günther,Anton,5.Juni 1876
3529,"Günther, Anton",Günther Anton,Günther,Anton,.
3530,"Günther, Curt",Günther Curt,Günther,Curt,11. Jan.1871
3531,"Günther, Friedrich",Günther Friedrich,Günther,Friedrich,.
3532,"Günther, Karl Friedrich",Günther Karl Friedrich,Günther,Karl Friedrich,5. November 1807
3533,"Günther, Georg",Günther Georg,Günther,Georg,17. Dezbr. 1845
3534,"Günther, Leopold",Günther Leopold,Günther,Leopold,18.April 1825
3535,"Günther (seit dem Jahre 1891: Günther-Brauer), Marie",Günther Marie,Günther,Marie,29.Mai 1854
3536,"Günther, Juliane",Günther Juliane,Günther,Juliane,.
3537,Günther(-Ernst,Günther-Ernst ,Günther-Ernst,, August 1906
3538,"Günther, Paul",Günther Paul,Günther,Paul,28. April1869
3539,"Günther, Paul",Günther Paul,Günther,Paul,.
3540,"Günther, Reinhold",Günther Reinhold,Günther,Reinhold,25. Mai1863
3541,"Günther, Rudolf",Günther Rudolf,Günther,Rudolf,11. Juli 1886
3542,Günther von Freiberg,Günther von Freiberg ,Günther von Freiberg,,.
3543,"Günthert, Julius Ernst",Günthert Julius Ernst,Günthert,Julius Ernst,20. Januar 1820
3544,"Guntram, Karl",Guntram Karl,Guntram,Karl,.
3545,"Güntter, Otto",Güntter Otto,Güntter,Otto,.
3546,"Günzl, Joseph",Günzl Joseph,Günzl,Joseph,27.März 1841
3547,"Guppenberger, Lambert",Guppenberger Lambert,Guppenberger,Lambert,5. Januar 1839
3548,"Guerber, Joseph",Guerber Joseph,Guerber,Joseph,23. September 1824
3549,"Gurlitt, Hans Christian Emanuel",Gurlitt Hans Christian Emanuel,Gurlitt,Hans Christian Emanuel,25.April 1849
3550,"Gurlitt, Otto",Gurlitt Otto,Gurlitt,Otto,.
3551,"Gurschner, Alice",Gurschner Alice,Gurschner,Alice,5. Mai1897
3552,"Guseck, Bernd von",Guseck Bernd von,Guseck,Bernd von,.
3553,Gustav Adolf,Gustav Adolf ,Gustav Adolf,,.
3554,Gustav vom See,Gustav vom See ,Gustav vom See,,.
3555,"Gustav, Leopold",Gustav Leopold,Gustav,Leopold,.
3556,"Gutberlet, Heinrich",Gutberlet Heinrich,Gutberlet,Heinrich,24.Mai 1877
3557,"Gutbier, Luise Jeannette Christine",Gutbier Luise Jeannette Christine,Gutbier,Luise Jeannette Christine,29. Mai 1836
3558,"Güterbock, Grete",Güterbock Grete,Güterbock,Grete,.
3559,"Gutekunst, Karl Otto Wilhelm",Gutekunst Karl Otto Wilhelm,Gutekunst,Karl Otto Wilhelm,26. Januar 1868
3560,"Gutfeldt, Jna, geb. Willer",Gutfeldt Jna,Gutfeldt,Jna, Juni 1863
3561,"Gutfreund, Ernst",Gutfreund Ernst,Gutfreund,Ernst,11.September 1872
3562,"Guth, Alfred",Guth Alfred,Guth,Alfred,12. Nov.1875
3563,"Guthart, Leopold",Guthart Leopold,Guthart,Leopold,.
3564,"Gutheil (oder wie er sich neuerdings, unter Hinzufügung des Familiennamens seiner Mutter nennt: Gutheil-Hardt", ,,,6. Mai 1863
3565,"Gutherz, Harald",Gutherz Harald,Gutherz,Harald,29.Januar 1880
3566,"Guthmann, Johannes",Guthmann Johannes,Guthmann,Johannes,27. August 1876
3567,"Güthner, Nina",Güthner Nina,Güthner,Nina,25.August 1835
3568,"Gutmann, Dr",Gutmann Dr,Gutmann,Dr,.
3569,"Gutmann, Paul",Gutmann Paul,Gutmann,Paul,.
3570,"Gutsch, Friedrich",Gutsch Friedrich,Gutsch,Friedrich,30.Novbr. 1838
3571,"Guttmann, Emma",Guttmann Emma,Guttmann,Emma,11.Oktbr. 1856
3572,"Guttmann, Moritz Ritter von",Guttmann Moritz,Guttmann,Moritz,7. Aug. 1872
3573,"Guttreu, Fritz",Guttreu Fritz,Guttreu,Fritz,.
3574,"Guttzeit, Johannes",Guttzeit Johannes,Guttzeit,Johannes,6. Aug. 1853
3575,"Guttzeit, Lucy",Guttzeit Lucy,Guttzeit,Lucy,14. April 1825
3576,"Gutzkow, Karl Ferdinand",Gutzkow Karl Ferdinand,Gutzkow,Karl Ferdinand,17. März 1811
3577,"Guzmann, Albert",Guzmann Albert,Guzmann,Albert,11. April 1841
3578,"Gwinner, Wilhelm",Gwinner Wilhelm,Gwinner,Wilhelm,.
3579,"Gysae, Otto",Gysae Otto,Gysae,Otto,19. April1877
3580,"Gysel-Hallauer, Bertha",Gysel-Hallauer Bertha,Gysel-Hallauer,Bertha,Febr. 1863
3581,"Gysi, Arnold",Gysi Arnold,Gysi,Arnold,24. Jan.1837
3582,"Gysi, J. Oskar",Gysi J. Oskar,Gysi,J. Oskar,11. Aug. 1847
3583,"H., L",H. L,H.,L,.
3584,"Haage, Rudolf",Haage Rudolf,Haage,Rudolf,15. Mai1836
3585,"Haardt, J",Haardt J,Haardt,J,.
3586,"Haarhaus, Julius R",Haarhaus Julius R,Haarhaus,Julius R,4.März 1867
3587,"Haarmann, Wilhelm",Haarmann Wilhelm,Haarmann,Wilhelm,.
3588,"Haas, Alfred Wilhelm Moritz Gottlieb",Haas Alfred Wilhelm Moritz Gottlieb,Haas,Alfred Wilhelm Moritz Gottlieb,8. Juli 1860
3589,"Haas, Emil",Haas Emil,Haas,Emil,20. Juli 1847
3590,"Haas, Hippolyt Julius",Haas Hippolyt Julius,Haas,Hippolyt Julius,5. Nov. 1855
3591,"Haas, Rudolf",Haas Rudolf,Haas,Rudolf,28. Juni1877
3592,"Haas von Teichen, Philipp Freiherr von",Haas von Teichen Philipp,Haas von Teichen,Philipp,.
3593,"Haase, Hermann",Haase Hermann,Haase,Hermann,20.Febr. 1845
3594,"Haase, Joseph L",Haase Joseph L,Haase,Joseph L,.
3595,"Haase, Matthes",Haase Matthes,Haase,Matthes,15. Febr.1858
3596,"Haaß, C. Maria Katharina",Haaß C. Maria Katharina,Haaß,C. Maria Katharina,29. Februar 1844
3597,"Haaß, Robert",Haaß Robert,Haaß,Robert,4. Dezbr.1847
3598,"Habbicht, Therese",Habbicht Therese,Habbicht,Therese,17. August 1862
3599,"Habel-Malinski, Eduard",Habel-Malinski Eduard,Habel-Malinski,Eduard,18. März 1803
3600,"Habenicht, Karl Richard Leopold",Habenicht Karl Richard Leopold,Habenicht,Karl Richard Leopold,26. Aug. 1828
3601,"Haber, Siegmund",Haber Siegmund,Haber,Siegmund,11.Septbr. 1835
3602,"Haberfelder, Wilhelm",Haberfelder Wilhelm,Haberfelder,Wilhelm,28. Febr. 1837
3603,"Häberlin, Wilhelm",Häberlin Wilhelm,Häberlin,Wilhelm,9. Juni 1856
3604,"Häberlin-Meißner, Anna",Häberlin-Meißner Anna,Häberlin-Meißner,Anna,30. Oktbr. 1867
3605,"Habermann, Karl",Habermann Karl,Habermann,Karl,22. Aug.1865
3606,"Haberstich, Samuel",Haberstich Samuel,Haberstich,Samuel, Febr.1872
3607,"Habicher, Theodor",Habicher Theodor,Habicher,Theodor,2.Septbr. 1859
3608,"Habicht, Friedrich",Habicht Friedrich,Habicht,Friedrich,11. Aug. 1845
3609,"Habicht, Ludwig",Habicht Ludwig,Habicht,Ludwig,23. Juli1832
3610,"Häbler, Karl Gotthelf",Häbler Karl Gotthelf,Häbler,Karl Gotthelf,7. Januar 1829
3611,"Hach, Arno",Hach Arno,Hach,Arno,.
3612,"Hachtmann, Adolf",Hachtmann Adolf,Hachtmann,Adolf,29.Nov. 1844
3613,"Hacke, Heinrich",Hacke Heinrich,Hacke,Heinrich,14. Mai1855
3614,"Hackenschmidt, Johann Christian",Hackenschmidt Johann Christian,Hackenschmidt,Johann Christian,20. Mai 1809
3615,"Hackenschmidt, Karl",Hackenschmidt Karl,Hackenschmidt,Karl,14. März 1839
3616,"Hacker, Franz Xaver",Hacker Franz Xaver,Hacker,Franz Xaver, Januar 1836
3617,"Häcker, Gustav",Häcker Gustav,Häcker,Gustav,14.Juni 1896
3618,"Häcker, Klara",Häcker Klara,Häcker,Klara,.
