Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
9057,"Schellwien, Robert",Schellwien Robert,Schellwien,Robert,11.Septbr. 1821
9058,"Schelper, Klara",Schelper Klara,Schelper,Klara,.
9059,"Schels, Anton",Schels Anton,Schels,Anton,1. Juni 1857
9060,"Schembera, Viktor K",Schembera Viktor K,Schembera,Viktor K,6. März 1841
9061,"Schenck, Friedrich Ludwig",Schenck Friedrich Ludwig,Schenck,Friedrich Ludwig,17. Dezbr. 1845
9062,"Schenck, Gustav",Schenck Gustav,Schenck,Gustav,27. März 1905
9063,"Schenck, Luise",Schenck Luise,Schenck,Luise,14. Juni1840
9064,"Schenck, Maximilian Rudolf",Schenck Maximilian Rudolf,Schenck,Maximilian Rudolf,. Januar 1851
9065,"Schenk, A. L",Schenk A. L,Schenk,A. L,.
9066,"Schenk zu Schweinsberg, Karl Freiherr",Schenk zu Schweinsberg Karl,Schenk zu Schweinsberg,Karl,2. Novbr. 1835
9067,"Schenkel, Moritz",Schenkel Moritz,Schenkel,Moritz,18. Juni1834
9068,"Scherek, Jakob",Scherek Jakob,Scherek,Jakob,.
9069,"Scherenberg, Ernst",Scherenberg Ernst,Scherenberg,Ernst,21. Juli1839
9070,"Scherenberg, Gustav Otto",Scherenberg Gustav Otto,Scherenberg,Gustav Otto,12.Mai 1832
9071,"Scherer, Franz",Scherer Franz,Scherer,Franz,.
9072,"Scherer, Georg",Scherer Georg,Scherer,Georg,16. März1828
9073,"Scherer, Rudolf",Scherer Rudolf,Scherer,Rudolf,10. Dezbr. 1881
9074,"Scherer-Boccard, Theodor Graf",Scherer-Boccard Theodor,Scherer-Boccard,Theodor,13. Mai 1816
9075,"Scherlag, Lorenz",Scherlag Lorenz,Scherlag,Lorenz,.
9076,"Scherlag, Marek",Scherlag Marek,Scherlag,Marek,3. Juli 1878
9077,"Schermer, Franz Joseph",Schermer Franz Joseph,Schermer,Franz Joseph,16. Juli1881
9078,"Scherr, Johannes",Scherr Johannes,Scherr,Johannes,3. Oktober1817
9079,"Scherzhold, Hans",Scherzhold Hans,Scherzhold,Hans,.
9080,"Schetelig, Adolf",Schetelig Adolf,Schetelig,Adolf,5. Juni1846
9081,"Schettler, Paul",Schettler Paul,Schettler,Paul,11.Novbr. 1864
9082,"Schettler, Paul Alexander",Schettler Paul Alexander,Schettler,Paul Alexander,18. September 1886
9083,"Schen, Robert",Schen Robert,Schen,Robert,11. Juli1873
9084,"Scheuermann, Julia Virginia",Scheuermann Julia Virginia,Scheuermann,Julia Virginia,1. April 1878
9085,"Scheuffler, Heinrich",Scheuffler Heinrich,Scheuffler,Heinrich,Febr. 1803
9086,"Scheufler, Paul",Scheufler Paul,Scheufler,Paul,13. Mai1878
9087,"Scheurlin, Georg",Scheurlin Georg,Scheurlin,Georg,25. Februar 1802
9088,"Schewe, Otto",Schewe Otto,Schewe,Otto,.
9089,"Schewitsch, Helene",Schewitsch Helene,Schewitsch,Helene,.
9090,"Scheyrer, Ludwig",Scheyrer Ludwig,Scheyrer,Ludwig,25. November 1811
9091,"Schian, Robert",Schian Robert,Schian,Robert,31. Oktbr.1828
9092,"Schicht, Josef",Schicht Josef,Schicht,Josef,17. Dezbr.1880
9093,"Schicht, Luise",Schicht Luise,Schicht,Luise,20. April 1873
9094,"Schick, Eugen",Schick Eugen,Schick,Eugen,23. April1877
9095,"Schickele, René",Schickele René,Schickele,René,4. Aug.1883
9096,"Schier, Arthur",Schier Arthur,Schier,Arthur,.
9097,"Schier, Benjamin",Schier Benjamin,Schier,Benjamin,2.September 1849
9098,"Schiesl, Joseph",Schiesl Joseph,Schiesl,Joseph,8. Juli 1820
9099,"Schießer, Kaspar",Schießer Kaspar,Schießer,Kaspar, Mai1833
9100,"Schiewick, Heinrich",Schiewick Heinrich,Schiewick,Heinrich,4. Juli1861
9101,"Schiff, Hermann",Schiff Hermann,Schiff,Hermann,1. Mai 1801
9102,"Schiff, Jakob Hermann",Schiff Jakob Hermann,Schiff,Jakob Hermann,16. März 1852
9103,"Schiff, Theodor",Schiff Theodor,Schiff,Theodor,25. Febr. 1882
9104,"Schiffer, Hubert",Schiffer Hubert,Schiffer,Hubert,23.Dezember 1851
9105,"Schifkorn, Ferdinand",Schifkorn Ferdinand,Schifkorn,Ferdinand,8. Januar 1828
9106,"Schild, Franz Joseph",Schild Franz Joseph,Schild,Franz Joseph,14. Aug. 1821
9107,"Schild, Robert",Schild Robert,Schild,Robert,.
9108,"Schild, Wolfgang",Schild Wolfgang,Schild,Wolfgang,.
9109,"Schildberger, Hermine",Schildberger Hermine,Schildberger,Hermine,.
9110,"Schiller, Johannes",Schiller Johannes,Schiller,Johannes,2.März 1812
9111,"Schilling, Anna",Schilling Anna,Schilling,Anna,28. Juni1848
9112,"Schilling, Ritter v. Henrichau, August",Schilling August,Schilling,August,24.April 1815
9113,"Schilling, Elise",Schilling Elise,Schilling,Elise,.
9114,"Schilling, Karl Rudolf Hermann",Schilling Karl Rudolf Hermann,Schilling,Karl Rudolf Hermann,1. Februar 1871
9115,"Schilling, Wilhelm Christian",Schilling Wilhelm Christian,Schilling,Wilhelm Christian,30. Juni 1830
9116,"Schilling von Canstatt, Ernst Freiherr",Schilling von Canstatt Ernst Freiherr,Schilling von Canstatt,Ernst Freiherr,27. April 1862
9117,"Schimann, Adolf",Schimann Adolf,Schimann,Adolf,14. Februar 1850
9118,"Schimper, Karl Friedrich",Schimper Karl Friedrich,Schimper,Karl Friedrich,15. Febr. 1803
9119,"Schimpff (od.: Schimpff-Jahn), Anna",Schimpff Anna,Schimpff,Anna,.
9120,"Schindler, Alexander Julius",Schindler Alexander Julius,Schindler,Alexander Julius,20. März 1861
9121,"Schindler, Friedrich Wilhelm",Schindler Friedrich Wilhelm,Schindler,Friedrich Wilhelm,13. Septbr. 1866
9122,"Schipfer, August",Schipfer August,Schipfer,August,12.Septbr. 1856
9123,"Schippel, Elise",Schippel Elise,Schippel,Elise,.
9124,"Schirges, Georg Gottlieb",Schirges Georg Gottlieb,Schirges,Georg Gottlieb,23. Febr. 1879
9125,"Schirmacher, Heinrich",Schirmacher Heinrich,Schirmacher,Heinrich,27. Januar 1858
9126,"Schirmacher, Käthe",Schirmacher Käthe,Schirmacher,Käthe,6. August 1865
9127,"Schirmer, Adolf",Schirmer Adolf,Schirmer,Adolf,7.Mai 1821
9128,"Schirmer, Adolf",Schirmer Adolf,Schirmer,Adolf,13.Juni 1883
9129,"Schirmer, Julius",Schirmer Julius,Schirmer,Julius,1. Oktober 1856
9130,"Schirmer, Frau Klara",Schirmer Frau Klara,Schirmer,Frau Klara,28. Febr. 1838
9131,"Schirmer, Wilhelm",Schirmer Wilhelm,Schirmer,Wilhelm,.
9132,"Schirnding, Ferdinand Leopold Graf",Schirnding Ferdinand Leopold,Schirnding,Ferdinand Leopold,7. Juni 1808
9133,"Schirndinger von Schirnding, Carola Freiin von",Schirndinger von Schirnding Carola,Schirndinger von Schirnding,Carola,9. Juli 1850
9134,"Schirokauer, Fred",Schirokauer Fred,Schirokauer,Fred,13.Juli 1880
9135,"Schkopp, Eberhard Maximilian Reinhold von",Schkopp Eberhard Maximilian Reinhold,Schkopp,Eberhard Maximilian Reinhold,19. August1874
9136,"Schlachter, Franz Eugen",Schlachter Franz Eugen,Schlachter,Franz Eugen,28. Juli 1859
9137,"Schlack, Georg Emil",Schlack Georg Emil,Schlack,Georg Emil,10. Januar 1861
9138,"Schlaf, Johannes",Schlaf Johannes,Schlaf,Johannes,21.Juni 1862
9139,"Schlag, Hermann",Schlag Hermann,Schlag,Hermann,19.Novbr. 1852
9140,"Schlag, Hugo",Schlag Hugo,Schlag,Hugo,.
9141,"Schlägel, Max von",Schlägel Max,Schlägel,Max,1.April 1840
9142,"Schlägel, Maria von",Schlägel Maria,Schlägel,Maria, Juli 1848
9143,"Schlaikjer, Erich",Schlaikjer Erich,Schlaikjer,Erich,20.November 1867
9144,"Schlapp, Otto",Schlapp Otto,Schlapp,Otto,19. Juni1831
9145,"Schlatter(-Schlatter), Dora",Schlatter Dora,Schlatter,Dora,10. Septbr.1855
9146,"Schlechta von Wschehrd, Camillo Karl Adam Franz Freiherr",Schlechta von Wschehrd Camillo Karl Adam Franz Freiherr,Schlechta von Wschehrd,Camillo Karl Adam Franz Freiherr,24. Dezbr. 1822
9147,"Schlegel, Annette Natalie Emilie",Schlegel Annette Natalie Emilie,Schlegel,Annette Natalie Emilie,18. Septbr. 1849
9148,"Schlegel, Thomas",Schlegel Thomas,Schlegel,Thomas,30. Novbr. 1856
9149,"Schlegell, Rosa von",Schlegell Rosa,Schlegell,Rosa,.
9150,"Schleich, Martin",Schleich Martin,Schleich,Martin,13. Oktober 1881
9151,"Schleiden, Karl Heinrich",Schleiden Karl Heinrich,Schleiden,Karl Heinrich,8.Oktbr. 1809
9152,"Schleiden, Matthias Jakob",Schleiden Matthias Jakob,Schleiden,Matthias Jakob, August 1862
9153,"Schleier, Ludolf",Schleier Ludolf,Schleier,Ludolf,.
9154,"Schleifer, Moritz Leopold",Schleifer Moritz Leopold,Schleifer,Moritz Leopold,27. Juni 1817
9155,"Schleiff, Viktor",Schleiff Viktor,Schleiff,Viktor,.
9156,"Schleinitz, Alexandra von",Schleinitz Alexandra,Schleinitz,Alexandra,14. Februar 1901
9157,"Schlemihl, Peter",Schlemihl Peter,Schlemihl,Peter,.
9158,"Schlemm, Oskar",Schlemm Oskar,Schlemm,Oskar,22.Febr. 1850
9159,"Schlenker, Karl",Schlenker Karl,Schlenker,Karl,25. Juni 1897
9160,"Schlepps, Fritz",Schlepps Fritz,Schlepps,Fritz,.
9161,"Schlesinger, Martha",Schlesinger Martha,Schlesinger,Martha,.
9162,"Schlesinger, Moritz",Schlesinger Moritz,Schlesinger,Moritz,.
9163,"Schlesinger-(Steiner), Olga",Schlesinger Olga,Schlesinger,Olga,.
9164,"Schlesinger, Regina",Schlesinger Regina,Schlesinger,Regina,.
9165,"Schlesinger, Sigmund",Schlesinger Sigmund,Schlesinger,Sigmund,15. Juni 1832
9166,"Schlesinger, Sigmund",Schlesinger Sigmund,Schlesinger,Sigmund,.
9167,"Schleusner, Georg",Schleusner Georg,Schleusner,Georg,6. Mai1841
9168,"Schleyer, Johann Martin",Schleyer Johann Martin,Schleyer,Johann Martin,18. Juli 1831
9169,"Schlicht, Freiherr von",Schlicht Freiherr von,Schlicht,Freiherr von,.
9170,"Schlicht, Joseph",Schlicht Joseph,Schlicht,Joseph,18.März 1832
9171,"Schlichtegroll, Karl Felix von",Schlichtegroll Karl Felix von,Schlichtegroll,Karl Felix von,.
9172,"Schlichter, Margarete",Schlichter Margarete,Schlichter,Margarete,3. Novbr. 1855
9173,"Schlichting, Hermann",Schlichting Hermann,Schlichting,Hermann,.
9174,"Schlichtkrull, Aline von",Schlichtkrull Aline von,Schlichtkrull,Aline von,20. Novbr. 1832
9175,"Schlieben, Gottwalt Georg Erwin",Schlieben Gottwalt Georg Erwin,Schlieben,Gottwalt Georg Erwin,6. April 1831
9176,"Schlieben, (auch SchliebenBorngräber) Gerda von",Schlieben Gerda,Schlieben,Gerda,.
9177,"Schlieker, Friedrich",Schlieker Friedrich,Schlieker,Friedrich,13. Oktbr. 1876
9178,"Schlieker, Wilhelm",Schlieker Wilhelm,Schlieker,Wilhelm,27.April 1878
9179,Schliemann der Jüngere,Schliemann der Jüngere ,Schliemann der Jüngere,,.
9180,"Schliepmann, Hans",Schliepmann Hans,Schliepmann,Hans,26. Nov. 1855
9181,"Schlierbach, Max",Schlierbach Max,Schlierbach,Max,.
9182,"Schlingmann, Agnes",Schlingmann Agnes,Schlingmann,Agnes,.
9183,"Schlippenbach, Albert Ernst Ludwig Karl Graf von",Schlippenbach Albert Ernst Ludwig Karl,Schlippenbach,Albert Ernst Ludwig Karl,26. Dezbr. 1800
9184,"Schlippenbach, Albert Graf von",Schlippenbach Albert,Schlippenbach,Albert,8. Mai 1859
9185,"Schlippenbach, Brunhilde (Hilde) Gräfin von",Schlippenbach Brunhilde,Schlippenbach,Brunhilde,.
9186,"Schlippenbach, Gabriele Freifrau von",Schlippenbach Gabriele,Schlippenbach,Gabriele,.
9187,"Schlögl, Friedrich",Schlögl Friedrich,Schlögl,Friedrich,7.Dezbr. 1821
9188,"Schlögl, P. Nivard (Johann",Schlögl P. Nivard Johann,Schlögl,P. Nivard Johann,4. Juni 1864
9189,"Schloemp, Edwin Hugo Viktor",Schloemp Edwin Hugo Viktor,Schloemp,Edwin Hugo Viktor,22. Juli 1838
9190,"Schloenbach, Karl Arnold",Schloenbach Karl Arnold,Schloenbach,Karl Arnold,31. August 1817
9191,"Schloß, Karl",Schloß Karl,Schloß,Karl,6. Januar1876
9192,"Schlossar, Anton",Schlossar Anton,Schlossar,Anton,27.Juni 1849
9193,"Schlossar, Richard",Schlossar Richard,Schlossar,Richard,29. Oktober 1877
9194,"Schlosser, Julius Ritter von",Schlosser Julius,Schlosser,Julius,.
9195,"Schlosser, Chrn",Schlosser Chrn,Schlosser,Chrn,.
9196,"Schlott, Oskar Otto Karl Gustav",Schlott Oskar Otto Karl Gustav,Schlott,Oskar Otto Karl Gustav,22. Novbr. 1868
9197,"Schloz, Emil",Schloz Emil,Schloz,Emil,27. Dezbr.1861
9198,"Schlözer, Karl von",Schlözer Karl,Schlözer,Karl,.
9199,"Schlumpf, Marie",Schlumpf Marie,Schlumpf,Marie,18.April 1853
9200,"Schlüter, Christoph Bernhard",Schlüter Christoph Bernhard,Schlüter,Christoph Bernhard,27. März 1801
9201,"Schlüter, Johann Wilhelm",Schlüter Johann Wilhelm,Schlüter,Johann Wilhelm,18. Mai 1825
9202,"Schlüter, Clemens August",Schlüter Clemens August,Schlüter,Clemens August,15. Januar 1837
9203,"Schlüter, Willy",Schlüter Willy,Schlüter,Willy,28. Juli1873
9204,"Schmachtenberg, C",Schmachtenberg C,Schmachtenberg,C,1. November 1848
9205,"Schmahlfeldt, Ludwig",Schmahlfeldt Ludwig,Schmahlfeldt,Ludwig,21. Juni 1860
9206,"Schmal, Johannes",Schmal Johannes,Schmal,Johannes,23.September 1844
9207,"Schmalenbach, Marie",Schmalenbach Marie,Schmalenbach,Marie,.
9208,"Schmasow, Alfred",Schmasow Alfred,Schmasow,Alfred,5.Januar 1863
9209,"Schmeckebier, Hedwig",Schmeckebier Hedwig,Schmeckebier,Hedwig,.
9210,"Schmeichel, Gotthilf Adolf",Schmeichel Gotthilf Adolf,Schmeichel,Gotthilf Adolf,16. Februar 1835
9211,"Schmeil, Johann Robert",Schmeil Johann Robert,Schmeil,Johann Robert,11. Mai 1820
9212,"Schmelkes, Gottfried",Schmelkes Gottfried,Schmelkes,Gottfried,22. September 1807
9213,"Schmelzkopf, Heinrich Robert Eduard",Schmelzkopf Heinrich Robert Eduard,Schmelzkopf,Heinrich Robert Eduard,23. Juni 1814
9214,"Schmerz, Leopold",Schmerz Leopold,Schmerz,Leopold,26.Septbr. 1844
9215,"Schmettau, Olga Martha von",Schmettau Olga Martha,Schmettau,Olga Martha,. Novbr. 1800
9216,"Schmick, Jakob Heinrich",Schmick Jakob Heinrich,Schmick,Jakob Heinrich,27. August 1824
9217,"Schmid, Alois",Schmid Alois,Schmid,Alois,2. Juni 1854
9218,"Schmid, Cordula",Schmid Cordula,Schmid,Cordula,.
9219,"Schmid, Franz",Schmid Franz,Schmid,Franz, Juni 1903
9220,"Schmid, Ferdinand von",Schmid Ferdinand,Schmid,Ferdinand,17. März 1888
9221,"Schmid, Hedda von",Schmid Hedda,Schmid,Hedda,.
9222,"Schmid, Hermann Theodor von",Schmid Hermann Theodor,Schmid,Hermann Theodor,30. März 1815
9223,"Schmid, Ulrich Rudolf",Schmid Ulrich Rudolf,Schmid,Ulrich Rudolf,14. Juni 1808
9224,"Schmid-Schwarzenberg, Franz Xaver",Schmid-Schwarzenberg Franz Xaver,Schmid-Schwarzenberg,Franz Xaver,22. Oktbr. 1819
9225,"Schmid-Braunfels, Joseph",Schmid-Braunfels Joseph,Schmid-Braunfels,Joseph,29. Novbr. 1871
9226,"Schmidl, Marie",Schmidl Marie,Schmidl,Marie,.
9227,"Schmidlin, Karl",Schmidlin Karl,Schmidlin,Karl,1.Mai 1805
9228,"Schmidt, Adalar",Schmidt Adalar,Schmidt,Adalar,1. Dezember 1870
9229,"Schmidt, Albert",Schmidt Albert,Schmidt,Albert,.
9230,"Schmidt, Louis Friedrich August Albert",Schmidt Louis Friedrich August Albert,Schmidt,Louis Friedrich August Albert,30. Jan. 1839
9231,"Schmidt, Reinhold Christian Alexander",Schmidt Reinhold Christian Alexander,Schmidt,Reinhold Christian Alexander, März 1909
9232,"Schmidt, Alfred",Schmidt Alfred,Schmidt,Alfred,.
9233,"Schmidt, Alfred, C. Richard",Schmidt Alfred,Schmidt,Alfred,. April 1874
9234,"Schmidt, Amélie Charlotte",Schmidt Amélie Charlotte,Schmidt,Amélie Charlotte,.
9235,"Schmidt, August",Schmidt August,Schmidt,August,7. Mai1834
9236,"Schmidt, Auguste",Schmidt Auguste,Schmidt,Auguste,3. Aug.1833
9237,"Schmidt, Bernhard",Schmidt Bernhard,Schmidt,Bernhard,.
9238,"Schmidt, Christiane",Schmidt Christiane,Schmidt,Christiane,.
9239,"Schmidt, Curt-Wilhelm",Schmidt Curt-Wilhelm,Schmidt,Curt-Wilhelm,Novbr. 1875
9240,"Schmidt, Eduard",Schmidt Eduard,Schmidt,Eduard,5. März1896
9241,"Schmidt, Elisabeth",Schmidt Elisabeth,Schmidt,Elisabeth, Novbr. 1876
9242,"Schmidt, Elise",Schmidt Elise,Schmidt,Elise,1. Oktbr. 1824
9243,"Schmidt, Emilie",Schmidt Emilie,Schmidt,Emilie,.
9244,"Schmidt, E(mma",Schmidt Emma,Schmidt,Emma,2.März 1846
9245,"Schmidt(-Viereck), Erna",Schmidt Erna,Schmidt,Erna,.
9246,"Schmidt, P. Expeditus",Schmidt P. Expeditus,Schmidt,P. Expeditus,.Juli 1868
9247,"Schmidt, Ferdinand",Schmidt Ferdinand,Schmidt,Ferdinand,2. Oktober 1816
9248,"Schmidt, Ferdinand",Schmidt Ferdinand,Schmidt,Ferdinand,.
9249,"Schmidt, Fr",Schmidt Fr,Schmidt,Fr,.
9250,"Schmidt, Friedrich",Schmidt Friedrich,Schmidt,Friedrich,5.März 1826
9251,"Schmidt, Fritz",Schmidt Fritz,Schmidt,Fritz,17. Januar1888
9252,"Schmidt, G(ustav) W(ilhelm) C(arl",Schmidt Gustav Wilhelm Carl,Schmidt,Gustav Wilhelm Carl,8. März 1852
9253,"Schmidt, Hans",Schmidt Hans,Schmidt,Hans, Septbr. 1854
9254,"Schmidt, Hedwig",Schmidt Hedwig,Schmidt,Hedwig,.
9255,"Schmidt, Heinrich",Schmidt Heinrich,Schmidt,Heinrich,8.Dezbr. 1815
9256,"Schmidt, Hermann Otto",Schmidt Hermann Otto,Schmidt,Hermann Otto,7. August 1861
9257,"Schmidt, Jakob Friedrich",Schmidt Jakob Friedrich,Schmidt,Jakob Friedrich,24. Januar 1840
9258,"Schmidt, Karl Wilhelm Johannes",Schmidt Karl Wilhelm Johannes,Schmidt,Karl Wilhelm Johannes,1. Juni 1831
9259,"Schmidt, (Schmid), Joseph Karl",Schmidt Joseph Karl,Schmidt,Joseph Karl,Jan. 1801
9260,"Schmidt, Josef",Schmidt Josef,Schmidt,Josef,14. März1861
9261,"Schmidt, Karl",Schmidt Karl,Schmidt,Karl,15. Febr.1833
9262,"Schmidt, Karl Eugen",Schmidt Karl Eugen,Schmidt,Karl Eugen,29. Oktbr. 1865
9263,"Schmidt, Karl Eugen",Schmidt Karl Eugen,Schmidt,Karl Eugen,31. März 1866
9264,"Schmidt, Karl Robert",Schmidt Karl Robert,Schmidt,Karl Robert,16. Febr. 1879
9265,"Schmidt, Konrad",Schmidt Konrad,Schmidt,Konrad,März 1863
9266,"Schmidt, Lothar",Schmidt Lothar,Schmidt,Lothar,.
9267,"Schmidt (neuerdings: SchmidtStoltenburg), Ludwig",Schmidt Ludwig,Schmidt,Ludwig,22. Dezbr. 1831
9268,"Schmidt, Marie",Schmidt Marie,Schmidt,Marie,16.November 1829
9269,"Schmidt, Marie",Schmidt Marie,Schmidt,Marie,19. Septbr. 1821
9270,"Schmidt, Marie",Schmidt Marie,Schmidt,Marie,20. August 1861
9271,"Schmidt, Maximilian",Schmidt Maximilian,Schmidt,Maximilian,22. August 1909
9272,"Schmidt, Nikolaus",Schmidt Nikolaus,Schmidt,Nikolaus,25. Septbr. 1874
9273,"Schmidt, Otto Ernst",Schmidt Otto Ernst,Schmidt,Otto Ernst,1. April 1901
9274,"Schmidt, Paul",Schmidt Paul,Schmidt,Paul,18. Febr.1811
9275,"Schmidt, Paul Viktor",Schmidt Paul Viktor,Schmidt,Paul Viktor,10. Mai 1847
9276,"Schmidt, Richard",Schmidt Richard,Schmidt,Richard, Novbr. 1883
9277,"Schmidt, (auch: SchmidtBrädikow), Wilhelm",Schmidt Wilhelm,Schmidt,Wilhelm,11. Oktober 1854
9278,"Schmidt, Wilhelm",Schmidt Wilhelm,Schmidt,Wilhelm,März 1872
9279,"Schmidt, Wilhelmine",Schmidt Wilhelmine,Schmidt,Wilhelmine,.
9280,"Schmidt, Willy",Schmidt Willy,Schmidt,Willy,11. April1849
9281,"Schmidt auf Altenstadt, Karl August",Schmidt Karl August,Schmidt,Karl August,22. April 1890
9282,"Schmidt-Bonn, Wilhelm",Schmidt-Bonn Wilhelm,Schmidt-Bonn,Wilhelm,.
9283,"Schmidt-Brädikow, Wilhelm",Schmidt-Brädikow Wilhelm,Schmidt-Brädikow,Wilhelm,.
9284,"Schmidt-Breitenstein, Walther",Schmidt-Breitenstein Walther,Schmidt-Breitenstein,Walther,24. April 1880
9285,"Schmidt, als Schriftsteller auch Schmidt-Buhl, Karl",Schmidt Karl,Schmidt,Karl,8. Oktober 1855
9286,"Schmidt-Cabanis, Otto Richard",Schmidt-Cabanis Otto Richard,Schmidt-Cabanis,Otto Richard,22. Juni 1838
9287,"Schmidt-Cartlow, Martha",Schmidt-Cartlow Martha,Schmidt-Cartlow,Martha,18. April 1865
9288,"Schmidt (von Ditfurth), Loulou",Schmidt  Loulou,Schmidt ,Loulou,7. August 1857
