Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
1304,"Brüschweiler, Wilhelm Jakob",Brüschweiler Wilhelm Jakob,Brüschweiler,Wilhelm Jakob,.
1305,"Brüssow, Hermann Heinr. Friedr",Brüssow Hermann Heinr. Friedr,Brüssow,Hermann Heinr. Friedr,25. Mai 1816
1306,"Bubbe, H. F",Bubbe H. F,Bubbe,H. F,9. April1873
1307,"Bube, Adolf",Bube Adolf,Bube,Adolf,23.Septbr. 1802
1308,"Buchal, Gustav",Buchal Gustav,Buchal,Gustav,.
1309,"Buchbinder, Bernhard",Buchbinder Bernhard,Buchbinder,Bernhard,6. Juli 1854
1310,"Bucheck, Guido",Bucheck Guido,Bucheck,Guido,.
1311,"Buchenthal, Gustav",Buchenthal Gustav,Buchenthal,Gustav,.
1312,"Bucher, Jakob",Bucher Jakob,Bucher,Jakob,27.Juni 1837
1313,"Buchheim, Karola",Buchheim Karola,Buchheim,Karola,.
1314,"Buchholz, Georg",Buchholz Georg,Buchholz,Georg,18.Septbr. 1842
1315,"Buchholz, Hermann",Buchholz Hermann,Buchholz,Hermann,17. Mai 1874
1316,"Buchholz, Wilhelm",Buchholz Wilhelm,Buchholz,Wilhelm,10.Dezbr. 1836
1317,"Buchholz, Wilhelmine",Buchholz Wilhelmine,Buchholz,Wilhelmine,.
1318,"Buchhorn, Franz Joseph",Buchhorn Franz Joseph,Buchhorn,Franz Joseph,8. Januar 1875
1319,"Buchka, Editha Leontine von",Buchka Editha Leontine,Buchka,Editha Leontine,.
1320,"Buchner, Eberhard",Buchner Eberhard,Buchner,Eberhard,30.Oktbr. 1877
1321,"Buchner, Karl Friedrich August",Buchner Karl Friedrich August,Buchner,Karl Friedrich August,12. Febr. 1800
1322,"Büchner, Alexander",Büchner Alexander,Büchner,Alexander,25.Oktober 1827
1323,"Büchner, Georg",Büchner Georg,Büchner,Georg,19. Februar1837
1324,"Büchner, Friedrich Karl Christian Ludwig",Büchner Friedrich Karl Christian Ludwig,Büchner,Friedrich Karl Christian Ludwig, März 1824
1325,"Büchner, Luise",Büchner Luise,Büchner,Luise,12. Juni1821
1326,"Bucholtz, Margarete von",Bucholtz Margarete,Bucholtz,Margarete,.
1327,"Büchting, Martin Hermann",Büchting Martin Hermann,Büchting,Martin Hermann,9. Juli 1885
1328,"Buchwald, Gustav von",Buchwald Gustav,Buchwald,Gustav, April 1898
1329,"Buchwald, Jna",Buchwald Jna,Buchwald,Jna,14. Juli1856
1330,"Buchwald, O",Buchwald O,Buchwald,O,.
1331,"Buchwald, Otto",Buchwald Otto,Buchwald,Otto,28. Aug.1842
1332,"Buchwald, Wolfgang",Buchwald Wolfgang,Buchwald,Wolfgang,23. Novbr.1869
1333,"Buchwald, Valeska",Buchwald Valeska,Buchwald,Valeska,.
1334,"Buck, Michel Richard",Buck Michel Richard,Buck,Michel Richard,26.Septbr. 1832
1335,"Bücking, Martin Friedrich Karl",Bücking Martin Friedrich Karl,Bücking,Martin Friedrich Karl,20. März 1868
1336,"Buckow, Claus Friedrich",Buckow Claus Friedrich,Buckow,Claus Friedrich,4. Jan. 1819
1337,"Budberg-Benninghausen, Roman (Reinhold) Friedrich Baron",Budberg-Benninghausen Roman (Reinhold) Friedrich Baron,Budberg-Benninghausen,Roman (Reinhold) Friedrich Baron,4. März 1858
1338,"Budde, Emil Arnold",Budde Emil Arnold,Budde,Emil Arnold,28. Juli 1842
1339,"Buddeus, Theobald",Buddeus Theobald,Buddeus,Theobald,6.Juni 1816
1340,"Budler, Karl Christian",Budler Karl Christian,Budler,Karl Christian,24. April 1807
1341,"Buffalo, Johanna Constantia Katharina Emilie dell",Buffalo Johanna Constantia Katharina Emilie,Buffalo,Johanna Constantia Katharina Emilie,11. März 1828
1342,"Bügner, E",Bügner E,Bügner,E,.
1343,"Buhr, Joseph",Buhr Joseph,Buhr,Joseph,6. Februar1863
1344,"Bulcke, Karl",Bulcke Karl,Bulcke,Karl,29. April1876
1345,"Bulla, Konstantin",Bulla Konstantin,Bulla,Konstantin,23.März 1854
1346,"Bulle, Oskar",Bulle Oskar,Bulle,Oskar,14. August1857
1347,"Bülow, Babette von",Bülow Babette,Bülow,Babette, Juni1876
1348,"Bülow, Burghart Heinrich Friedrich Adolf Otto von",Bülow Burghart Heinrich Friedrich Adolf Otto,Bülow,Burghart Heinrich Friedrich Adolf Otto, Januar1892
1349,"Bülow, Karl Eduard von",Bülow Karl,Bülow,Karl,17. Novbr. 1803
1350,"Bülow, Frieda Freiin von",Bülow Frieda,Bülow,Frieda,12. Oktbr.1857
1351,"Bülow, Margarete von",Bülow Margarete,Bülow,Margarete,23. Febr. 1860
1352,"Bülow, Paula von",Bülow Paula,Bülow,Paula,.
1353,"Bülow-Wendhausen, Paula Baronin",Bülow-Wendhausen Paula,Bülow-Wendhausen,Paula,19. August 1845
1354,"Bulthaupt, Heinrich Alfred",Bulthaupt Heinrich Alfred,Bulthaupt,Heinrich Alfred,26. Oktbr. 1849
1355,"Bünau, Margarete Henriette Gräfin von",Bünau Margarete Henriette,Bünau,Margarete Henriette,.
1356,"Bund, Ludwig",Bund Ludwig,Bund,Ludwig,28. April1828
1357,"Bunge, Rudolf",Bunge Rudolf,Bunge,Rudolf, Mai 1907
1358,"Bungert, August",Bungert August,Bungert,August,14. März1846
1359,"Bunsen, Marie von",Bunsen Marie,Bunsen,Marie,17. Januar 1862
1360,"Bünte, Gottlob",Bünte Gottlob,Bünte,Gottlob,15.Novbr. 1840
1361,"Bunz, Christian Gottlob",Bunz Christian Gottlob,Bunz,Christian Gottlob,15. Juli 1833
1362,"Bunzeck, Gustav Wilhelm Max",Bunzeck Gustav Wilhelm Max,Bunzeck,Gustav Wilhelm Max,4. Mai 1859
1363,"Bunzendahl, Ernst Viktor",Bunzendahl Ernst Viktor,Bunzendahl,Ernst Viktor,9. Septbr. 1876
1364,"Buol (-Berenberg), Marie Freiin von",Buol Marie,Buol,Marie,21. Aug. 1861
1365,"Burchard, Gustav",Burchard Gustav,Burchard,Gustav,13.Dezbr. 1859
1366,"Burchardt-(Nienstein), Auguste",Burchardt Auguste,Burchardt,Auguste,5. April 1855
1367,"Burckhard, Max Eugen",Burckhard Max Eugen,Burckhard,Max Eugen,14. Juli 1854
1368,"Burdach, Hans",Burdach Hans,Burdach,Hans,.
1369,"Büren, Gottfried Wilhelm",Büren Gottfried Wilhelm,Büren,Gottfried Wilhelm,1. Febr. 1801
1370,"Burg, Gerhard",Burg Gerhard,Burg,Gerhard,.
1371,"Burg, B",Burg B,Burg,B,.
1372,"Burg, J",Burg J,Burg,J,.
1373,"Burg (Bourg), Jaques",Burg Jaques,Burg,Jaques,10. Septbr. 1862
1374,"Burgdorff, Bernhard von",Burgdorff Bernhard,Burgdorff,Bernhard,.
1375,"Burger, L. W",Burger L. W,Burger,L. W,.
1376,"Bürger, Hugo",Bürger Hugo,Bürger,Hugo,.
1377,"Bürger, Jsidor",Bürger Jsidor,Bürger,Jsidor,.
1378,"Bürger, Lucian",Bürger Lucian,Bürger,Lucian,.
1379,"Bürger, Michael",Bürger Michael,Bürger,Michael,28.August 1831
1380,"Burggraf, Julius",Burggraf Julius,Burggraf,Julius,31.August 1853
1381,"Burghaller, Rudolf",Burghaller Rudolf,Burghaller,Rudolf,22. August 1872
1382,"Burghardt, Georg Theodor August",Burghardt Georg Theodor August,Burghardt,Georg Theodor August,23. Novbr. 1807
1383,"Burghauser, Wolfgang",Burghauser Wolfgang,Burghauser,Wolfgang,.
1384,"Burgherr, Karl Albert",Burgherr Karl Albert,Burgherr,Karl Albert,20. Juli 1875
1385,"Burgvogt, Hilderich",Burgvogt Hilderich,Burgvogt,Hilderich,.
1386,"Burgwedel, Jda",Burgwedel Jda,Burgwedel,Jda,.
1387,"Büring, Wilhelm",Büring Wilhelm,Büring,Wilhelm,.
1388,"Burkart, Olga",Burkart Olga,Burkart,Olga,.
1389,"Burkart, Theodor",Burkart Theodor,Burkart,Theodor,.
1390,"Burkes, Ludwig",Burkes Ludwig,Burkes,Ludwig,19. Novbr. 1816
1391,"Burkhardt, Paula",Burkhardt Paula,Burkhardt,Paula,21. November 1894
1392,"Bürkle, Johann Martin",Bürkle Johann Martin,Bürkle,Johann Martin,14. Febr. 1832
1393,"Bürklin, Albert",Bürklin Albert,Bürklin,Albert,1. April1816
1394,"Bürkner, Robert Emanuel Heinrich",Bürkner Robert Emanuel Heinrich,Bürkner,Robert Emanuel Heinrich,16. März 1813
1395,"Burmeister, J. P",Burmeister J. P,Burmeister,J. P,.
1396,"Burmester, Heinrich",Burmester Heinrich,Burmester,Heinrich,10. Novbr. 1839
1397,"Burmester, Marie",Burmester Marie,Burmester,Marie,.
1398,"Burow, Julie",Burow Julie,Burow,Julie,.
1399,"Bürstenbinder, Elisabeth",Bürstenbinder Elisabeth,Bürstenbinder,Elisabeth,.
1400,"Büsbach, W",Büsbach W,Büsbach,W,.
1401,"Busch, Franz Christian",Busch Franz Christian,Busch,Franz Christian,23. Novbr. 1802
1402,"Busch, Gerhard",Busch Gerhard,Busch,Gerhard,23. März1841
1403,"Busch, Wilhelm",Busch Wilhelm,Busch,Wilhelm,15.April 1832
1404,"Busch-Nißl, Luise Eva",Busch-Nißl Luise Eva,Busch-Nißl,Luise Eva,4. April 1860
1405,"Buschhorn, Karl",Buschhorn Karl,Buschhorn,Karl,15.Novbr. 1875
1406,"Buschman, Gotthard Freiherr",Buschman Gotthard Freiherr,Buschman,Gotthard Freiherr,9.Novbr. 1810
1407,"Buschmann, Aloys",Buschmann Aloys,Buschmann,Aloys,9.Juni 1873
1408,"Buse, Johannes",Buse Johannes,Buse,Johannes,30.März 1876
1409,"Buß, Georg",Buß Georg,Buß,Georg,9. Septbr.1850
1410,"Busse, Emilie",Busse Emilie,Busse,Emilie,23. Jan. 1835
1411,"Busse, Hans H",Busse Hans H,Busse,Hans H,28.Juli 1871
1412,"Busse, Karl",Busse Karl,Busse,Karl,12. November1872
1413,"Busse, Ludwig",Busse Ludwig,Busse,Ludwig,28. März1821
1414,"Busse(-Palma), Georg",Busse(-Palma) Georg,Busse(-Palma),Georg,20. Juni 1876
1415,"Busson, Paul",Busson Paul,Busson,Paul,9. Juli 1873
1416,"Büstorff, Gertrud",Büstorff Gertrud,Büstorff,Gertrud,April 1900
1417,"Butenschön, Helene",Butenschön Helene,Butenschön,Helene,.
1418,"Butenschön, Nikolaus F",Butenschön Nikolaus F,Butenschön,Nikolaus F,.
1419,"Buthmann, Joachim Matthias",Buthmann Joachim Matthias,Buthmann,Joachim Matthias,11. Mai 1809
1420,"Butscher, August",Butscher August,Butscher,August,29.März 1845
1421,"Buttlar, Henriette v",Buttlar Henriette,Buttlar,Henriette,.
1422,"Buttlar, Wilhelm von",Buttlar Wilhelm,Buttlar,Wilhelm,8. Septbr. 1878
1423,"Büttner, Arthur",Büttner Arthur,Büttner,Arthur,.
1424,"Büttner, Hans",Büttner Hans,Büttner,Hans,3. Jan.1871
1425,"Büttner, Gerhard Siegfried Heinrich",Büttner Gerhard Siegfried Heinrich,Büttner,Gerhard Siegfried Heinrich,29. Juni 1886
1426,"Büttner, Max Julius",Büttner Max Julius,Büttner,Max Julius,17. Juni 1866
1427,"Büttner, seit 1888: Büttner, Pfänner zu Thal, Franz Friedrich Ernst",Büttner Franz Friedrich Ernst,Büttner,Franz Friedrich Ernst,9. Juni 1859
1428,"Butz, Friedrich Karl",Butz Friedrich Karl,Butz,Friedrich Karl,13.Dezember 1877
1429,"Butz, Kaspar",Butz Kaspar,Butz,Kaspar,.
1430,"Buxbaum, Philipp",Buxbaum Philipp,Buxbaum,Philipp,23. März 1843
1431,"Byr, C",Byr C,Byr,C,.
1432,"Byr, Robert",Byr Robert,Byr,Robert,.
1433,"Cabanis, George",Cabanis George,Cabanis,George,.
1434,"Cador, Anna",Cador Anna,Cador,Anna,.
1435,"Caduff, Julius",Caduff Julius,Caduff,Julius,9. März 1871
1436,"Caffou, Ludwig",Caffou Ludwig,Caffou,Ludwig,.
1437,"Cajetan, Käte",Cajetan Käte,Cajetan,Käte,6. Februar 1875
1438,"Cajetan, Wilhelm",Cajetan Wilhelm,Cajetan,Wilhelm,.
1439,"Calebow, Friedrich",Calebow Friedrich,Calebow,Friedrich,18.Jan. 1875
1440,"Caligula, Felix",Caligula Felix,Caligula,Felix,.
1441,"Calm, Marie",Calm Marie,Calm,Marie,3. April1832
1442,"Calmberg, Adolf",Calmberg Adolf,Calmberg,Adolf,21.April 1837
1443,"Calo, Ferdinand Friedrich",Calo Ferdinand Friedrich,Calo,Ferdinand Friedrich,2. Juni 1814
1444,"Cambecq, Victor Ludwig",Cambecq Victor Ludwig,Cambecq,Victor Ludwig,.
1445,"Camenisch, Georg",Camenisch Georg,Camenisch,Georg,8.Juni 1829
1446,"Camenisch, Anna Katharina",Camenisch Anna Katharina,Camenisch,Anna Katharina,26.April 1826
1447,"Cammin, Friedrich",Cammin Friedrich,Cammin,Friedrich,9. Septbr.1860
1448,"Camp, Karoline",Camp Karoline,Camp,Karoline,29. Jan. 1855
1449,"Campe, C. von",Campe C.,Campe,C.,.
1450,"Candia, Allwin von",Candia Allwin,Candia,Allwin,.
1451,"Candidus, Karl August",Candidus Karl August,Candidus,Karl August,14. April 1817
1452,"Cannot, Maria",Cannot Maria,Cannot,Maria,26. Jan. 1831
1453,"Canz, Wilhelmine Friederike",Canz Wilhelmine Friederike,Canz,Wilhelmine Friederike,27. Febr. 1815
1454,"Cappilleri, Wilhelm",Cappilleri Wilhelm,Cappilleri,Wilhelm,21. Nov. 1834
1455,"Cappilleri, Herma",Cappilleri Herma,Cappilleri,Herma,13. Jan. 1840
1456,"Cappy, Marie Crescence Gräfin",Cappy Marie Crescence,Cappy,Marie Crescence,15. Febr. 1869
1457,"Cardauns, Hermann",Cardauns Hermann,Cardauns,Hermann, März 1876
1458,"Carel, Antonia",Carel Antonia,Carel,Antonia,23. Jan. 1853
1459,"Carinthus, Leo",Carinthus Leo,Carinthus,Leo,.
1460,"Carion, Franz",Carion Franz,Carion,Franz,.
1461,Caritas,Caritas,Caritas,,.
1462,Carlopago,Carlopago,Carlopago,,.
1463,"Carlowitz, Fridel von",Carlowitz Fridel,Carlowitz,Fridel,27. April 1878
1464,"Carlowitz, Albert von",Carlowitz Albert,Carlowitz,Albert,1. April 1802
1465,"Carlsberg, E",Carlsberg E,Carlsberg,E,.
1466,"Carlssen, Egbert",Carlssen Egbert,Carlssen,Egbert,.
1467,Carmen Silva,Carmen Silva,Carmen Silva,,.
1468,"Carmer, H",Carmer H,Carmer,H,.
1469,"Carneri, Bartholomäus, Ritter v",Carneri Bartholomäus,Carneri,Bartholomäus,3. Novbr. 1821
1470,"Carnot, P. Maurus",Carnot P. Maurus,Carnot,P. Maurus,26.Januar 1865
1471,"Caro, Karl",Caro Karl,Caro,Karl,18. Juli 1850
1472,"Caro, Jakob",Caro Jakob,Caro,Jakob,2. Februar1836
1473,"Carol, Martha",Carol Martha,Carol,Martha,.
1474,"Carols, H. W",Carols H. W,Carols,H. W,.
1475,"Carrière, Moritz",Carrière Moritz,Carrière,Moritz,5. März1817
1476,"Carro, Karl Ritter von (Karl de Carro",Carro Karl,Carro,Karl,21. März 1846
1477,"Carsted, Rudolf Hermann",Carsted Rudolf Hermann,Carsted,Rudolf Hermann,.Novbr. 1840
1478,"Carstenn, Johann Wilhelm Theodor",Carstenn Johann Wilhelm Theodor,Carstenn,Johann Wilhelm Theodor,18. Jan. 1816
1479,"Carstens, Heinrich",Carstens Heinrich,Carstens,Heinrich,20. Januar 1879
1480,"Carus, Paul",Carus Paul,Carus,Paul,18. Juli 1852
1481,"Carus, Theodor",Carus Theodor,Carus,Theodor,.
1482,"Caspari, Karl Heinrich",Caspari Karl Heinrich,Caspari,Karl Heinrich,16. Februar 1815
1483,"Caspari, Otto Heinrich Gotthold",Caspari Otto Heinrich Gotthold,Caspari,Otto Heinrich Gotthold,24. Mai 1841
1484,"Cassau, Karl",Cassau Karl,Cassau,Karl,26. April 1840
1485,"Cassel, Henry",Cassel Henry,Cassel,Henry,.
1486,"Cassel, Paulus Stephanus",Cassel Paulus Stephanus,Cassel,Paulus Stephanus,23. Dezember 1892
1487,"Caßmann, Charles",Caßmann Charles,Caßmann,Charles,17.März 1840
1488,"Castelhun, Friedrich Karl",Castelhun Friedrich Karl,Castelhun,Friedrich Karl,27. Febr. 1828
1489,"Castelle, Friedrich",Castelle Friedrich,Castelle,Friedrich,30.April 1879
1490,"Cederstolpe, Theodor von",Cederstolpe Theodor,Cederstolpe,Theodor,.
1491,"Cerny, Joseph",Cerny Joseph,Cerny,Joseph,12. Febr. 1869
1492,"Cerri, Kajetan",Cerri Kajetan,Cerri,Kajetan,27.Mai 1899
1493,"Chambaud-Charrier, Ernst v",Chambaud-Charrier Ernst,Chambaud-Charrier,Ernst,18. Febr. 1835
1494,"Charles, Jean",Charles Jean,Charles,Jean,.
1495,"Charles, M",Charles M,Charles,M,.
1496,"Charleszwang, N. Z",Charleszwang N. Z,Charleszwang,N. Z,.
1497,"Charlot, Jlse",Charlot Jlse,Charlot,Jlse,.
1498,Cheiriander,Cheiriander,Cheiriander,,.
1499,"Chemnitz, M. L. von",Chemnitz M. L.,Chemnitz,M. L.,.
1500,"Chevallerie, A. de la",Chevallerie A.,Chevallerie,A.,22. Febr. 1835
1501,"Chézy, Wilhelm Theodor von",Chézy Wilhelm Theodor,Chézy,Wilhelm Theodor,14.März 1865
1502,"Chiavacci, Vincenz",Chiavacci Vincenz,Chiavacci,Vincenz,15. Juni 1847
1503,Chillonius,Chillonius,Chillonius,,.
1504,"Chop, Karl",Chop Karl,Chop,Karl,2. März 1825
1505,"Chop, Max",Chop Max,Chop,Max,17. Mai 1862
1506,"Chownitz (eigentlich: Chowanetz), Julian Feodor Joseph",Chownitz Julian Feodor Joseph,Chownitz,Julian Feodor Joseph,.
1507,"Christ, Adolf",Christ Adolf,Christ,Adolf,22. Juli 1832
1508,"Christ, L. Jean",Christ L. Jean,Christ,L. Jean,.
1509,"Christ, Sophie",Christ Sophie,Christ,Sophie,9. Septbr.1836
1510,"Christaller, Erdmann Gottreich",Christaller Erdmann Gottreich,Christaller,Erdmann Gottreich,10. Dezbr. 1857
1511,"Christaller, Helene",Christaller Helene,Christaller,Helene,31.Januar 1872
1512,"Christaller, Hanna",Christaller Hanna,Christaller,Hanna,.
1513,"Christeinicke, Gotthard",Christeinicke Gotthard,Christeinicke,Gotthard,.Juli 1880
1514,"Christel, Franz",Christel Franz,Christel,Franz,9. März1865
1515,"Christen, Ada",Christen Ada,Christen,Ada,.
1516,"Christen, Klara",Christen Klara,Christen,Klara,.
1517,"Christern, Johann Wilhelm",Christern Johann Wilhelm,Christern,Johann Wilhelm,.
1518,"Christian, August",Christian August,Christian,August,.
1519,"Christine, d. i. Christine Herrmann",Christine Christine Herrmann,Christine,Christine Herrmann,.
1520,"Christinger, Johann Jakob",Christinger Johann Jakob,Christinger,Johann Jakob,23. Novbr. 1836
1521,"Christlieb, A",Christlieb A,Christlieb,A,.
1522,"Chronigk, Jsaak Löw",Chronigk Jsaak Löw,Chronigk,Jsaak Löw,.
1523,Chrusen,Chrusen,Chrusen,,.
1524,"Chys, Julienne van der",Chys Julienne,Chys,Julienne,.
1525,"Cirkel, Jakob Vincenz",Cirkel Jakob Vincenz,Cirkel,Jakob Vincenz, April1810
1526,"Claar, Emil",Claar Emil,Claar,Emil,7. Oktbr.1842
1527,"Clar, Albert",Clar Albert,Clar,Albert,.
1528,"Clarus, Ludwig",Clarus Ludwig,Clarus,Ludwig,.
1529,"Clasen, Lorenz",Clasen Lorenz,Clasen,Lorenz,31. Mai1899
1530,"Clasen-Schmid, Mathilde",Clasen-Schmid Mathilde,Clasen-Schmid,Mathilde,4. August 1834
1531,"Clason, Octavius",Clason Octavius,Clason,Octavius,18. März 1875
1532,"Classen, Walther",Classen Walther,Classen,Walther,24.April 1874
1533,"Classen(-Kehren), Berta",Classen(-Kehren) Berta,Classen(-Kehren),Berta,.
1534,"Claud, Charles",Claud Charles,Claud,Charles,.
1535,"Claud(-Saar), Anna",Claud(-Saar) Anna,Claud(-Saar),Anna,10. März 1853
1536,"Claudi, Marie",Claudi Marie,Claudi,Marie,10. April1843
1537,"Claudius, Franz",Claudius Franz,Claudius,Franz,.
1538,"Claudius, F. C",Claudius F. C,Claudius,F. C,.
1539,"Claudius, M",Claudius M,Claudius,M,.
1540,Clauren,Clauren,Clauren,,.
1541,"Claus, Fritz",Claus Fritz,Claus,Fritz,.
1542,"Claus, Karl",Claus Karl,Claus,Karl,27. März 1823
1543,"Clausberg, Amalie von",Clausberg Amalie,Clausberg,Amalie,.
1544,"Clausen, Bernhard Wilhelm",Clausen Bernhard Wilhelm,Clausen,Bernhard Wilhelm,3. Dezbr. 1846
1545,"Clausen, Ernst Alexander",Clausen Ernst Alexander,Clausen,Ernst Alexander,. Septbr. 1861
1546,"Clausius, Sabine",Clausius Sabine,Clausius,Sabine,26. Febr. 1856
1547,"Clausnitzer-Hennes, Marie",Clausnitzer-Hennes Marie,Clausnitzer-Hennes,Marie,11. Mai 1824
1548,"Clauß, Dr. Wilhelm",Clauß Dr. Wilhelm,Clauß,Dr. Wilhelm,.
1549,"Claußen, Anna Auguste Henriette",Claußen Anna Auguste Henriette,Claußen,Anna Auguste Henriette,5 Juni 1814
1550,"Claußen, August Peter Lorenzen",Claußen August Peter Lorenzen,Claußen,August Peter Lorenzen,.
1551,"Claußen, Karl Johann August",Claußen Karl Johann August,Claußen,Karl Johann August,18. Mai 1848
1552,"Clemen, Adele",Clemen Adele,Clemen,Adele,11. Septbr.1836
1553,"Clemen, Robert",Clemen Robert,Clemen,Robert,.
1554,"Clemens, Friedrich",Clemens Friedrich,Clemens,Friedrich,.
1555,"Clément, Bertha",Clément Bertha,Clément,Bertha,25.August 1852
1556,"Clericus, Guilhelmus",Clericus Guilhelmus,Clericus,Guilhelmus,.
1557,"Clericus, Johannes",Clericus Johannes,Clericus,Johannes,.
1558,"Clobes, Heinz Wilhelm",Clobes Heinz Wilhelm,Clobes,Heinz Wilhelm,27. Febr. 1876
1559,"Cloos, Wilhelm",Cloos Wilhelm,Cloos,Wilhelm,1.März 1889
1560,"Closter, Eduard Hermann Dietrich Karl",Closter Eduard Hermann Dietrich Karl,Closter,Eduard Hermann Dietrich Karl,17. April 1808
1561,"Cohn, Clementine",Cohn Clementine,Cohn,Clementine,22. April 1861
1562,"Cohn(-Viebig), Klara",Cohn(-Viebig) Klara,Cohn(-Viebig),Klara,.
1563,"Cohn, M",Cohn M,Cohn,M,.
1564,"Cohn, Martha",Cohn Martha,Cohn,Martha,19. Novbr. 1867
1565,"Cohn, Moritz",Cohn Moritz,Cohn,Moritz,8. Jan. 1844
1566,"Cohn, Oskar Justinus",Cohn Oskar Justinus,Cohn,Oskar Justinus,.Febr. 1839
1567,"Cohn, Rose",Cohn Rose,Cohn,Rose,.
1568,"Cohner, Joseph",Cohner Joseph,Cohner,Joseph,.
1569,"Cohnfeld, Adalbert Dorotheus",Cohnfeld Adalbert Dorotheus,Cohnfeld,Adalbert Dorotheus,3. Aug. 1809
1570,"Colans, F. O",Colans F. O,Colans,F. O,.
1571,"Colenfeld, A. von",Colenfeld A. von,Colenfeld,A. von,.
1572,"Collet, Franz",Collet Franz,Collet,Franz,.
1573,"Collier, Hedwig",Collier Hedwig,Collier,Hedwig,13.März 1869
1574,"Cölln, Julius Eduard von",Cölln Julius Eduard,Cölln,Julius Eduard,23.November 1891
1575,"Colshorn, Theodor",Colshorn Theodor,Colshorn,Theodor,13.Jan. 1821
1576,"Colze(-Rosenberg), Leo",Colze Leo,Colze,Leo,12. Juli 1880
1577,"Commer, Klara",Commer Klara,Commer,Klara,30.Dezbr. 1856
1578,"Conard, Julius",Conard Julius,Conard,Julius,4. Juli 1901
1579,Conimor,Conimor,Conimor,,.
1580,"Connemann, Frau Johanna Theodore",Connemann Frau Johanna Theodore,Connemann,Frau Johanna Theodore,2. Jan. 1845
1581,"Conrad, Anton",Conrad Anton,Conrad,Anton,26. Febr. 1880
1582,"Conrad, G",Conrad G,Conrad,G,.
1583,"Conrad, Guido",Conrad Guido,Conrad,Guido,.
1584,"Conrad, Michael Georg",Conrad Michael Georg,Conrad,Michael Georg,5. April 1846
1585,"Conrad-Ramlo, Marie",Conrad-Ramlo Marie,Conrad-Ramlo,Marie,8. Septbr. 1850
1586,"Conradi, Hermann",Conradi Hermann,Conradi,Hermann,8. März 1890
1587,"Conradi, Johanna",Conradi Johanna,Conradi,Johanna,.
1588,"Conring, Jda Adolfine von",Conring Jda Adolfine,Conring,Jda Adolfine,9. Juli 1857
1589,"Consentius, Rudolf Otto",Consentius Rudolf Otto,Consentius,Rudolf Otto,13. Jan. 1887
1590,"Constant, W",Constant W,Constant,W,.
1591,"Conwentz (von Dyckowska), Anna",Conwentz Anna,Conwentz,Anna,17. Mai 1858
1592,"Conze, Johannes",Conze Johannes,Conze,Johannes,29.Mai 1875
1593,"Cop-Marlet, Mara",Cop-Marlet Mara,Cop-Marlet,Mara,.
1594,Cordelia,Cordelia,Cordelia,,.
1595,Cordula Peregrina,Cordula Peregrina,Cordula Peregrina,,.
1596,"Corleis, Johann Friedrich Adolf",Corleis Johann Friedrich Adolf,Corleis,Johann Friedrich Adolf,22. Januar 1853
1597,"Cornelius, Arthur",Cornelius Arthur,Cornelius,Arthur,.
1598,"Cornelius, Auguste",Cornelius Auguste,Cornelius,Auguste,1. Dezember 1890
1599,"Cornelius, Kurt",Cornelius Kurt,Cornelius,Kurt,.
1600,"Cornelius, Peter",Cornelius Peter,Cornelius,Peter,24. Dezbr.1824
1601,"Coronini-Cronberg, Karl Graf",Coronini-Cronberg Karl,Coronini-Cronberg,Karl,29. April 1818
1602,"Corony, Blanda",Corony Blanda,Corony,Blanda,.
1603,"Corrado, L",Corrado L,Corrado,L,.
1604,"Corrée, Valerie Gräfin de la",Corrée Valerie,Corrée,Valerie,.
1605,"Correi, El",Correi El,Correi,El,.
1606,"Corrodi, Wilhelm August",Corrodi Wilhelm August,Corrodi,Wilhelm August,27. Febr. 1826
1607,"Corßen, Friedrich",Corßen Friedrich,Corßen,Friedrich,.
1608,"Corvinus, Jakob",Corvinus Jakob,Corvinus,Jakob,.
1609,"Corvin-Wiersbitzki, Otto Julius Bernhard von",Corvin-Wiersbitzki Otto Julius Bernhard,Corvin-Wiersbitzki,Otto Julius Bernhard,Mai 1849
1610,"Corvus, M",Corvus M,Corvus,M,.
1611,"Cosack, Konrad",Cosack Konrad,Cosack,Konrad,.
1612,"Cosel, Charlotte von",Cosel Charlotte,Cosel,Charlotte,6. Jan. 1818
1613,"Cosmar, Alexander",Cosmar Alexander,Cosmar,Alexander,12. Mai1805
1614,"Cosmar, A",Cosmar A,Cosmar,A,.
1615,"Cossart, Anna v",Cossart Anna,Cossart,Anna,15. Dezbr. 1850
1616,"Coßmann, Paul Nikolaus",Coßmann Paul Nikolaus,Coßmann,Paul Nikolaus,6. April 1869
1617,"Coester, Berta S",Coester Berta S,Coester,Berta S,21.Oktbr. 1849
1618,"Costo, Hermann",Costo Hermann,Costo,Hermann,.
1619,"Cotta, Johannes",Cotta Johannes,Cotta,Johannes,13.Juli 1862
1620,"Coudenhove, Paula Gräfin v",Coudenhove Paula,Coudenhove,Paula,6. August 1863
1621,"Coutelle, Karl",Coutelle Karl,Coutelle,Karl,19. Dezbr.1802
1622,"Couvreur, Heinrich",Couvreur Heinrich,Couvreur,Heinrich,17.Oktbr. 1865
1623,"Cramer, Friedrich Wilhelm",Cramer Friedrich Wilhelm,Cramer,Friedrich Wilhelm,22. August 1841
